iter	Logloss
111	0.04876944224
112	0.04819040934
113	0.04786171595
114	0.04717504501
115	0.04652246157
116	0.04590068181
117	0.04532190323
118	0.04484443982
119	0.04425769806
120	0.04391646067
121	0.04362164815
122	0.04295554479
123	0.04244405746
124	0.04194270134
125	0.04144718488
126	0.041041406
127	0.04064984004
128	0.04020193736
129	0.03982436498
130	0.03948935509
131	0.0390519619
132	0.03862349828
133	0.03829475721
134	0.03792153358
135	0.03753026962
136	0.03718044917
137	0.03684719086
138	0.03633524577
139	0.03607370377
140	0.03571095785
141	0.03546325048
142	0.03512940725
143	0.03488402685
144	0.03462961833
145	0.03424913724
146	0.03395388285
147	0.03362788836
148	0.03336762746
149	0.03311533292
150	0.03276774724
151	0.03256289164
152	0.0323483785
153	0.03210207939
154	0.03185816765
155	0.03158966064
156	0.03144944509
157	0.03113363902
158	0.03089436531
159	0.03066899618
160	0.03037097931
161	0.03024725278
162	0.03006561597
163	0.02983250936
164	0.02967464765
165	0.02945412318
166	0.0291493384
167	0.02898227056
168	0.02872100194
169	0.02858687083
170	0.02842850685
171	0.02821030935
172	0.02814301173
173	0.02793635686
174	0.0277499485
175	0.02757980982
176	0.02738341649
177	0.02726893743
178	0.0270781517
179	0.02696902911
180	0.02677979469
181	0.02649519126
182	0.02631040732
183	0.02624924819
184	0.02610811869
185	0.02602339427
186	0.02588546117
187	0.02573540211
188	0.02553357442
189	0.02540464401
190	0.02523549716
191	0.0251914231
192	0.02500688235
193	0.02485812187
194	0.0247077624
195	0.02460430145
196	0.02446674665
197	0.02430010637
198	0.02417420705
199	0.02408076763
200	0.02393196583
201	0.02379366875
202	0.023608675
203	0.0234433492
204	0.02333546956
205	0.02313822428
206	0.02298459848
207	0.02286329269
208	0.02281104247
209	0.02265193621
210	0.02249043465
211	0.02236376127
212	0.02220879873
213	0.02206679662
214	0.02196817557
215	0.02190980117
216	0.02178389867
217	0.0217068545
218	0.02156030019
219	0.02144061724
220	0.02132645925
221	0.02118697802
222	0.02115731716
223	0.02105806033
224	0.02088963191
225	0.0207758681
226	0.02066519737
227	0.0206174469
228	0.02048404376
229	0.02042854468
230	0.02039219697
231	0.02030093193
232	0.02025894642
233	0.02015935262
234	0.02006534894
235	0.01996132851
236	0.01984029452
237	0.01978358905
238	0.01968810717
239	0.01954285781
240	0.01946179708
241	0.01943066756
242	0.01934857368
243	0.01927817186
244	0.01918585936
245	0.01908494473
246	0.01900556564
247	0.01887780825
248	0.01880246639
249	0.01871258736
250	0.01862512906
251	0.01852358023
252	0.0184169356
253	0.01825478236
254	0.01818298817
255	0.01808529536
256	0.01797088941
257	0.01788420677
258	0.01782993158
259	0.01778982004
260	0.01772584597
261	0.01762882551
262	0.01754665534
263	0.01748841921
264	0.01745794137
265	0.01738755862
266	0.01735615095
267	0.01727703412
268	0.01724551996
269	0.01720650514
270	0.01713712692
271	0.01711835225
272	0.01703889529
273	0.01695666313
274	0.01689257145
275	0.01682853063
276	0.01675896009
277	0.01668590387
278	0.01656901042
279	0.01654827436
280	0.01646129608
281	0.01640571276
282	0.01637518565
283	0.01631716728
284	0.01622505983
285	0.01616678556
286	0.0161169974
287	0.01606729825
288	0.01599177678
289	0.01595324834
290	0.01592400869
291	0.01590593815
292	0.01586697419
293	0.01580252965
294	0.01575901985
295	0.01569065412
296	0.01565304915
297	0.01563918591
298	0.01561333338
299	0.01552001635
300	0.01545523961
301	0.01538947423
302	0.01530825138
303	0.01525115967
304	0.01518540064
305	0.01511827469
306	0.01509413878
307	0.01507713636
308	0.01501943747
309	0.01497028351
310	0.0149197499
311	0.01486923377
312	0.01480163097
313	0.01476992607
314	0.01473177751
315	0.01468123436
316	0.01461518129
317	0.01457603455
318	0.01452574253
319	0.01447859446
320	0.01440068245
321	0.01437609037
322	0.01435118675
323	0.01431770166
324	0.01429130077
325	0.01426576932
326	0.01422852516
327	0.01420478821
328	0.01416455905
329	0.01411170642
330	0.0140910085
331	0.01404612859
332	0.01397164822
333	0.01391592979
334	0.0138849926
335	0.01381362915
336	0.01376657486
337	0.0137239933
338	0.01367307186
339	0.01362641017
340	0.01356652419
341	0.01354929288
342	0.01353143056
343	0.01348582904
344	0.01345016638
345	0.0134405009
346	0.01338970502
347	0.01335362434
348	0.01334133625
349	0.01330350478
350	0.01326666991
351	0.01321740468
352	0.01316963355
353	0.01312291304
354	0.01307634989
355	0.01304573218
356	0.01300087372
357	0.01298316797
358	0.01296118736
359	0.01290342887
360	0.01288999399
361	0.01286406279
362	0.01281663179
363	0.01278539817
364	0.01275438706
365	0.01274252733
366	0.01269949039
367	0.01268519719
368	0.01265918652
369	0.01263441722
370	0.01258037806
371	0.01255596638
372	0.01250727892
373	0.01246810834
374	0.01242804289
375	0.01239528735
376	0.01237778107
377	0.0123352917
378	0.01231636206
379	0.01226567427
380	0.01220893224
381	0.01218776862
382	0.01214376767
383	0.01210422913
384	0.01204668204
385	0.01200320244
386	0.01196852922
387	0.0119606638
388	0.01194368203
389	0.01191629171
390	0.01185796261
391	0.01180634181
392	0.01179089149
393	0.01173010429
394	0.01172157288
395	0.01170382818
396	0.01168709755
397	0.01166628361
398	0.01161437988
399	0.01156989018
400	0.0115564243
401	0.01152302265
402	0.01147926092
403	0.0114436547
404	0.01140719652
405	0.01137084405
406	0.01134849866
407	0.0113452371
408	0.01131641865
409	0.01128773371
410	0.01123761177
411	0.01120354017
412	0.01117459774
413	0.01114757061
414	0.01111897628
415	0.0111056153
416	0.01107629379
417	0.01104832411
418	0.01102154811
419	0.01099363724
420	0.01095476309
421	0.0109054788
422	0.01087686777
423	0.01085695426
424	0.01082454125
425	0.010795935
426	0.01077188412
427	0.01073998928
428	0.01068041166
429	0.01067056179
430	0.01064878782
431	0.01063093424
432	0.01059575558
433	0.01057837486
434	0.01055292765
435	0.01053031286
436	0.01050518513
437	0.0104801321
438	0.01046138287
439	0.01045010408
440	0.01041983763
441	0.01039711793
442	0.01038348516
443	0.0103549544
444	0.01034313122
445	0.01031323195
446	0.01029943784
447	0.01028989951
448	0.01026746591
449	0.01024478515
450	0.01023639361
451	0.01018947363
452	0.01013373375
453	0.01010697683
454	0.01009772142
455	0.01006850719
456	0.01004564603
457	0.01002284686
458	0.009983882904
459	0.009964163303
460	0.00995613416
461	0.009930022558
462	0.009906186263
463	0.009894972642
464	0.009849839211
465	0.009822689692
466	0.009808898767
467	0.009797866344
468	0.00977301836
469	0.009747424126
470	0.009739800294
471	0.009718309244
472	0.00967414697
473	0.009646906853
474	0.00960808754
475	0.009585370223
476	0.009573062261
477	0.009550088247
478	0.009534042676
479	0.009509726365
480	0.009493889809
481	0.009482066631
482	0.009458899498
483	0.009429203669
484	0.009424646695
485	0.009413204193
486	0.009396166007
487	0.009359036287
488	0.009337054888
489	0.009317073027
490	0.009287807941
491	0.009256358147
492	0.009238546689
493	0.009206041495
494	0.009187823931
495	0.009168858528
496	0.009143281778
497	0.009136361281
498	0.009119437536
499	0.009110728105
500	0.009092062314
501	0.009070568879
502	0.009055786133
503	0.009025569757
504	0.009012328784
505	0.008975637754
506	0.008961216609
507	0.008952116966
508	0.008932086627
509	0.008918569883
510	0.008914116224
511	0.00891409874
512	0.008909064929
513	0.008872962793
514	0.008863713741
515	0.008843630155
516	0.008831738631
517	0.00882537365
518	0.008817501068
519	0.008805764516
520	0.008779284954
521	0.008734437625
522	0.008727634748
523	0.008705743949
524	0.008685204188
525	0.008654590448
526	0.008638485273
527	0.0086302344
528	0.008619595369
529	0.008591264089
530	0.008578748703
531	0.008571722507
532	0.008566587766
533	0.008549815019
534	0.008530640602
535	0.008505851428
536	0.008487917582
537	0.008469861348
538	0.008455708822
539	0.008444435596
540	0.008438124657
541	0.008431491852
542	0.008417253494
543	0.008409400781
544	0.008394136429
545	0.008390026887
546	0.008374160131
547	0.008366363049
548	0.008360379537
549	0.008346358935
550	0.008334089915
551	0.008313824336
552	0.008300879796
553	0.008288064003
554	0.008274377187
555	0.0082401824
556	0.00822886467
557	0.008215649128
558	0.00817331473
559	0.008145786921
560	0.008138570786
561	0.008125023842
562	0.008101686637
563	0.008090092341
564	0.008089483579
565	0.008069225947
566	0.008044033051
567	0.00801273187
568	0.007990994453
569	0.007977695465
570	0.007965438366
571	0.007960686684
572	0.007948813438
573	0.007944539388
574	0.00793949763
575	0.007930452029
576	0.007901097139
577	0.007867399851
578	0.007839889526
579	0.007818889618
580	0.007812815507
581	0.007793780168
582	0.007771522204
583	0.007765644391
584	0.007750457128
585	0.007734211286
586	0.007719292641
587	0.007711975574
588	0.00769438982
589	0.007688190142
590	0.007674706777
591	0.007637273471
592	0.007619455655
593	0.007614606222
594	0.00758649985
595	0.007586482366
596	0.007568390369
597	0.00756210804
598	0.007536468506
599	0.007523762385
600	0.00752055645
601	0.007491691113
602	0.007482586702
603	0.007481912772
604	0.007481916746
605	0.007477973302
606	0.007477982839
607	0.007469849586
608	0.007445951303
609	0.007421615124
610	0.007408765157
611	0.007387539546
612	0.00736800909
613	0.007334071795
614	0.007312730153
615	0.007296396891
616	0.007296408017
617	0.007268983523
618	0.007260537148
619	0.007245186965
620	0.007227876186
621	0.007218642235
622	0.007212605476
623	0.007206517061
624	0.007195323308
625	0.007190508048
626	0.00716972669
627	0.007158329487
628	0.007134480476
629	0.00712176164
630	0.007099671364
631	0.007089242935
632	0.007089248498
633	0.007079586983
634	0.007057741483
635	0.007040273348
636	0.007036511103
637	0.007025874456
638	0.007025888761
639	0.007023791472
640	0.007018230756
641	0.006999972661
642	0.006988220215
643	0.006963442961
644	0.006959868272
645	0.006951534748
646	0.006927744548
647	0.006913926601
648	0.006909650962
649	0.006904091835
650	0.006904087067
651	0.006899515788
652	0.006866861979
653	0.006863996983
654	0.006849862734
655	0.006840693156
656	0.006840693156
657	0.006834987005
658	0.006829488277
659	0.006823673248
660	0.006813054085
661	0.006799206734
662	0.006795669397
663	0.0067948548
664	0.006792057355
665	0.006775329908
666	0.006771861712
667	0.006771883965
668	0.006751242479
669	0.006738238335
670	0.006713209947
671	0.006688950857
672	0.006688949267
673	0.00668068409
674	0.006667749087
675	0.006648720105
676	0.006637957096
677	0.006637946765
678	0.006631176074
679	0.006602065166
680	0.006578622262
681	0.006564378738
682	0.006558356285
683	0.006558356285
684	0.006557920376
685	0.006549574534
686	0.006544009844
687	0.006540698608
688	0.006540712118
689	0.006540714105
690	0.006540716489
691	0.00652985692
692	0.00652985692
693	0.006514304876
694	0.006508972645
695	0.006504210234
696	0.006497360071
697	0.006490871906
698	0.006490887801
699	0.006490870317
700	0.00648722291
701	0.0064797767
702	0.006473983924
703	0.006454819043
704	0.006446033716
705	0.006434666316
706	0.006429152886
707	0.006414699554
708	0.006409311295
709	0.006409307718
710	0.006391988993
711	0.006368780931
712	0.006362600327
713	0.006340340773
714	0.006333214839
715	0.006332826614
716	0.006328140895
717	0.006324369907
718	0.006307654778
719	0.00630762736
720	0.006307628949
721	0.006300200224
722	0.006296196779
723	0.006292681694
724	0.006289010445
725	0.006284162203
726	0.006275434494
727	0.006266484261
728	0.006266480287
729	0.00624524196
730	0.006245232821
731	0.006239517927
732	0.006235058308
733	0.006230699221
734	0.006225880782
735	0.006195862691
736	0.006193334659
737	0.006183672746
738	0.006183665593
739	0.006175620953
740	0.006150939465
741	0.006137671471
742	0.006133504709
743	0.006133510272
744	0.00613348643
745	0.006133503914
746	0.006122962634
747	0.006119286617
748	0.006115938425
749	0.006115938425
750	0.006100870768
751	0.006094646454
752	0.006094622215
753	0.006094643275
754	0.00609074235
755	0.006090752284
756	0.006076032718
757	0.006066232125
758	0.006063914299
759	0.00606385231
760	0.006054851611
761	0.006054826975
762	0.006054809093
763	0.006051084201
764	0.006045180957
765	0.006020189524
766	0.006019725005
767	0.006017427842
768	0.006017425458
769	0.006016822656
770	0.006005835533
771	0.005983707507
772	0.00598372817
773	0.005983705521
774	0.005980679194
775	0.005980684757
776	0.005980372429
777	0.005963519017
778	0.00596353054
779	0.005961328348
780	0.005961294174
781	0.005961302916
782	0.005949268341
783	0.005939733585
784	0.005936020215
785	0.005910170078
786	0.005910141468
787	0.005910142263
788	0.005909845432
789	0.005909866889
790	0.005909632842
791	0.005906480948
792	0.005902704398
793	0.00589721481
794	0.005897179842
795	0.005897179047
796	0.005897163947
797	0.005877724091
798	0.005877737999
799	0.005877312024
800	0.005877317588
801	0.00587732633
802	0.00587731719
803	0.005877320766
804	0.005877320766
805	0.005877288977
806	0.005877306461
807	0.005874591668
808	0.005872315168
809	0.005854229927
810	0.005847073793
811	0.005829621951
812	0.005829605261
813	0.005829594533
814	0.005829591751
815	0.005829628309
816	0.005829607248
817	0.005829635461
818	0.005829591354
819	0.005829596122
820	0.005813603401
821	0.005813606977
822	0.00581362009
823	0.005810673237
824	0.005808577935
825	0.00580858469
826	0.005808572372
827	0.00580856363
828	0.005808573167
829	0.005808575948
830	0.005808281104
831	0.005784821908
832	0.005784886281
833	0.005783026218
834	0.005765358607
835	0.005765358607
836	0.005763084888
837	0.005761228402
838	0.00576122125
839	0.005761202574
840	0.005761219263
841	0.005747193495
842	0.005747226079
843	0.005747226079
844	0.005747210582
845	0.005742823283
846	0.005742838383
847	0.005742824475
848	0.005742793083
849	0.005742808183
850	0.005725768805
851	0.005725746155
852	0.005725720326
853	0.005725711187
854	0.005717585484
855	0.005703501304
856	0.005695434809
857	0.005695423285
858	0.005695425669
859	0.005686776638
860	0.005677882036
861	0.005677882036
862	0.005677894354
863	0.005677881241
864	0.0056756862
865	0.005662584702
866	0.005662551721
867	0.005660414298
868	0.005660392046
869	0.005660409133
870	0.005660396417
871	0.00563827912
872	0.005636234283
873	0.005613838037
874	0.005611730814
875	0.005590229829
876	0.005590229829
877	0.005590237379
878	0.005590285858
879	0.00559027036
880	0.005590279897
881	0.00559028705
882	0.005588225126
883	0.005588238637
884	0.005581064224
885	0.005579188665
886	0.005579132239
887	0.005577195485
888	0.005577177207
889	0.005577179591
890	0.005576117833
891	0.005560150941
892	0.005543332497
893	0.005543318192
894	0.005543320974
895	0.005543332497
896	0.005540820758
897	0.005539798737
898	0.005539783637
899	0.005539799531
900	0.0055397892
901	0.005539734364
902	0.005537323952
903	0.005535504421
904	0.005535517534
905	0.005535535812
906	0.005531884034
907	0.00552460591
908	0.005523533026
909	0.005523531834
910	0.005523517927
911	0.005523405075
912	0.005523393949
913	0.005521961451
914	0.005521933635
915	0.005522011121
916	0.005521969
917	0.005521993637
918	0.005521994432
919	0.005521927675
920	0.005521949927
921	0.005501395067
922	0.00550139904
923	0.005501360893
924	0.005483206113
925	0.005463007291
926	0.005453886191
927	0.005453894933
928	0.005451259216
929	0.005451235374
930	0.005447239081
931	0.005430994431
932	0.005430993239
933	0.005425101916
934	0.005425065358
935	0.005423722665
936	0.005409946839
937	0.005409959157
938	0.005409946442
939	0.005409936905
940	0.005409895579
941	0.005409924984
942	0.005409440994
943	0.005409428279
944	0.005390050411
945	0.005388443073
946	0.005388455391
947	0.005388436317
948	0.005386898518
949	0.005382887522
950	0.005363703171
951	0.00536371549
952	0.005363728205
953	0.005363710721
954	0.005363691648
955	0.005346180598
956	0.005346190135
957	0.005340005557
958	0.005340014299
959	0.005340017478
960	0.005329994361
961	0.005330003897
962	0.005328504244
963	0.005314258337
964	0.005312519073
965	0.00531036218
966	0.005310355822
967	0.005308622122
968	0.005308627288
969	0.005308637619
970	0.005306988557
971	0.005294106801
972	0.00528740565
973	0.005287384987
974	0.005272946755
975	0.005272019307
976	0.005270543496
977	0.005269319216
978	0.00525546511
979	0.005248866081
980	0.005248852571
981	0.005248839855
982	0.005247374376
983	0.005234687328
984	0.005228272279
985	0.005224489371
986	0.005205835501
987	0.005205843846
988	0.005193348726
989	0.005186980565
990	0.005176345905
991	0.005176362197
992	0.005176341534
993	0.005170874596
994	0.005170851549
995	0.005170864264
996	0.00517084678
997	0.005170873801
998	0.005153168837
999	0.005153158903
