id_commune;code_region;population_municipale;population_comptee_a_part;population_total
25245;27;1251;22;1273
25246;27;280;10;290
25247;27;87;3;90
25248;27;549;112;661
25249;27;61;2;63
25251;27;174;8;182
25252;27;115;0;115
25253;27;393;4;397
25254;27;1405;31;1436
25255;27;349;13;362
25256;27;906;14;920
25257;27;268;4;272
25258;27;2295;39;2334
25259;27;1926;37;1963
25261;27;80;1;81
25262;27;466;24;490
25263;27;250;2;252
25264;27;84;2;86
25265;27;1317;20;1337
25266;27;116;3;119
25267;27;682;20;702
25268;27;115;2;117
25269;27;61;1;62
25270;27;121;6;127
25271;27;1691;38;1729
25273;27;207;4;211
25274;27;339;2;341
25275;27;201;4;205
25276;27;171;2;173
25277;27;73;0;73
25278;27;558;13;571
25279;27;119;1;120
25280;27;157;4;161
25281;27;282;0;282
25282;27;763;13;776
25283;27;64;1;65
25284;27;5786;73;5859
25285;27;1484;26;1510
25286;27;125;5;130
25287;27;1771;42;1813
25288;27;719;19;738
25289;27;73;3;76
25290;27;95;3;98
25293;27;1267;51;1318
25295;27;298;5;303
25296;27;788;28;816
25297;27;169;3;172
25298;27;242;8;250
25299;27;110;1;111
25300;27;297;5;302
25301;27;860;26;886
25303;27;226;6;232
25304;27;3662;62;3724
25305;27;593;17;610
25306;27;124;5;129
25307;27;913;11;924
25308;27;463;6;469
25309;27;1128;36;1164
25310;27;98;1;99
25311;27;207;4;211
25312;27;67;1;68
25313;27;195;3;198
25314;27;268;2;270
25315;27;2865;70;2935
25316;27;235;12;247
25317;27;265;5;270
25318;27;1801;33;1834
25320;27;1221;34;1255
25321;27;5188;116;5304
25322;27;406;10;416
25323;27;445;6;451
25324;27;162;8;170
25325;27;232;8;240
25326;27;529;13;542
25327;27;70;0;70
25328;27;786;11;797
25329;27;36;1;37
25330;27;181;3;184
25331;27;242;5;247
25332;27;575;10;585
25333;27;343;15;358
25334;27;2236;243;2479
25335;27;152;5;157
25336;27;543;5;548
25338;27;97;1;98
25339;27;223;2;225
25340;27;188;4;192
25341;27;178;6;184
25342;27;79;3;82
25343;27;165;3;168
25344;27;45;0;45
25345;27;670;14;684
25346;27;180;3;183
25347;27;823;21;844
25348;27;609;16;625
25349;27;564;15;579
25350;27;736;22;758
25351;27;234;1;235
25354;27;159;0;159
25355;27;62;0;62
25356;27;4266;103;4369
25357;27;852;8;860
25359;27;160;5;165
25360;27;171;4;175
25361;27;844;25;869
25362;27;284;12;296
25364;27;1795;18;1813
25365;27;305;5;310
25366;27;193;6;199
25367;27;4795;150;4945
25368;27;1479;21;1500
25369;27;162;3;165
25370;27;2152;37;2189
25371;27;211;7;218
25372;27;275;12;287
25373;27;46;2;48
25374;27;555;16;571
25375;27;442;10;452
25376;27;154;5;159
25377;27;231;6;237
25378;27;346;8;354
25379;27;71;4;75
25380;27;1339;36;1375
25381;27;2555;37;2592
25382;27;609;6;615
25383;27;276;6;282
25384;27;97;1;98
25385;27;128;3;131
25386;27;126;3;129
25387;27;385;9;394
25388;27;25806;559;26365
25389;27;113;4;117
25390;27;399;12;411
25391;27;179;6;185
25392;27;192;5;197
25393;27;549;7;556
25394;27;1472;43;1515
25395;27;1570;49;1619
25397;27;2180;42;2222
25398;27;115;4;119
25400;27;472;9;481
25401;27;26;0;26
25402;27;24;1;25
25403;27;2129;71;2200
25404;27;91;2;93
25405;27;899;41;940
25406;27;566;14;580
25408;27;56;1;57
25410;27;1342;62;1404
25411;27;6853;336;7189
25413;27;1047;36;1083
25414;27;123;2;125
25415;27;341;5;346
25416;27;183;4;187
25417;27;804;20;824
25418;27;1259;29;1288
25419;27;94;4;98
25420;27;166;4;170
25421;27;72;4;76
25422;27;178;4;182
25424;27;1544;32;1576
25425;27;455;16;471
25426;27;335;6;341
25427;27;394;5;399
25428;27;1619;38;1657
25429;27;1497;41;1538
25430;27;39;0;39
25431;27;339;13;352
25432;27;2149;58;2207
25433;27;41;1;42
25434;27;4423;104;4527
25435;27;163;4;167
25436;27;57;2;59
25437;27;345;3;348
25438;27;956;15;971
25439;27;254;2;256
25440;27;376;8;384
25441;27;65;1;66
25442;27;728;12;740
25443;27;78;1;79
25444;27;141;4;145
25445;27;124;2;126
25446;27;191;10;201
25447;27;344;5;349
25448;27;1526;29;1555
25449;27;138;1;139
25450;27;86;3;89
25451;27;142;3;145
25452;27;470;12;482
25453;27;1396;39;1435
25454;27;2127;42;2169
25455;27;198;4;202
25456;27;268;9;277
25457;27;109;0;109
25458;27;214;5;219
25459;27;314;10;324
25460;27;242;24;266
25461;27;304;2;306
25462;27;17542;898;18440
25463;27;4124;74;4198
25464;27;132;4;136
25465;27;203;3;206
25466;27;828;18;846
25467;27;1982;42;2024
25468;27;846;19;865
25469;27;458;12;470
25470;27;157;5;162
25471;27;138;3;141
25472;27;31;3;34
25473;27;731;21;752
25474;27;113;3;116
25475;27;1441;14;1455
25476;27;125;0;125
25477;27;396;6;402
25478;27;122;2;124
25479;27;401;4;405
25481;27;334;5;339
25482;27;667;3;670
25483;27;39;3;42
25485;27;233;4;237
25486;27;425;11;436
25487;27;46;3;49
25488;27;109;6;115
25489;27;284;27;311
25490;27;375;19;394
25491;27;116;3;119
25492;27;94;3;97
25493;27;920;26;946
25494;27;711;24;735
25495;27;2157;26;2183
25496;27;101;0;101
25497;27;617;14;631
25498;27;48;0;48
25499;27;124;2;126
25500;27;87;1;88
25501;27;37;1;38
25502;27;546;4;550
25503;27;116;4;120
25504;27;80;2;82
25505;27;1035;27;1062
25506;27;92;0;92
25507;27;75;2;77
25508;27;1130;23;1153
25510;27;361;9;370
25511;27;348;6;354
25512;27;2408;52;2460
25513;27;47;0;47
25514;27;341;17;358
25515;27;428;8;436
25516;27;124;6;130
25517;27;284;4;288
25518;27;157;9;166
25519;27;887;13;900
25520;27;176;3;179
25521;27;163;5;168
25522;27;187;3;190
25523;27;680;15;695
25524;27;903;26;929
25525;27;292;12;304
25526;27;1455;41;1496
25527;27;4922;73;4995
25528;27;74;0;74
25529;27;1308;27;1335
25532;27;3231;69;3300
25533;27;15;0;15
25534;27;193;4;197
25535;27;229;6;235
25536;27;187;2;189
25537;27;284;9;293
25538;27;116;4;120
25539;27;5726;143;5869
25540;27;307;6;313
25541;27;371;8;379
25542;27;1764;30;1794
25544;27;208;9;217
25545;27;144;2;146
25546;27;60;1;61
25547;27;3829;41;3870
25548;27;139;7;146
25549;27;632;7;639
25550;27;242;7;249
25551;27;131;1;132
25552;27;117;2;119
25553;27;399;9;408
25554;27;116;3;119
25555;27;1098;25;1123
25556;27;47;3;50
25557;27;425;8;433
25558;27;1528;24;1552
25559;27;257;6;263
25560;27;3020;42;3062
25561;27;348;9;357
25562;27;213;6;219
25563;27;122;2;124
25564;27;1019;16;1035
25565;27;275;13;288
25566;27;300;4;304
25567;27;117;3;120
25569;27;540;11;551
25570;27;26;1;27
25571;27;498;11;509
25572;27;105;5;110
25573;27;13;0;13
25574;27;175;1;176
25575;27;807;10;817
25578;27;5748;101;5849
25579;27;206;3;209
25580;27;11272;169;11441
25582;27;142;2;144
25583;27;251;5;256
25584;27;125;4;129
25586;27;815;31;846
25588;27;120;30;150
25589;27;84;1;85
25590;27;84;2;86
25591;27;157;0;157
25592;27;624;14;638
25594;27;352;4;356
25595;27;93;0;93
25596;27;71;1;72
25597;27;236;3;239
25598;27;522;7;529
25599;27;256;8;264
25600;27;205;4;209
25601;27;1664;83;1747
25602;27;115;5;120
25604;27;126;4;130
25605;27;471;11;482
25607;27;60;1;61
25608;27;175;2;177
25609;27;476;11;487
25611;27;478;7;485
25612;27;692;20;712
25613;27;94;2;96
25614;27;2793;54;2847
25615;27;441;6;447
25616;27;280;3;283
25617;27;353;6;359
25618;27;347;8;355
25619;27;202;3;205
25620;27;336;7;343
25621;27;227;36;263
25622;27;259;1;260
25623;27;126;1;127
25624;27;148;3;151
25625;27;52;1;53
25626;27;221;8;229
25627;27;304;5;309
25628;27;210;3;213
25629;27;204;6;210
25630;27;80;0;80
25631;27;601;11;612
25632;27;3148;85;3233
25633;27;735;13;748
25634;27;637;23;660
25635;27;188;3;191
26001;84;428;8;436
26002;84;1985;37;2022
26003;84;50;0;50
26004;84;2546;77;2623
26005;84;1791;50;1841
26006;84;2495;77;2572
26007;84;104;7;111
26008;84;1370;28;1398
26009;84;1337;35;1372
26010;84;4063;97;4160
26011;84;2580;42;2622
26012;84;21;3;24
26013;84;77;3;80
26014;84;594;8;602
26015;84;77;4;81
26016;84;418;16;434
26017;84;16;0;16
26018;84;12;1;13
26019;84;244;3;247
26020;84;242;6;248
26021;84;124;4;128
26022;84;88;3;91
26023;84;1105;19;1124
26024;84;354;10;364
26025;84;201;10;211
26026;84;66;0;66
26027;84;139;2;141
26028;84;235;13;248
26030;84;2;0;2
26031;84;1029;27;1056
26032;84;452;9;461
26033;84;926;17;943
26034;84;576;9;585
26035;84;477;8;485
26036;84;105;4;109
26037;84;3984;85;4069
26038;84;1324;33;1357
26039;84;874;13;887
26040;84;69;2;71
26041;84;1427;26;1453
26042;84;1599;26;1625
26043;84;144;5;149
26045;84;1654;47;1701
26046;84;68;3;71
26047;84;92;0;92
26048;84;72;1;73
26049;84;1250;37;1287
26050;84;86;2;88
26051;84;67;2;69
26052;84;481;12;493
26054;84;1544;22;1566
26055;84;153;2;155
26056;84;679;15;694
26057;84;9957;145;10102
26058;84;19792;566;20358
26059;84;212;3;215
26060;84;147;6;153
26061;84;595;10;605
26062;84;36;3;39
26063;84;2325;95;2420
26064;84;6814;179;6993
26065;84;751;8;759
26066;84;41;0;41
26067;84;58;1;59
26068;84;211;6;217
26069;84;129;3;132
26070;84;527;11;538
26071;84;1084;33;1117
26072;84;1292;20;1312
26073;84;242;3;245
26074;84;720;132;852
26075;84;28;1;29
26076;84;27;0;27
26077;84;887;22;909
26078;84;935;14;949
26079;84;1500;38;1538
26080;84;43;0;43
26081;84;576;24;600
26082;84;102;1;103
26083;84;1831;580;2411
26084;84;3945;147;4092
26085;84;2724;52;2776
26086;84;666;12;678
26087;84;1316;45;1361
26088;84;5934;136;6070
26089;84;61;1;62
26090;84;33;0;33
26091;84;42;0;42
26092;84;735;11;746
26093;84;531;13;544
26094;84;862;24;886
26095;84;922;32;954
26096;84;2061;37;2098
26097;84;616;16;632
26098;84;167;5;172
26099;84;556;12;568
26100;84;449;15;464
26101;84;143;10;153
26102;84;136;7;143
26103;84;499;4;503
26104;84;89;0;89
26105;84;72;1;73
26106;84;1157;22;1179
26107;84;542;15;557
26108;84;8680;274;8954
26110;84;659;10;669
26111;84;100;1;101
26112;84;197;8;205
26113;84;4718;240;4958
26114;84;3239;136;3375
26115;84;663;70;733
26116;84;5921;102;6023
26117;84;56;4;60
26118;84;1510;22;1532
26119;84;806;7;813
26121;84;1103;41;1144
26122;84;179;2;181
26123;84;25;0;25
26124;84;5520;127;5647
26125;84;1387;33;1420
26126;84;91;0;91
26127;84;115;2;117
26128;84;74;0;74
26129;84;1026;22;1048
26130;84;24;0;24
26131;84;150;1;151
26133;84;163;4;167
26134;84;83;1;84
26135;84;124;2;126
26136;84;51;0;51
26137;84;191;2;193
26138;84;1115;34;1149
26139;84;2392;57;2449
26140;84;717;28;745
26141;84;210;5;215
26142;84;118;1;119
26143;84;906;51;957
26144;84;1961;51;2012
26145;84;664;20;684
26146;84;1577;44;1621
26147;84;19;1;20
26148;84;1894;57;1951
26149;84;991;8;999
26150;84;11;0;11
26152;84;27;0;27
26153;84;98;1;99
26154;84;240;4;244
26155;84;1221;18;1239
26156;84;1057;43;1100
26157;84;748;17;765
26159;84;116;2;118
26160;84;1232;17;1249
26161;84;49;0;49
26162;84;891;29;920
26163;84;51;0;51
26164;84;56;1;57
26165;84;9202;152;9354
26166;84;6616;94;6710
26167;84;538;1;539
26168;84;535;14;549
26169;84;2182;42;2224
26170;84;3207;97;3304
26171;84;191;9;200
26172;84;664;10;674
26173;84;876;20;896
26174;84;1116;32;1148
26175;84;224;9;233
26176;84;1301;42;1343
26177;84;700;22;722
26178;84;534;7;541
26179;84;2732;56;2788
26180;84;220;6;226
26181;84;235;7;242
26182;84;1550;35;1585
26183;84;1170;30;1200
26185;84;587;14;601
26186;84;53;1;54
26188;84;1064;24;1088
26189;84;119;2;121
26190;84;85;2;87
26191;84;2400;60;2460
26192;84;275;11;286
26193;84;442;9;451
26194;84;581;16;597
26195;84;191;3;194
26196;84;1796;140;1936
26197;84;4271;118;4389
26198;84;39818;1234;41052
26199;84;28;0;28
26200;84;75;1;76
26201;84;48;6;54
26202;84;332;11;343
26203;84;281;6;287
26204;84;143;5;148
26205;84;85;0;85
26206;84;2942;101;3043
26207;84;696;18;714
26208;84;1937;36;1973
26209;84;24;0;24
26210;84;1025;24;1049
26211;84;1348;27;1375
26212;84;1200;30;1230
26213;84;681;15;696
26214;84;75;0;75
26215;84;416;22;438
26216;84;795;15;810
26217;84;193;3;196
26218;84;3229;56;3285
26219;84;473;8;481
26220;84;6772;186;6958
26221;84;71;2;73
26222;84;39;0;39
26223;84;523;6;529
26224;84;267;8;275
26225;84;699;21;720
26226;84;368;6;374
26227;84;27;0;27
26228;84;40;0;40
26229;84;95;1;96
26231;84;2629;69;2698
26232;84;592;8;600
26233;84;242;9;251
26234;84;873;17;890
26235;84;13510;259;13769
26236;84;214;4;218
26238;84;240;2;242
26239;84;206;4;210
26240;84;147;3;150
26241;84;132;2;134
26242;84;17;0;17
26243;84;968;39;1007
26244;84;134;1;135
26245;84;6;0;6
26246;84;126;4;130
26247;84;531;8;539
26248;84;175;5;180
26249;84;672;17;689
26250;84;3573;49;3622
26251;84;412;12;424
26252;84;10680;151;10831
26253;84;72;1;73
26254;84;18;0;18
26255;84;23;0;23
26256;84;141;2;143
26257;84;453;21;474
26258;84;887;29;916
26259;84;266;12;278
26261;84;396;11;407
26262;84;260;7;267
26263;84;146;2;148
26264;84;329;7;336
26266;84;24;0;24
26267;84;25;1;26
26268;84;122;0;122
26269;84;56;0;56
26270;84;125;2;127
26271;84;3395;64;3459
26272;84;361;9;370
26273;84;1023;20;1043
26274;84;1;0;1
26275;84;1640;46;1686
26276;84;464;14;478
26277;84;164;4;168
26278;84;283;10;293
26279;84;60;2;62
26281;84;33098;680;33778
26282;84;187;8;195
26283;84;23;0;23
26284;84;382;8;390
26285;84;280;9;289
26286;84;24;1;25
26287;84;485;15;500
26288;84;308;6;314
26289;84;1364;21;1385
26290;84;362;10;372
26291;84;84;2;86
26292;84;212;4;216
26293;84;324;8;332
26294;84;603;18;621
26295;84;1858;30;1888
26296;84;31;1;32
26298;84;419;5;424
26299;84;105;4;109
26300;84;48;1;49
26301;84;4248;90;4338
26302;84;547;11;558
26303;84;73;4;77
26304;84;275;3;278
26305;84;1083;22;1105
26306;84;316;5;321
26307;84;2809;66;2875
26308;84;150;0;150
26309;84;231;5;236
26310;84;157;4;161
26311;84;1419;50;1469
26312;84;1289;46;1335
26313;84;6289;128;6417
26314;84;382;16;398
26315;84;352;13;365
26316;84;204;7;211
26317;84;792;13;805
26318;84;35;1;36
26319;84;566;11;577
26320;84;814;10;824
26321;84;209;9;218
26322;84;420;22;442
26323;84;1829;48;1877
26324;84;8736;436;9172
26325;84;6758;66;6824
26326;84;1443;47;1490
26327;84;215;3;218
26328;84;54;1;55
26329;84;180;6;186
26330;84;2254;44;2298
26331;84;608;14;622
26332;84;2062;20;2082
26333;84;3960;152;4112
26334;84;139;2;141
26335;84;195;3;198
26336;84;567;23;590
26337;84;1844;30;1874
26338;84;1823;58;1881
26339;84;1487;42;1529
26340;84;258;4;262
26341;84;726;12;738
26342;84;318;7;325
26343;84;103;2;105
26344;84;392;7;399
26345;84;2155;55;2210
26346;84;231;5;236
26347;84;6106;206;6312
26348;84;1650;28;1678
26349;84;368;5;373
26350;84;75;1;76
26351;84;30;0;30
26352;84;258;7;265
26353;84;1032;18;1050
26355;84;602;8;610
26356;84;119;4;123
26357;84;2012;40;2052
26358;84;1519;43;1562
26359;84;36;0;36
26360;84;660;26;686
26361;84;140;3;143
26362;84;64749;1400;66149
26363;84;38;0;38
26364;84;326;8;334
26365;84;585;11;596
26367;84;692;20;712
26368;84;464;6;470
26369;84;58;1;59
26370;84;138;5;143
26371;84;47;2;49
26372;84;39;1;40
26373;84;245;8;253
26374;84;15;0;15
26375;84;17;1;18
26376;84;107;1;108
26377;84;1031;24;1055
26378;84;33;0;33
26379;84;908;10;918
26380;84;550;10;560
26381;84;904;12;916
26382;84;568;7;575
27001;28;327;9;336
27002;28;464;8;472
27003;28;1619;33;1652
27004;28;425;8;433
27005;28;1171;18;1189
27006;28;148;3;151
27008;28;1592;16;1608
27009;28;566;11;577
27010;28;170;7;177
27011;28;1196;14;1210
27012;28;447;16;463
27013;28;486;11;497
27014;28;848;23;871
27015;28;1303;31;1334
27016;28;8070;140;8210
27017;28;1363;37;1400
27018;28;992;11;1003
27019;28;163;7;170
27020;28;1676;43;1719
27021;28;340;9;349
27022;28;5350;109;5459
27023;28;708;20;728
27025;28;956;19;975
27026;28;432;9;441
27027;28;286;7;293
27028;28;336;4;340
27031;28;1101;39;1140
27032;28;1390;31;1421
27033;28;306;7;313
27034;28;632;9;641
27035;28;102;1;103
27036;28;550;21;571
27037;28;1178;22;1200
27038;28;279;6;285
27039;28;517;36;553
27040;28;448;5;453
27042;28;78;0;78
27043;28;676;21;697
27044;28;820;37;857
27045;28;772;12;784
27046;28;149;1;150
27047;28;330;8;338
27048;28;187;3;190
27049;28;4554;118;4672
27050;28;641;15;656
27051;28;2794;38;2832
27052;28;396;3;399
27053;28;219;5;224
27054;28;582;8;590
27055;28;331;6;337
27056;28;9848;311;10159
27057;28;285;6;291
27058;28;1769;43;1812
27059;28;306;3;309
27061;28;327;5;332
27062;28;1567;47;1614
27063;28;255;1;256
27064;28;676;9;685
27065;28;4666;58;4724
27066;28;328;6;334
27067;28;1549;28;1577
27068;28;174;2;176
27069;28;695;16;711
27070;28;1726;35;1761
27071;28;215;2;217
27072;28;748;22;770
27073;28;1214;18;1232
27074;28;277;8;285
27075;28;340;4;344
27076;28;493;9;502
27077;28;856;10;866
27078;28;266;11;277
27079;28;362;5;367
27081;28;183;7;190
27082;28;2075;49;2124
27083;28;261;4;265
27085;28;1517;22;1539
27089;28;1009;17;1026
27090;28;3649;65;3714
27091;28;737;5;742
27094;28;126;1;127
27095;28;665;11;676
27096;28;346;11;357
27097;28;661;12;673
27098;28;83;3;86
27099;28;798;10;808
27100;28;1185;24;1209
27101;28;523;10;533
27102;28;1033;22;1055
27103;28;3942;73;4015
27104;28;702;10;712
27105;28;3957;79;4036
27106;28;478;5;483
27107;28;1324;25;1349
27108;28;1204;33;1237
27109;28;398;7;405
27110;28;627;8;635
27111;28;202;5;207
27112;28;4331;125;4456
27113;28;139;2;141
27114;28;1216;23;1239
27115;28;338;7;345
27116;28;4199;152;4351
27117;28;1024;20;1044
27118;28;646;10;656
27119;28;1615;29;1644
27120;28;404;5;409
27123;28;491;12;503
27124;28;214;1;215
27125;28;660;10;670
27126;28;1134;22;1156
27127;28;699;22;721
27129;28;594;15;609
27130;28;419;11;430
27132;28;860;24;884
27133;28;1062;10;1072
27134;28;215;0;215
27135;28;459;11;470
27136;28;276;4;280
27137;28;201;5;206
27138;28;396;10;406
27139;28;172;6;178
27140;28;412;11;423
27141;28;63;0;63
27142;28;281;7;288
27144;28;278;5;283
27146;28;375;5;380
27147;28;688;11;699
27148;28;408;10;418
27149;28;113;3;116
27151;28;1734;22;1756
27152;28;556;9;565
27153;28;367;6;373
27154;28;598;16;614
27155;28;107;2;109
27156;28;472;17;489
27157;28;1326;20;1346
27158;28;768;28;796
27161;28;1083;21;1104
27162;28;243;5;248
27163;28;207;1;208
27164;28;819;8;827
27165;28;4995;65;5060
27167;28;657;6;663
27168;28;180;7;187
27169;28;1010;12;1022
27170;28;1193;21;1214
27171;28;385;10;395
27173;28;122;3;125
27174;28;1370;26;1396
27176;28;218;5;223
27177;28;549;13;562
27179;28;716;16;732
27180;28;2098;38;2136
27181;28;603;12;615
27182;28;157;3;160
27183;28;2308;43;2351
27184;28;124;3;127
27185;28;594;6;600
27187;28;330;6;336
27188;28;1489;14;1503
27189;28;432;7;439
27190;28;207;4;211
27191;28;2500;64;2564
27192;28;608;11;619
27193;28;1377;16;1393
27194;28;250;2;252
27196;28;1371;8;1379
27198;28;6126;254;6380
27199;28;571;12;583
27200;28;149;7;156
27201;28;235;6;241
27202;28;464;8;472
27203;28;478;17;495
27204;28;284;7;291
27205;28;452;4;456
27206;28;451;3;454
27207;28;591;7;598
27208;28;151;2;153
27209;28;601;11;612
27210;28;474;12;486
27212;28;109;2;111
27213;28;5952;136;6088
27214;28;816;14;830
27215;28;391;10;401
27216;28;493;25;518
27217;28;556;9;565
27218;28;1580;23;1603
27219;28;549;7;556
27220;28;349;8;357
27222;28;198;4;202
27224;28;460;10;470
27226;28;3730;82;3812
27227;28;665;11;676
27228;28;300;3;303
27229;28;46349;1225;47574
27230;28;3702;55;3757
27231;28;447;7;454
27232;28;344;7;351
27233;28;727;11;738
27234;28;348;6;354
27235;28;171;3;174
27237;28;166;2;168
27238;28;1162;29;1191
27239;28;419;7;426
27240;28;221;4;225
27241;28;175;5;180
27242;28;1017;14;1031
27243;28;739;10;749
27245;28;259;8;267
27246;28;1834;19;1853
27247;28;324;3;327
27248;28;197;3;200
27249;28;1155;21;1176
27251;28;549;8;557
27252;28;328;7;335
27254;28;846;23;869
27256;28;624;9;633
27258;28;522;7;529
27259;28;90;4;94
27260;28;663;8;671
27261;28;448;12;460
27263;28;1244;13;1257
27266;28;317;2;319
27267;28;350;4;354
27269;28;194;3;197
27271;28;329;13;342
27273;28;381;7;388
27275;28;6860;98;6958
27276;28;285;8;293
27277;28;737;15;752
27278;28;1945;38;1983
27279;28;3058;52;3110
27280;28;837;7;844
27281;28;226;8;234
27282;28;606;13;619
27284;28;11696;166;11862
27285;28;494;13;507
27286;28;409;5;414
27287;28;865;17;882
27288;28;599;14;613
27289;28;168;3;171
27290;28;1256;16;1272
27291;28;126;11;137
27294;28;991;16;1007
27295;28;478;15;493
27298;28;315;6;321
27299;28;3994;81;4075
27300;28;527;4;531
27301;28;1334;28;1362
27302;28;1305;13;1318
27304;28;166;4;170
27306;28;2954;60;3014
27307;28;466;7;473
27309;28;504;7;511
27310;28;426;8;434
27311;28;1086;5;1091
27312;28;273;13;286
27313;28;609;5;614
27315;28;269;8;277
27316;28;1278;27;1305
27317;28;458;10;468
27318;28;259;3;262
27319;28;307;5;312
27320;28;304;0;304
27321;28;134;5;139
27322;28;1392;19;1411
27323;28;281;3;284
27324;28;617;14;631
27325;28;187;3;190
27326;28;318;13;331
27327;28;212;8;220
27329;28;771;22;793
27330;28;133;4;137
27331;28;456;10;466
27332;28;782;12;794
27333;28;718;7;725
27334;28;109;1;110
27335;28;1077;32;1109
27336;28;431;4;435
27337;28;356;6;362
27338;28;674;8;682
27339;28;790;15;805
27340;28;710;8;718
27341;28;67;3;70
27342;28;202;6;208
27343;28;1280;55;1335
27345;28;209;2;211
27346;28;234;4;238
27347;28;785;26;811
27348;28;1756;20;1776
27349;28;867;13;880
27350;28;999;17;1016
27351;28;1423;24;1447
27353;28;470;8;478
27354;28;426;4;430
27355;28;2665;30;2695
27358;28;591;13;604
27359;28;226;1;227
27360;28;329;7;336
27361;28;386;5;391
27363;28;221;7;228
27364;28;195;3;198
27365;28;2028;38;2066
27366;28;207;3;210
27367;28;1487;15;1502
27368;28;335;9;344
27369;28;79;2;81
27370;28;329;9;338
27371;28;159;1;160
27372;28;682;5;687
27373;28;118;2;120
27374;28;530;14;544
27375;28;18518;403;18921
27376;28;223;5;228
27377;28;712;6;718
27378;28;1143;24;1167
27379;28;444;8;452
27380;28;265;4;269
27381;28;162;0;162
27382;28;319;9;328
27383;28;376;11;387
27384;28;498;11;509
27385;28;1497;41;1538
27386;28;1329;7;1336
27388;28;487;9;496
27389;28;462;17;479
27390;28;1121;16;1137
27391;28;1599;21;1620
27392;28;150;4;154
27393;28;503;2;505
27394;28;492;11;503
27395;28;88;1;89
27396;28;467;9;476
27397;28;1737;42;1779
27398;28;1476;105;1581
27399;28;52;1;53
27400;28;342;4;346
27401;28;177;3;180
27403;28;236;12;248
27404;28;91;1;92
27405;28;102;5;107
27406;28;889;24;913
27407;28;325;9;334
27408;28;603;19;622
27410;28;643;7;650
27411;28;232;2;234
27412;28;1491;35;1526
27413;28;777;12;789
27414;28;843;10;853
27415;28;369;7;376
27417;28;669;12;681
27418;28;105;0;105
27419;28;760;17;777
27420;28;164;7;171
27421;28;640;13;653
27422;28;876;22;898
27423;28;772;18;790
27424;28;326;8;334
27425;28;2406;46;2452
27426;28;1318;7;1325
27427;28;420;8;428
27428;28;4241;221;4462
27429;28;183;0;183
27430;28;343;3;346
27431;28;578;6;584
27432;28;697;7;704
27433;28;191;2;193
27434;28;55;0;55
27435;28;285;3;288
27436;28;440;6;446
27437;28;340;6;346
27438;28;2275;40;2315
27439;28;1133;37;1170
27440;28;659;22;681
27441;28;74;1;75
27442;28;198;7;205
27444;28;230;2;232
27445;28;253;4;257
27446;28;479;3;482
27447;28;898;56;954
27448;28;5056;127;5183
27451;28;292;6;298
27453;28;1802;20;1822
27454;28;465;7;472
27455;28;165;3;168
27456;28;760;18;778
27457;28;696;12;708
27458;28;2648;27;2675
27459;28;73;2;75
27460;28;205;5;210
27462;28;161;1;162
27463;28;721;8;729
27464;28;911;19;930
27465;28;402;13;415
27466;28;336;5;341
27467;28;9982;272;10254
27468;28;602;8;610
27469;28;4146;58;4204
27470;28;1134;22;1156
27471;28;205;7;212
27472;28;276;3;279
27473;28;909;26;935
27474;28;1158;22;1180
27475;28;164;1;165
27476;28;388;8;396
27477;28;697;26;723
27478;28;949;25;974
27480;28;652;7;659
27481;28;403;54;457
27482;28;169;4;173
27483;28;435;6;441
27485;28;833;8;841
27486;28;654;18;672
27487;28;662;2;664
27488;28;194;4;198
27489;28;521;13;534
27490;28;267;4;271
27492;28;317;10;327
27493;28;3288;52;3340
27495;28;237;2;239
27496;28;516;6;522
27497;28;1045;17;1062
27498;28;367;4;371
27500;28;1679;56;1735
27501;28;259;6;265
27502;28;2214;28;2242
27504;28;1288;38;1326
27505;28;165;1;166
27507;28;4031;66;4097
27508;28;198;2;200
27511;28;721;11;732
27512;28;336;7;343
27514;28;380;2;382
27516;28;1412;34;1446
27517;28;2093;47;2140
27518;28;749;13;762
27520;28;142;1;143
27521;28;138;6;144
27522;28;436;4;440
27524;28;868;6;874
27525;28;298;18;316
27527;28;205;7;212
27528;28;3681;82;3763
27529;28;435;9;444
27530;28;82;3;85
27531;28;206;4;210
27533;28;494;20;514
27534;28;886;10;896
27535;28;438;9;447
27536;28;538;15;553
27537;28;876;14;890
27538;28;547;9;556
27539;28;385;13;398
27540;28;670;15;685
27541;28;220;6;226
27542;28;887;15;902
27543;28;887;11;898
27544;28;204;5;209
27545;28;123;5;128
27546;28;168;2;170
27547;28;871;21;892
27548;28;1174;25;1199
27550;28;307;7;314
27552;28;249;5;254
27553;28;422;2;424
27554;28;3338;105;3443
27555;28;246;5;251
27556;28;65;0;65
27557;28;464;6;470
27558;28;179;6;185
27560;28;251;12;263
27561;28;652;11;663
27562;28;4425;136;4561
27563;28;825;23;848
27564;28;333;6;339
27565;28;681;9;690
27567;28;280;6;286
27568;28;495;8;503
27569;28;245;10;255
27570;28;100;2;102
27571;28;336;10;346
27572;28;289;4;293
27576;28;650;15;665
27577;28;435;11;446
27578;28;596;16;612
27579;28;99;2;101
27580;28;2426;31;2457
27582;28;1696;16;1712
27584;28;282;9;291
27586;28;173;1;174
27587;28;789;6;795
27589;28;968;32;1000
27590;28;236;3;239
27591;28;595;12;607
27592;28;246;3;249
27593;28;1614;22;1636
