id_commune;code_region;population_municipale;population_comptee_a_part;population_total
64375;75;279;4;283
64376;75;929;26;955
64377;75;838;23;861
64378;75;204;128;332
64379;75;161;5;166
64380;75;231;5;236
64381;75;282;9;291
64382;75;344;10;354
64383;75;133;1;134
64385;75;275;2;277
64386;75;1258;26;1284
64387;75;606;12;618
64388;75;116;1;117
64389;75;366;6;372
64390;75;159;12;171
64391;75;306;7;313
64392;75;83;2;85
64393;75;4435;105;4540
64394;75;84;1;85
64395;75;124;0;124
64396;75;1137;95;1232
64397;75;118;6;124
64398;75;430;8;438
64399;75;2323;306;2629
64400;75;1101;46;1147
64401;75;78;1;79
64403;75;178;3;181
64404;75;309;8;317
64405;75;4356;260;4616
64406;75;613;16;629
64407;75;5294;148;5442
64408;75;60;0;60
64409;75;831;22;853
64410;75;6122;180;6302
64411;75;236;3;239
64412;75;94;1;95
64413;75;762;12;774
64414;75;112;2;114
64415;75;1522;33;1555
64416;75;1052;23;1075
64417;75;3265;236;3501
64418;75;138;3;141
64419;75;1597;30;1627
64420;75;245;5;250
64421;75;1276;29;1305
64422;75;10594;639;11233
64423;75;182;3;185
64424;75;540;4;544
64425;75;487;9;496
64426;75;249;10;259
64427;75;148;2;150
64428;75;139;1;140
64429;75;114;4;118
64430;75;10369;678;11047
64431;75;536;9;545
64432;75;85;1;86
64433;75;330;19;349
64434;75;50;1;51
64435;75;214;9;223
64436;75;816;22;838
64437;75;195;2;197
64438;75;539;13;552
64439;75;1669;51;1720
64440;75;388;17;405
64441;75;261;5;266
64442;75;335;11;346
64443;75;860;23;883
64444;75;462;11;473
64445;75;75627;1443;77070
64446;75;157;1;158
64447;75;140;1;141
64448;75;1772;50;1822
64449;75;164;3;167
64450;75;295;6;301
64451;75;97;3;100
64452;75;260;7;267
64453;75;2925;57;2982
64454;75;186;2;188
64455;75;167;3;170
64456;75;51;3;54
64457;75;187;4;191
64458;75;295;8;303
64459;75;173;2;175
64460;75;405;7;412
64461;75;1125;17;1142
64462;75;494;6;500
64463;75;663;6;669
64464;75;83;1;84
64465;75;224;3;227
64466;75;266;7;273
64467;75;849;16;865
64468;75;122;2;124
64469;75;311;8;319
64470;75;656;21;677
64471;75;361;12;373
64472;75;866;11;877
64473;75;358;4;362
64474;75;158;2;160
64475;75;195;1;196
64476;75;411;6;417
64477;75;1478;39;1517
64478;75;746;26;772
64479;75;163;4;167
64480;75;198;5;203
64481;75;237;4;241
64482;75;620;8;628
64483;75;14196;422;14618
64484;75;840;17;857
64485;75;1532;295;1827
64486;75;67;0;67
64487;75;206;5;211
64488;75;447;12;459
64489;75;332;10;342
64490;75;538;15;553
64491;75;202;5;207
64492;75;292;6;298
64493;75;1841;67;1908
64494;75;259;6;265
64495;75;7037;152;7189
64496;75;5491;97;5588
64498;75;395;10;405
64499;75;4568;129;4697
64500;75;297;6;303
64501;75;571;8;579
64502;75;709;6;715
64503;75;90;1;91
64504;75;2688;37;2725
64505;75;310;14;324
64506;75;161;3;164
64507;75;139;3;142
64508;75;132;2;134
64509;75;175;4;179
64510;75;941;19;960
64511;75;3411;86;3497
64512;75;265;4;269
64513;75;1370;96;1466
64514;75;196;7;203
64515;75;252;4;256
64516;75;384;3;387
64517;75;160;8;168
64518;75;1048;21;1069
64519;75;4348;126;4474
64520;75;829;33;862
64521;75;571;17;588
64522;75;530;15;545
64523;75;764;14;778
64524;75;417;2;419
64525;75;773;15;788
64526;75;1583;20;1603
64527;75;1497;29;1526
64528;75;168;8;176
64529;75;377;11;388
64530;75;352;7;359
64531;75;46;2;48
64532;75;70;1;71
64533;75;558;9;567
64534;75;192;0;192
64535;75;530;6;536
64536;75;858;16;874
64537;75;129;4;133
64538;75;803;16;819
64539;75;210;5;215
64540;75;2725;73;2798
64541;75;310;3;313
64542;75;66;1;67
64543;75;277;7;284
64544;75;76;2;78
64545;75;10418;193;10611
64546;75;2323;34;2357
64547;75;6918;260;7178
64548;75;166;4;170
64549;75;1228;24;1252
64550;75;767;30;797
64551;75;287;4;291
64552;75;183;3;186
64554;75;210;3;213
64555;75;166;2;168
64556;75;385;8;393
64557;75;458;22;480
64558;75;2822;78;2900
64559;75;728;16;744
64560;75;178;0;178
65001;76;297;7;304
65002;76;826;10;836
65003;76;143;1;144
65004;76;409;10;419
65005;76;433;11;444
65006;76;269;8;277
65007;76;1379;26;1405
65009;76;171;4;175
65010;76;223;4;227
65011;76;130;3;133
65012;76;81;2;83
65013;76;57;2;59
65014;76;40;0;40
65015;76;105;7;112
65016;76;183;3;186
65017;76;249;2;251
65018;76;84;1;85
65019;76;559;11;570
65020;76;263;5;268
65021;76;390;15;405
65022;76;118;7;125
65023;76;13;0;13
65024;76;105;3;108
65025;76;2911;170;3081
65026;76;75;0;75
65028;76;206;5;211
65029;76;482;11;493
65031;76;792;27;819
65032;76;700;20;720
65033;76;113;3;116
65034;76;19;0;19
65035;76;518;12;530
65036;76;132;3;135
65037;76;88;1;89
65038;76;14;1;15
65039;76;40;0;40
65040;76;321;3;324
65041;76;119;7;126
65042;76;575;12;587
65043;76;263;7;270
65044;76;298;6;304
65045;76;230;9;239
65046;76;93;3;96
65047;76;7864;223;8087
65048;76;789;10;799
65049;76;241;3;244
65050;76;79;2;81
65051;76;208;7;215
65052;76;66;0;66
65053;76;42;1;43
65054;76;610;8;618
65055;76;334;12;346
65056;76;453;13;466
65057;76;984;17;1001
65058;76;143;2;145
65059;76;7085;283;7368
65060;76;60;3;63
65061;76;51;0;51
65062;76;3498;76;3574
65063;76;172;3;175
65064;76;49;1;50
65065;76;293;8;301
65066;76;32;0;32
65067;76;128;7;135
65068;76;23;1;24
65069;76;1224;30;1254
65070;76;553;18;571
65071;76;33;0;33
65072;76;1824;15;1839
65073;76;355;7;362
65074;76;110;2;112
65075;76;133;7;140
65076;76;59;2;61
65077;76;418;24;442
65078;76;399;10;409
65079;76;198;4;202
65080;76;557;9;566
65081;76;135;3;138
65082;76;51;0;51
65083;76;706;17;723
65084;76;290;3;293
65085;76;111;2;113
65086;76;151;6;157
65087;76;177;5;182
65088;76;47;1;48
65089;76;85;3;88
65090;76;79;3;82
65091;76;56;1;57
65092;76;226;2;228
65093;76;209;8;217
65094;76;122;1;123
65095;76;331;11;342
65096;76;64;3;67
65097;76;190;8;198
65098;76;325;7;332
65099;76;141;3;144
65100;76;5357;114;5471
65101;76;762;12;774
65102;76;20;2;22
65103;76;109;1;110
65104;76;295;9;304
65105;76;196;3;199
65106;76;165;4;169
65107;76;111;2;113
65108;76;865;19;884
65109;76;31;1;32
65110;76;96;0;96
65111;76;64;0;64
65112;76;156;5;161
65113;76;282;11;293
65114;76;75;4;79
65115;76;289;10;299
65116;76;299;5;304
65117;76;42;1;43
65118;76;38;1;39
65119;76;368;11;379
65120;76;337;14;351
65121;76;390;11;401
65123;76;1313;54;1367
65124;76;57;2;59
65125;76;313;7;320
65126;76;147;5;152
65127;76;1264;26;1290
65128;76;138;3;141
65129;76;799;22;821
65130;76;614;12;626
65131;76;245;2;247
65132;76;44;0;44
65133;76;235;4;239
65134;76;13;0;13
65135;76;82;0;82
65136;76;34;0;34
65137;76;96;3;99
65138;76;878;19;897
65139;76;54;1;55
65140;76;31;1;32
65141;76;56;3;59
65142;76;211;4;215
65143;76;113;2;115
65144;76;87;2;89
65145;76;49;0;49
65146;76;312;1;313
65147;76;608;12;620
65148;76;133;1;134
65149;76;169;4;173
65150;76;499;25;524
65151;76;146;4;150
65153;76;122;5;127
65154;76;59;0;59
65155;76;52;2;54
65156;76;217;5;222
65157;76;21;2;23
65158;76;82;0;82
65159;76;361;11;372
65160;76;120;3;123
65161;76;282;4;286
65162;76;33;1;34
65163;76;39;1;40
65164;76;107;2;109
65165;76;188;1;189
65166;76;53;0;53
65167;76;26;1;27
65168;76;406;12;418
65169;76;90;2;92
65170;76;78;2;80
65171;76;39;0;39
65172;76;39;0;39
65173;76;193;7;200
65174;76;105;4;109
65175;76;40;3;43
65176;76;83;0;83
65177;76;161;3;164
65178;76;53;0;53
65179;76;27;0;27
65180;76;13;0;13
65181;76;164;3;167
65182;76;124;1;125
65183;76;702;13;715
65184;76;173;2;175
65185;76;445;11;456
65186;76;35;0;35
65187;76;100;4;104
65189;76;281;2;283
65190;76;71;0;71
65191;76;123;2;125
65192;76;341;9;350
65193;76;87;4;91
65194;76;97;3;100
65195;76;139;0;139
65196;76;90;2;92
65197;76;155;9;164
65198;76;1117;34;1151
65199;76;36;0;36
65200;76;107;1;108
65201;76;183;4;187
65202;76;331;13;344
65203;76;27;1;28
65204;76;27;0;27
65205;76;54;1;55
65206;76;230;6;236
65207;76;64;0;64
65208;76;23;2;25
65209;76;78;0;78
65210;76;35;1;36
65211;76;148;5;153
65212;76;330;11;341
65213;76;121;3;124
65214;76;44;0;44
65215;76;44;2;46
65216;76;104;0;104
65217;76;55;2;57
65218;76;613;14;627
65219;76;122;1;123
65220;76;240;1;241
65221;76;255;5;260
65222;76;163;1;164
65223;76;1195;26;1221
65224;76;281;6;287
65225;76;105;1;106
65226;76;2906;138;3044
65228;76;121;0;121
65229;76;45;0;45
65230;76;255;6;261
65231;76;200;12;212
65232;76;68;2;70
65233;76;315;4;319
65234;76;93;3;96
65235;76;4045;95;4140
65236;76;441;12;453
65237;76;160;5;165
65238;76;236;10;246
65239;76;154;5;159
65240;76;385;6;391
65241;76;85;3;88
65242;76;238;3;241
65243;76;458;18;476
65244;76;529;7;536
65245;76;234;7;241
65247;76;104;1;105
65248;76;258;17;275
65249;76;101;5;106
65250;76;118;1;119
65251;76;1877;65;1942
65252;76;866;14;880
65253;76;53;0;53
65254;76;143;4;147
65255;76;30;0;30
65256;76;147;2;149
65257;76;601;9;610
65258;76;5816;159;5975
65259;76;180;5;185
65260;76;95;1;96
65261;76;48;1;49
65262;76;400;10;410
65263;76;95;3;98
65264;76;311;25;336
65265;76;329;10;339
65266;76;36;1;37
65267;76;522;17;539
65268;76;212;3;215
65269;76;168;3;171
65270;76;204;9;213
65271;76;355;4;359
65272;76;78;0;78
65273;76;198;0;198
65274;76;138;1;139
65275;76;74;2;76
65276;76;117;1;118
65277;76;92;3;95
65278;76;31;0;31
65279;76;218;8;226
65280;76;424;2;426
65281;76;242;4;246
65282;76;297;6;303
65283;76;50;3;53
65284;76;1040;28;1068
65285;76;188;3;191
65286;76;13132;317;13449
65287;76;630;13;643
65288;76;53;0;53
65289;76;111;1;112
65290;76;193;1;194
65291;76;135;3;138
65292;76;401;3;404
65293;76;104;2;106
65294;76;219;3;222
65295;76;939;15;954
65296;76;424;12;436
65297;76;41;5;46
65298;76;85;0;85
65299;76;222;4;226
65300;76;67;5;72
65301;76;260;4;264
65303;76;362;4;366
65304;76;2266;28;2294
65305;76;92;0;92
65306;76;233;4;237
65307;76;337;6;343
65308;76;106;4;110
65309;76;15;3;18
65310;76;243;5;248
65311;76;101;0;101
65313;76;744;23;767
65314;76;209;6;215
65315;76;419;221;640
65316;76;103;4;107
65317;76;36;2;38
65318;76;227;6;233
65319;76;137;2;139
65320;76;850;18;868
65321;76;144;2;146
65322;76;254;7;261
65323;76;82;0;82
65324;76;212;7;219
65325;76;44;0;44
65326;76;89;3;92
65327;76;153;2;155
65328;76;97;4;101
65329;76;210;8;218
65330;76;216;3;219
65331;76;3290;99;3389
65332;76;170;1;171
65333;76;114;1;115
65334;76;224;3;227
65335;76;523;16;539
65336;76;36;0;36
65337;76;106;3;109
65338;76;245;3;248
65339;76;327;7;334
65340;76;2011;43;2054
65341;76;111;2;113
65342;76;95;2;97
65343;76;246;4;250
65344;76;2374;49;2423
65345;76;55;0;55
65346;76;160;6;166
65347;76;44;0;44
65348;76;46;2;48
65349;76;11;0;11
65350;76;1197;41;1238
65351;76;32;0;32
65352;76;219;8;227
65353;76;259;10;269
65354;76;71;2;73
65355;76;71;0;71
65356;76;59;2;61
65357;76;168;3;171
65358;76;52;2;54
65359;76;30;0;30
65360;76;276;8;284
65361;76;93;0;93
65362;76;1126;25;1151
65363;76;450;9;459
65364;76;21;3;24
65366;76;843;17;860
65367;76;164;3;167
65368;76;43;2;45
65369;76;647;22;669
65370;76;1115;38;1153
65371;76;234;10;244
65372;76;644;14;658
65373;76;165;4;169
65374;76;232;1;233
65375;76;1447;25;1472
65376;76;223;9;232
65377;76;158;8;166
65378;76;67;2;69
65379;76;15;0;15
65380;76;149;1;150
65381;76;34;0;34
65382;76;74;3;77
65383;76;193;2;195
65384;76;173;1;174
65385;76;93;2;95
65386;76;97;0;97
65387;76;128;2;130
65388;76;844;18;862
65389;76;943;38;981
65390;76;426;14;440
65391;76;59;0;59
65392;76;445;8;453
65393;76;142;5;147
65394;76;318;3;321
65395;76;1159;19;1178
65396;76;360;7;367
65397;76;165;3;168
65398;76;254;2;256
65399;76;102;3;105
65400;76;229;7;236
65401;76;581;24;605
65402;76;25;0;25
65403;76;100;2;102
65404;76;154;3;157
65405;76;75;3;78
65406;76;257;5;262
65407;76;107;2;109
65408;76;563;20;583
65409;76;301;5;306
65410;76;518;17;535
65411;76;77;6;83
65412;76;167;4;171
65413;76;139;4;143
65414;76;79;4;83
65415;76;242;1;243
65416;76;86;3;89
65417;76;5085;103;5188
65418;76;291;7;298
65419;76;68;0;68
65420;76;77;2;79
65421;76;50;2;52
65422;76;332;3;335
65423;76;131;1;132
65424;76;117;2;119
65425;76;447;7;454
65426;76;132;6;138
65427;76;283;5;288
65428;76;63;1;64
65429;76;206;8;214
65430;76;43;1;44
65431;76;95;4;99
65432;76;180;5;185
65433;76;3066;58;3124
65435;76;274;4;278
65436;76;305;7;312
65437;76;129;3;132
65438;76;76;1;77
65439;76;271;3;274
65440;76;42758;1063;43821
65441;76;78;3;81
65442;76;211;1;212
65443;76;17;0;17
65444;76;319;4;323
65445;76;227;6;233
65446;76;547;8;555
65447;76;1172;21;1193
65448;76;92;4;96
65449;76;90;5;95
65450;76;37;1;38
65451;76;753;14;767
65452;76;1007;26;1033
65453;76;75;0;75
65454;76;104;1;105
65455;76;438;9;447
65456;76;288;11;299
65457;76;83;1;84
65458;76;31;1;32
65459;76;102;4;106
65460;76;4843;268;5111
65461;76;112;1;113
65462;76;243;9;252
65463;76;85;1;86
65464;76;505;10;515
65465;76;325;10;335
65466;76;86;1;87
65467;76;98;6;104
65468;76;40;1;41
65469;76;25;1;26
65470;76;144;4;148
65471;76;215;8;223
65472;76;76;5;81
65473;76;397;15;412
65474;76;112;2;114
65475;76;60;1;61
65476;76;64;4;68
65477;76;101;2;103
65478;76;32;2;34
65479;76;351;10;361
65481;76;159;5;164
65482;76;442;11;453
66001;76;73;1;74
66002;76;3645;61;3706
66003;76;3542;47;3589
66004;76;553;8;561
66005;76;561;34;595
66006;76;165;2;167
66007;76;124;3;127
66008;76;10260;248;10508
66009;76;2724;38;2762
66010;76;36;0;36
66011;76;4291;51;4342
66012;76;3431;64;3495
66013;76;117;3;120
66014;76;2612;50;2662
66015;76;1271;22;1293
66016;76;4738;77;4815
66017;76;5771;40;5811
66018;76;68;0;68
66019;76;216;4;220
66020;76;818;26;844
66021;76;7426;105;7531
66022;76;55;0;55
66023;76;949;8;957
66024;76;5278;55;5333
66025;76;1207;75;1282
66026;76;1532;32;1564
66027;76;694;14;708
66028;76;10301;206;10507
66029;76;134;1;135
66030;76;213;2;215
66032;76;59;0;59
66033;76;460;13;473
66034;76;111;5;116
66035;76;40;0;40
66036;76;24;0;24
66037;76;12284;251;12535
66038;76;6344;115;6459
66039;76;137;1;138
66040;76;41;1;42
66041;76;940;20;960
66042;76;265;6;271
66043;76;136;2;138
66044;76;293;6;299
66045;76;780;15;795
66046;76;603;11;614
66047;76;18;2;20
66048;76;1345;16;1361
66049;76;7857;233;8090
66050;76;4470;54;4524
66051;76;265;8;273
66052;76;368;11;379
66053;76;2407;28;2435
66054;76;60;3;63
66055;76;762;15;777
66056;76;1048;15;1063
66057;76;530;4;534
66058;76;1975;35;2010
66059;76;2327;28;2355
66060;76;222;20;242
66061;76;93;0;93
66062;76;169;7;176
66063;76;234;3;237
66064;76;421;11;432
66065;76;9248;116;9364
66066;76;637;23;660
66067;76;668;22;690
66068;76;108;1;109
66069;76;3475;135;3610
66070;76;165;4;169
66071;76;2049;18;2067
66072;76;477;9;486
66073;76;138;2;140
66074;76;381;9;390
66075;76;141;9;150
66076;76;65;0;65
66077;76;88;1;89
66078;76;189;7;196
66079;76;192;5;197
66080;76;117;2;119
66081;76;125;3;128
66082;76;505;4;509
66083;76;41;0;41
66084;76;1311;19;1330
66085;76;443;9;452
66086;76;25;0;25
66088;76;5513;63;5576
66089;76;321;6;327
66090;76;44;2;46
66091;76;57;1;58
66092;76;90;0;90
66093;76;2140;41;2181
66094;76;3158;46;3204
66095;76;439;4;443
66096;76;1038;12;1050
66097;76;139;4;143
66098;76;220;10;230
66099;76;317;2;319
66100;76;171;3;174
66101;76;2074;42;2116
66102;76;29;1;30
66103;76;574;7;581
66104;76;982;12;994
66105;76;277;5;282
66106;76;2568;49;2617
66107;76;794;6;800
66108;76;4264;69;4333
66109;76;242;4;246
66111;76;149;2;151
66112;76;251;5;256
66113;76;177;2;179
66114;76;1647;39;1686
66115;76;1235;23;1258
66116;76;186;4;190
66117;76;148;9;157
66118;76;338;8;346
66119;76;318;7;325
66120;76;76;1;77
66121;76;1287;36;1323
66122;76;60;2;62
66123;76;151;0;151
66124;76;1840;183;2023
66125;76;351;5;356
66126;76;332;4;336
66127;76;1192;15;1207
66128;76;25;0;25
66129;76;1591;20;1611
66130;76;1350;75;1425
66132;76;417;10;427
66133;76;3094;45;3139
66134;76;970;10;980
66136;76;119344;1427;120771
66137;76;549;3;552
66138;76;1527;25;1552
66139;76;40;0;40
66140;76;3812;55;3867
66141;76;9849;96;9945
66142;76;54;2;56
66143;76;93;2;95
66144;76;5229;85;5314
66145;76;2841;44;2885
66146;76;115;7;122
66147;76;105;1;106
66148;76;4016;77;4093
66149;76;6028;339;6367
66150;76;1175;19;1194
66151;76;78;3;81
66152;76;103;0;103
66153;76;48;0;48
66154;76;63;1;64
66155;76;80;0;80
66156;76;93;1;94
66157;76;26;1;27
66158;76;151;2;153
66159;76;63;0;63
66160;76;1255;20;1275
66161;76;1348;30;1378
66162;76;648;2;650
66164;76;8888;142;9030
66165;76;628;6;634
66166;76;391;7;398
66167;76;1146;27;1173
66168;76;3422;52;3474
66169;76;111;1;112
66170;76;161;2;163
66171;76;11040;150;11190
66172;76;11719;160;11879
66173;76;1194;20;1214
66174;76;2874;45;2919
66175;76;2841;26;2867
66176;76;3198;31;3229
66177;76;1541;17;1558
66178;76;2273;45;2318
66179;76;1044;13;1057
66180;76;10071;102;10173
66181;76;122;1;123
66182;76;4821;62;4883
66183;76;66;0;66
66184;76;52;3;55
66185;76;350;12;362
66186;76;2784;43;2827
66187;76;1790;18;1808
66188;76;263;10;273
66189;76;5564;105;5669
66190;76;3514;12;3526
66191;76;19;0;19
66192;76;90;1;91
66193;76;232;5;237
66194;76;219;2;221
66195;76;7752;115;7867
66196;76;3343;50;3393
66197;76;37;0;37
66198;76;498;5;503
66199;76;102;1;103
66201;76;43;1;44
66202;76;195;5;200
66203;76;56;0;56
66204;76;332;11;343
66205;76;859;21;880
66206;76;93;0;93
66207;76;720;10;730
66208;76;2127;99;2226
66209;76;40;2;42
66210;76;7924;135;8059
66211;76;172;7;179
66212;76;3839;68;3907
66213;76;7192;124;7316
66214;76;1085;13;1098
66215;76;160;0;160
66216;76;75;2;77
66217;76;2174;24;2198
66218;76;359;11;370
66219;76;50;1;51
66220;76;38;1;39
66221;76;34;0;34
66222;76;1450;46;1496
66223;76;210;5;215
66224;76;3248;36;3284
66225;76;1780;61;1841
66226;76;1390;24;1414
66227;76;3977;67;4044
66228;76;1372;25;1397
66230;76;2131;26;2157
66231;76;574;4;578
66232;76;26;0;26
66233;76;175;4;179
66234;76;69;0;69
67001;44;2338;32;2370
67002;44;390;3;393
67003;44;441;16;457
67004;44;1530;28;1558
67005;44;850;18;868
67006;44;213;1;214
67008;44;1363;22;1385
67009;44;380;13;393
67010;44;1738;70;1808
67011;44;992;12;1004
67012;44;647;18;665
67013;44;274;3;277
67016;44;763;11;774
67017;44;298;5;303
67018;44;670;9;679
67019;44;1182;18;1200
67020;44;838;7;845
67021;44;7197;193;7390
67022;44;233;5;238
67023;44;978;21;999
67025;44;1934;26;1960
67026;44;163;3;166
67027;44;177;0;177
67028;44;5801;95;5896
67029;44;360;4;364
67030;44;722;7;729
67031;44;1437;44;1481
67032;44;212;7;219
67033;44;602;7;609
67034;44;2460;41;2501
67035;44;444;15;459
67036;44;304;7;311
67037;44;365;5;370
67038;44;298;2;300
67039;44;515;11;526
67040;44;1040;10;1050
67043;44;17353;209;17562
67044;44;259;0;259
67045;44;3329;58;3387
67046;44;12746;137;12883
67047;44;157;3;160
67048;44;460;15;475
67049;44;1301;20;1321
67050;44;34;0;34
67051;44;313;11;324
67052;44;2442;64;2506
67053;44;321;10;331
67054;44;545;6;551
67055;44;1381;19;1400
67056;44;763;12;775
67057;44;171;6;177
67058;44;391;4;395
67059;44;411;6;417
67060;44;631;10;641
67061;44;3757;77;3834
67062;44;328;6;334
67063;44;651;16;667
67065;44;1313;15;1328
67066;44;2629;89;2718
67067;44;10081;104;10185
67068;44;280;2;282
67069;44;511;7;518
67070;44;278;3;281
67071;44;464;11;475
67072;44;663;22;685
67073;44;4199;88;4287
67074;44;667;19;686
67075;44;429;7;436
67076;44;476;9;485
67077;44;583;14;597
67078;44;270;3;273
67079;44;181;3;184
67080;44;1840;20;1860
67081;44;785;12;797
67082;44;1204;11;1215
67083;44;754;12;766
67084;44;2215;41;2256
67085;44;713;11;724
67086;44;447;10;457
67087;44;1439;15;1454
67088;44;351;7;358
67089;44;2610;26;2636
67090;44;675;43;718
67091;44;337;13;350
67092;44;631;27;658
67093;44;348;6;354
67094;44;253;2;255
67095;44;1595;36;1631
67096;44;318;11;329
67097;44;1233;17;1250
67098;44;1492;19;1511
67099;44;281;4;285
67100;44;352;1;353
67101;44;2613;32;2645
67102;44;300;5;305
67103;44;1038;25;1063
67104;44;608;15;623
67105;44;1438;27;1465
67106;44;5268;47;5315
67107;44;656;5;661
67108;44;1638;18;1656
67109;44;656;17;673
67110;44;1081;17;1098
67111;44;424;11;435
67112;44;2865;30;2895
67113;44;422;7;429
67115;44;2287;23;2310
67116;44;528;25;553
67117;44;434;11;445
67118;44;7049;64;7113
67119;44;1344;20;1364
67120;44;527;11;538
67121;44;810;10;820
67122;44;1332;15;1347
67123;44;494;1;495
67124;44;2453;25;2478
67125;44;2247;76;2323
67126;44;299;6;305
67127;44;1410;14;1424
67128;44;1887;18;1905
67129;44;595;6;601
67130;44;10661;123;10784
67131;44;5424;53;5477
67132;44;944;11;955
67133;44;471;6;477
67134;44;191;0;191
67135;44;762;5;767
67136;44;275;5;280
67137;44;5734;66;5800
67138;44;574;9;583
67139;44;474;9;483
67140;44;754;4;758
67141;44;598;4;602
67142;44;290;2;292
67143;44;643;19;662
67144;44;337;3;340
67145;44;258;6;264
67146;44;618;8;626
67147;44;498;4;502
67148;44;168;4;172
67149;44;421;7;428
67150;44;1366;23;1389
67151;44;5041;49;5090
67152;44;7561;79;7640
67153;44;397;3;400
67154;44;3449;55;3504
67155;44;1258;17;1275
67156;44;2586;31;2617
67159;44;209;6;215
67160;44;1057;26;1083
67161;44;380;11;391
67162;44;355;8;363
67163;44;544;13;557
67164;44;838;20;858
67165;44;385;7;392
67166;44;250;4;254
67167;44;1218;16;1234
67168;44;1666;24;1690
67169;44;2874;34;2908
67172;44;2228;40;2268
67173;44;1201;16;1217
67174;44;1167;8;1175
67176;44;3712;62;3774
67177;44;641;10;651
67178;44;277;5;282
67179;44;650;8;658
67180;44;35196;561;35757
67181;44;272;6;278
67182;44;1647;24;1671
67183;44;877;20;897
67184;44;1910;25;1935
67185;44;703;4;707
67186;44;433;7;440
67187;44;540;8;548
67188;44;697;11;708
67189;44;961;22;983
67190;44;195;2;197
67191;44;1840;26;1866
67192;44;937;10;947
67194;44;4731;73;4804
67195;44;619;10;629
67196;44;2649;31;2680
67197;44;1510;21;1531
67198;44;111;3;114
67199;44;82;1;83
67200;44;1001;8;1009
67201;44;307;7;314
67202;44;4048;38;4086
67203;44;384;5;389
67204;44;11304;81;11385
67205;44;4514;51;4565
67206;44;1118;18;1136
67208;44;547;7;554
67209;44;273;2;275
67210;44;505;13;518
67212;44;3703;30;3733
67213;44;632;16;648
67214;44;978;7;985
67215;44;497;3;500
67216;44;2672;38;2710
67217;44;351;4;355
67218;44;26698;691;27389
67220;44;327;2;329
67221;44;347;5;352
67222;44;4048;37;4085
67223;44;1183;7;1190
67225;44;113;2;115
67226;44;2112;24;2136
67227;44;237;4;241
67228;44;795;17;812
67229;44;199;2;201
67230;44;2450;19;2469
67231;44;212;2;214
67232;44;204;6;210
67233;44;1203;20;1223
67234;44;1510;30;1540
67235;44;427;2;429
67236;44;549;10;559
67237;44;2515;35;2550
67238;44;638;7;645
67239;44;1660;32;1692
67240;44;719;3;722
67241;44;147;4;151
67242;44;526;5;531
67244;44;154;3;157
67245;44;207;3;210
67246;44;1267;18;1285
67247;44;973;21;994
67248;44;1715;26;1741
67249;44;239;7;246
67250;44;793;18;811
67252;44;1079;12;1091
67253;44;637;10;647
67254;44;913;16;929
67255;44;478;8;486
67256;44;3405;53;3458
67257;44;706;15;721
67258;44;193;3;196
67259;44;920;11;931
67260;44;321;5;326
67261;44;2331;27;2358
67263;44;1548;42;1590
67264;44;829;12;841
67265;44;550;7;557
67266;44;664;8;672
67267;44;19439;150;19589
67268;44;2664;30;2694
67269;44;297;3;300
67270;44;390;1;391
67271;44;648;7;655
67272;44;395;6;401
67273;44;515;6;521
67274;44;246;2;248
67275;44;806;13;819
67276;44;1879;28;1907
67277;44;760;11;771
67278;44;547;13;560
67279;44;233;5;238
67280;44;798;18;816
67281;44;4159;65;4224
67282;44;4250;65;4315
67283;44;2712;43;2755
67285;44;1461;108;1569
67286;44;1500;19;1519
67287;44;584;6;590
67288;44;324;4;328
67289;44;635;10;645
67290;44;922;17;939
67291;44;3363;40;3403
67292;44;669;12;681
67293;44;652;11;663
67295;44;620;24;644
67296;44;2086;24;2110
67298;44;569;8;577
67299;44;905;25;930
67300;44;9343;132;9475
67301;44;2126;20;2146
67302;44;2032;37;2069
67303;44;684;12;696
67304;44;576;13;589
67305;44;1955;21;1976
67306;44;643;54;697
67307;44;463;5;468
67308;44;802;9;811
67309;44;4749;62;4811
67310;44;1169;34;1203
67311;44;2136;28;2164
67312;44;477;9;486
67313;44;6063;53;6116
67314;44;531;8;539
67315;44;668;14;682
67317;44;671;17;688
67319;44;365;3;368
67320;44;623;10;633
67321;44;331;8;339
67322;44;1102;13;1115
67324;44;4381;68;4449
67325;44;1398;17;1415
67326;44;1663;13;1676
67327;44;961;22;983
67328;44;877;7;884
67329;44;1268;22;1290
67330;44;927;9;936
67331;44;1380;13;1393
67333;44;292;5;297
67334;44;115;1;116
67335;44;925;16;941
67336;44;1740;30;1770
67337;44;456;16;472
67338;44;1349;23;1372
67339;44;4183;47;4230
67340;44;1554;27;1581
67341;44;390;2;392
67342;44;1760;29;1789
67343;44;5363;56;5419
67344;44;318;4;322
67345;44;3497;27;3524
67346;44;547;11;558
67347;44;1685;22;1707
67348;44;11765;456;12221
67349;44;531;9;540
67350;44;2279;24;2303
67351;44;1699;38;1737
67352;44;409;8;417
67353;44;231;2;233
67354;44;515;9;524
67355;44;1167;28;1195
67356;44;2518;23;2541
67358;44;802;13;815
67359;44;1305;23;1328
67360;44;1071;14;1085
67361;44;500;7;507
67362;44;589;5;594
67363;44;816;17;833
67364;44;930;17;947
67365;44;12723;129;12852
67366;44;782;18;800
67367;44;1312;32;1344
67368;44;1537;31;1568
