voie;id_bien;type_de_voie;id_no_voie
BERZELIUS;28157;RUE;26
DU DOCTEUR HEULIN;28158;RUE;37
DE CLICHY;28159;BD;110
DE CLICHY;28160;BD;34
DAMREMONT;28161;RUE;36
MARCADET;28162;RUE;82
MULLER;28163;RUE;15
DES POISSONNIERS;28164;RUE;16
DE BELLEVILLE;28165;RUE;339
REBEVAL;28166;RUE;50
MANIN;28167;RUE;21
DE BELLEVILLE;28168;RUE;38
DES ENVIERGES;28169;RUE;37
DES COURONNES;28170;RUE;130
DE MENILMONTANT;28171;RUE;26
SORBIER;28172;RUE;32
ORFILA;28173;RUE;61
MICHEL DE BOURGES;28174;RUE;6
DES MARAICHERS;28175;RUE;52
BAT DE L ORGE;28176;RUE;9
DICQUEMARE;28177;RUE;90
FRANKLIN;28178;RUE;72
SAINT GERVAIS;28179;RUE;43
JEAN LECANUET;28180;RUE;81
SAINT MAUR;28181;RUE;38
PASTEUR;28182;AV;20
DE L ETANG;28183;RUE;16
JEAN JAURES;28184;BD;3
BEAU;28185;AV;11
DES EUCALYPTUS;28186;SQ;15
CHARLES PEGUY;28187;RUE;3
DES VERNES;28188;PL;1
DES CHARMES;28189;ALL;11
DES FERMES;28190;RUE;26
JEAN DE FLORETTE;28191;ALL;16
DU COLONEL FABIEN;28192;AV;352
SAINT NICOLAS;28193;RUE;32
DU LYS;28194;RUE;100
DAJOT;28195;RUE;30
DES BOSQUETS;28196;ALL;5
GRANDE RUE;28197;GR;58
PAUL GAUGUIN;28198;RUE;4
DE JONVILLE;28199;RUE;10
GUILLAUME APOLLINAIRE;28200;RUE;16
PIERRE ET MARIE CURIE;28201;AV;7
DU DANUBE;28202;CRS;42
DU DANUBE;28203;CRS;42
DU TAGE;28204;CRS;9
DE MONTARGIS;28205;RUE;29
BENJAMIN DELESSERT;28206;RUE;11
PIERRE SIMON GIRARD;28207;RUE;3
MARCEL SEMBAT;28208;BD;9
ARISTIDE BRIAND;28209;AV;42
PAQUET;28210;AV;25
MARCEL SEMBAT;28211;RUE;41
MARTIN;28212;RUE;3
DE LA SENETTE;28213;RUE;13
ESTHER LACROIX;28214;RUE;15
DES ERABLES;28215;RUE;17
CARUEL ST MARTIN;28216;RUE;24
DU MAIL;28217;ALL;6
LES ORMES;28218;RES;11
EMILE COMBES;28219;RUE;33
HENRI BARBUSSE;28220;BD;57
CAMILLE PELLETAN;28221;RUE;35
DAUPHINE;28222;RES;9001
LE KAIN;28223;SQ;9001
GENERAL DE GAULLE;28224;AV;93
DE BRETAGNE;28225;PL;6
MAURICE FRICOTTE;28226;RUE;26
DU CENTRE;28227;AV;21
DE LA VERTE SALLE;28228;RUE;230
AUGUSTE RODIN;28229;RUE;19
DU 14 JUILLET;28230;CRS;53
DE LA BRUYERE;28231;RUE;23
DE VERSAILLES;28232;RTE;13
CARNOT;28233;RUE;11
NICOLAS POUSSIN;28234;ALL;5
DE FOURQUEUX;28235;RUE;37
DE PORT ROYAL;28236;RUE;75
JEAN COCTEAU;28237;SQ;14
D ALYTUS;28238;ALL;3
DE NORMANDIE;28239;ALL;6
D ANGOULEME;28240;RUE;3
DE VERDUN;28241;RUE;22
DE LA GRANDE RUE;28242;RLE;9
LE DOMAINE DES VIGNES;28243;RES;14
DES MOINEAUX;28244;IMP;8
GEORGES SEURAT;28245;AV;161
DU CHATEAU;28246;VC;8
EUGENE AUGIAS;28247;RUE;5001
DU VIEUX CIMETIERE;28248;RUE;11
LEON GAUTIER;28249;RUE;24
L ALICASTRE LES PRES;28250;RES;9100
DOCTEUR ALFRED HENRY;28251;AV;179
DES MOUETTES;28252;CHE;9001
DU LOT LES SAGNARELLES II;28253;RUE;9001
CURET BAS;28254;RUE;199
LAMARTINE;28255;RUE;10
ENGOUVINS LENTISQUES;28256;;9001
PETRAMALE;28257;RUE;1
DE LA TRILLADE;28258;AV;1253
PORTE DE MONTEUX;28259;RUE;80
DES SAPINS;28260;ALL;65
DES CONDAMINES;28261;FG;396
BENONI AURAN;28262;BD;11
HENRI DUNANT;28263;RUE;46
DES EPINETTES;28264;RUE;2
LE CLOS DES PINS;28265;RES;4
DE LA MER;28266;ESP;153
DES PIGNONS;28267;ALL;9
DE LA MAUVENDIERE;28268;RUE;7
D ALSACE;28269;RUE;101
DU MAL LATTRE DE TASSIGNY;28270;RUE;22
DES ECOLES;28271;RUE;1
DE BELLEVUE;28272;AV;67
DE LA GARE;28273;AV;4
DE L'YVETTE;28274;RUE;19
DU DOCTEUR CATHELIN;28275;BD;10
DU LANCIER;28276;RUE;4
DES PERVENCHES;28277;ALL;8
DU MAIL;28278;RUE;38
HAUTE;28279;RUE;21
ALBERT SCHWEITZER;28280;RUE;3
DES CEVENNES;28281;SQ;5
DES ROSIERS;28282;RUE;2
DE BAGNEUX;28283;RUE;1
DE VERDUN;28284;AV;1
LUCIEN SAMPAIX;28285;RUE;55
DU PORT;28286;RUE;6
HUNTZIGER;28287;RUE;9
DE NEUILLY;28288;RUE;68
BAUDIN;28289;RUE;30
DE VERDUN;28290;BD;31
JEAN MOULIN;28291;RUE;8
ALICE;28292;RUE;2
DU RP CLOAREC;28293;RUE;14
HENRI REGNAULT;28294;SQ;3
JEAN PIERRE TIMBAUD;28295;RUE;19
VICTOR CRESSON;28296;AV;36
COLLANGE;28297;RUE;16
CAMILLE PELLETAN;28298;RUE;31
JULES GUESDE;28299;RUE;34
DE L HOTEL DE VILLE;28300;RUE;1
JACQUES DULUD;28301;RUE;89
CHAUVEAU;28302;RUE;73
PAULINE BORGHESE;28303;RUE;45
DU CAPITAINE GEORGES FACQ;28304;RUE;31
DU DOCTEUR THORE;28305;RUE;54
DE LA REPUBLIQUE;28306;RUE;91
DU LYCEE;28307;BD;29
JULES GUESDE;28308;RUE;7
PAUL DOUMER;28309;AV;7
ROBESPIERRE;28310;RUE;54
DES SABLONS;28311;RUE;27
DU QUATRIEME ZOUAVE;28312;RUE;11
DE SAVERNE;28313;ALL;1
DES TULIPIERS;28314;RUE;33
DE LA COMMUNE DE PARIS;28315;BD;3
GABRIEL PERI;28316;RUE;139
GASTON PHILIPPE;28317;RUE;2
DE LA REPUBLIQUE;28318;PL;2
OUTREBON;28319;AV;25
DE LA RESISTANCE;28320;MAIL;8
DE L ADJUDANT FLICK;28321;RUE;2
DU PRESIDENT WILSON;28322;AV;40
DIDEROT;28323;RUE;99
ALBERT THOMAS;28324;RUE;30
DE LA REPUBLIQUE;28325;AV;46
DU MARECHAL FOCH;28326;AV;145
DE LA REPUBLIQUE;28327;AV;158
PIERRE MARCEL;28328;RUE;14
DES PLATANES;28329;ALL;4
DES LAMPES;28330;RUE;7
GASTON MONMOUSSEAU;28331;RUE;18
DE VERDUN;28332;AV;23
DE LA REPUBLIQUE;28333;AV;34
CARNOT;28334;RUE;25
JEAN JAURES;28335;RUE;166
GAMBETTA;28336;AV;47
NUNGESSER ET COLI;28337;PL;6
JEAN JAURES;28338;RUE;48
PLISSON;28339;RUE;7
PIERRE SEMARD;28340;AV;137
DU VAL D OSNE;28341;RUE;51
DES VIGNES;28342;VLA;2
GRANDE RUE;28343;GR;3
DU GASSELET;28344;SQ;4
JEAN JAURES;28345;RUE;73
EMILE ZOLA;28346;RUE;31
PASTEUR;28347;AV;48
GEORGES CLEMENCEAU;28348;AV;14
FAYS;28349;RUE;24
EDOUARD TREMBLAY;28350;RUE;186
STALINGRAD;28351;AV;10
MARINETTE REVILLON;28352;RUE;6
DE L HOTEL DIEU;28353;RUE;27
VOLTAIRE;28354;RUE;4
PAUL BERT;28355;RUE;1
DE L EST;28356;RUE;1
DU PONCEAU;28357;RUE;15
GUY ET GERARD TAILLEUR;28358;RUE;7
DE LA POIRE;28359;ALL;1
DAGUERRE;28360;RUE;4
DE LA GARE;28361;AV;13
D ALSACE LORRAINE;28362;AV;7
D ANJOU;28363;PL;9
BASSE DE LA VALLEE;28364;RUE;14
DES MARAIS;28365;AV;51
DE LA GARE;28366;PL;6
DE L ETANG;28367;SQ;1
DES MARAIS;28368;AV;23
DES MARAIS;28369;AV;3
DE SEINE;28370;QUAI;69
FERDINAND BERTHOUD;28371;RUE;4
ROMY SCHNEIDER;28372;RUE;1
DE GASCOGNE;28373;ALL;2
NOTRE DAME;28374;PL;11
DES MARADAS VERTS;28375;RUE;11
MARTHE;28376;AV;22
MARIN;28377;RUE;22
COSTE ET BELLONTE;28378;RUE;2
MAGNAN (CR12);28379;CHE;12
HABITATION BOIS CARRE;28380;;6505
DES POINSETTIA;28381;RUE;60
LORY LES HAUTS;28382;RUE;16
LES AUCHES;28383;;7112
LES PLAINES;28384;;7037
GRANDE;28385;RUE;5525
DE LA LIBERTE;28386;RUE;5979
PRE LONGIS;28387;;5170
PRE DES LAGIERS;28388;;5165
LE BOIS D AUROUZE;28389;;5141
DE LA RESISTANCE;28390;PL;4
CAZALERES;28391;;129
MAISONS DES SABLES 3;28392;RES;113
COUR DU MOULIN;28393;;9069
SAINT GERMAIN;28394;RUE;17
RES SUPER DEAUVILLE;28395;VC;9006
RES LE DEAUVILLE;28396;VC;5019
DE POULDOURAN;28397;RUE;2
DE CONCHES;28398;RUE;14
LAFAYETTE;28399;RUE;17
DE L ETROIT DEGRE;28400;RUE;6
DU GRAND FAUBOURG;28401;RUE;81
DES MARAIS;28402;RUE;4
LES CABROLS;28403;RES;9045
JEAN V;28404;PL;2
DE TURENNE;28405;RUE;4
DU PONT NEUF;28406;QUAI;4
EMILE DIDIER;28407;RUE;9
PASTEUR;28408;RUE;5
DAGOREAU;28409;IMP;2
DU MARECHAL FOCH;28410;AV;108
JEAN JAURES;28411;RUE;45
DU PRE SEIGNEUR;28412;CHE;910
ROGER SALENGRO;28413;RUE;21
JEAN JAURES;28414;AV;79
DES CHAMPS NAVES;28415;IMP;1
LAGRESILLE;28416;RUE;15
DE LA FAUSSE RIVIERE;28417;QUAI;2
SADI CARNOT;28418;RUE;30
HENRI IV;28419;BD;69
LE PARC;28420;;5082
JEAN JAURES;28421;AV;55
DES CAILLOTS;28422;RUE;19
DES CHASSEURS;28423;RUE;4
QU DE LA REPUBLIQUE;28424;N;14
DE LA FONTAINE;28425;RUE;119
PAUL CLAUDEL;28426;RUE;2
LA JOUE DU LOUP;28427;;5220
LA GRANDE SAGNE;28428;;5095
SAINT FERREOL;28429;;5212
JAMES CLOSE;28430;RUE;18
DES ILES;28431;CHE;26
DE MENTON;28432;RTE;4941
DU RAY;28433;AV;54
COLONNA D ISTRIA;28434;RUE;3
BARRALIS;28435;RUE;2
BERLIOZ;28436;RUE;7
DE FRANCE;28437;RUE;171
HENRI MATISSE;28438;AV;52
CORNICHE FLEURIE;28439;AV;81
DU CAP;28440;PROM;17
DES TOURTERELLES;28441;ALL;171
GASTON BACHELARD;28442;RUE;8
DE LA HUNE;28443;RUE;717
GRAND RUE LOUIS FABRY;28444;GR;1
LIONEL TERRAY;28445;BD;8
D HAUTPOUL;28446;BD;41
CIRCULAIRE;28447;RUE;22
RUE GEORGES DU MESNIL;28448;;
DU CIMETIERE;28449;AV;150
JULES FERRY;28450;RUE;8
FRESNEL;28451;PL;9003
JACQUEMART;28452;RUE;18
SAINT ANDRE;28453;RUE;5
GABRIEL PERI;28454;RUE;2
COSTA PRUNI;28455;;5006
DE LA POUSARENCO;28456;CHE;164
DU DR JEAN BASTIDE;28457;BD;9010
DE L HERMIONE;28458;AV;4
SERGE LOISEAU;28459;ALL;6
DES BENEDICTINS;28460;RUE;14
ALBERT ROUX;28461;IMP;2
DE LA BENAUGE;28462;RUE;24
LAFONTAINE;28463;RUE;43
DE LA MARNE;28464;CRS;210
BEAUMARCHAIS;28465;RUE;11
DE LA REPUBLIQUE;28466;AV;79
GUYNEMER CAZAUX;28467;RUE;58
DES ISLES D AMERIQUE;28468;AV;6
VAUBAN;28469;AV;143
DE GALATA;28470;RUE;56
JOLIOT CURIE;28471;BD;50
FRANKLIN ROOSEVELT;28472;AV;11
DU FEU DE LA JOIE;28473;CITE;9
DE BORDEAUX;28474;AV;5
VICTOR HUGO;28475;RUE;9
WALVEIN;28476;RUE;86
COMMUNAL DE L ENVERS PRAPO;28477;;5256
DE STALINGRAD;28478;RUE;33
DES ALLIES;28479;RUE;71
LT CHABAL;28480;RUE;11
JULES FERRY;28481;RUE;21
DE L OCEAN;28482;AV;2753
VALBENOITE;28483;BD;83
PAUL BERARD;28484;AV;4
ST PIERRE LATOUR;28485;PL;5
DE CRAPONNE;28486;RUE;16
DOCTEUR RENE DUBOIS;28487;BD;47
DE LA MICHAUDIERE;28488;RUE;37
DE LA CALYPSO;28489;IMP;1
CREBILLON;28490;RUE;19
GUILLOU;28491;CHE;21
PASTEUR;28492;BD;13
PAUL BELLAMY;28493;RUE;73
JOSETTE BOCQ;28494;RUE;9001
JOSETTE BOCQ;28495;RUE;9001
PAUL BELLAMY;28496;RUE;196
DES CHANTIERS;28497;RUE;5
DU MAL FOCH;28498;RUE;34
DES ROSERAIES;28499;ALL;11
ERNEST RENAN;28500;RUE;4
DU REMPART DU PIN;28501;RUE;15
BLAIRE;28502;;37
SAINT ETIENNE;28503;RUE;37
ST LAZARE;28504;RUE;8
D ESTIENNE D ORVES;28505;BD;12
PORTE BARON;28506;RUE;92
AUGUSTE CHOUTEAU;28507;RUE;32
JULES GUICHARD;28508;RUE;15
DERODE;28509;RUE;30
FAVART D HERBIGNY;28510;RUE;53
DES ROSIERS;28511;RUE;22
EUGENE JAMIN;28512;RUE;18
DE L'ABBE PIERRE;28513;RUE;8
DE LORRAINE;28514;RUE;30
DE LA COLLINE;28515;RUE;31
NOTRE DAME DE LOURDES;28516;RUE;51
RENE CASSIN;28517;BD;7
DU GENERAL DE GAULLE;28518;RUE;13
DE FLANDRE;28519;RUE;1
DE L EGALITE;28520;RUE;3
DE FOURMIES;28521;BD;90
DE L YSER;28522;RUE;25
D ARMES;28523;PL;8
DE L EUROPE;28524;AV;26
D ARONA;28525;RUE;5
DES AIGLES;28526;RPT;9003
JEAN JAURES;28527;RUE;6
DE BOYRIE;28528;RUE;4
DES DAMES DE ST MAUR;28529;AV;1
DE MONTARDON;28530;AV;73
PHILIBERT GAILLARD;28531;RUE;13
DES COLLONGES;28532;RUE;84
ARISTIDE BRUANT;28533;RUE;8
EMILE ZOLA;28534;CRS;202
GAMBETTA;28535;RUE;5
JEAN JAURES;28536;AV;85
PIERRE BLANC;28537;RUE;9
CHILDEBERT;28538;RUE;3
TURBIL;28539;RUE;35
TROUVEE;28540;RUE;13
COMMANDANT CHARCOT;28541;RUE;122
CRILLON;28542;RUE;11
CLAUDE VIOLET;28543;RUE;23
SAINT PIERRE DE VAISE;28544;RUE;39
LOUIS BLERIOT;28545;RUE;2
SAINT ANTOINE;28546;RUE;164
DU 8 MAI;28547;RUE;13
DE TORCE;28548;RUE;11
LA ROSELIERE;28549;;2
DES VOIRONS;28550;RUE;1
DE NIVORIN D EN BAS;28551;CHE;135
DU LAC;28552;CHE;190
DE LIVRON;28553;RTE;19
DU VERTBOIS;28554;RUE;50
BEAUBOURG;28555;RUE;97
CHAPON;28556;RUE;62
DE L UNION;28557;PAS;11
AMELIE;28558;RUE;18
D AMSTERDAM;28559;RUE;41
DE CONSTANTINOPLE;28560;RUE;32
DE DOUAI;28561;RUE;29
BLEUE;28562;RUE;13
LA FAYETTE;28563;RUE;237
SEDAINE;28564;RUE;28
DE CHARENTON;28565;RUE;102
PASTEUR;28566;BD;84
RENE BAZIN;28567;RUE;8
LECONTE DE LISLE;28568;RUE;25
CORTAMBERT;28569;RUE;16
FOUCAULT;28570;RUE;4
SAINT FERDINAND;28571;RUE;40
DES DAMES;28572;RUE;30
BOURSAULT;28573;RUE;45
LEGENDRE;28574;RUE;155
BELLIARD;28575;RUE;93
MYRHA;28576;RUE;74
DE PALESTINE;28577;RUE;18
REBEVAL;28578;RUE;50
SIMON BOLIVAR;28579;AV;28
LESAGE;28580;RUE;9
DE LA DUEE;28581;RUE;35
GAMBETTA;28582;PAS;23
GAGLIARDINI;28583;VLA;3
EMILE LANDRIN;28584;RUE;7
DU RENARD;28585;RUE;83
DE NEUFCHATEL;28586;RTE;52
DE LA LOGE AUX BERGERS;28587;RUE;1
GAMBETTA;28588;RUE;49
DE L EGLISE;28589;RUE;7
DU SEQUOIA;28590;ALL;84
GALLIENI;28591;PL;5
DANIELLE CASANOVA;28592;RUE;22
DE LONDRES;28593;RUE;319
D AMSTERDAM;28594;RUE;23
DES PERDREAUX;28595;SQ;6
DU POIRIER FOURCHU;28596;RUE;1
DE LA SENETTE;28597;RUE;15
DE LA CLOSERIE;28598;RUE;12
DES ECUYERS;28599;ALL;2
DE VILLEDIEU;28600;AV;2
CESAR FRANCK;28601;RUE;3
MASSON;28602;RUE;24
BELLAVOINE;28603;RUE;1
DU PONT ANCIEN;28604;RUE;14
DE PARIS;28605;RUE;43
RAYMOND PATENOTRE;28606;RUE;54
DES MARAIS;28607;RUE;2
DE TOBROUK;28608;AV;84
DU MARECHAL KOENIG;28609;RUE;15
DE MONTREUIL;28610;RUE;56
DE L ASSEMBLEE NATIONALE;28611;RUE;1
HENRI DE REGNIER;28612;RUE;23
SAINT VIGOR;28613;CLOS;9002
TARTIFUME;28614;RUE;53
DES FONTS BENITS;28615;RUE;12
GEORGES CLEMENCEAU;28616;RUE;28
DU CHANTIER;28617;RUE;1023
DE LA PAIX;28618;AV;1107
DE LA MARINE;28619;BD;336
DE LA BAIE DES ISLES;28620;AV;775
DE LA TRINITE;28621;RUE;8
BAUDIN;28622;RUE;5
DEPARTEMENTALE 7 DU MUY;28623;RTE;2456
DES PRATS;28624;AV;487
IMP GRIFFA;28625;;71
TAYLOR;28626;RUE;10
DAVID;28627;RUE;677
SAINT PIERRE;28628;RUE;3
DE LA FIOLE;28629;RUE;72
DU CAGNARD;28630;FG;9001
DU PALAIS;28631;RUE;9001
DE LA PRAIRIE;28632;RUE;29
DE VOISINES;28633;RTE;17
LES MARELLES;28634;RES;9001
DES VALLEES;28635;RUE;14
DES ETANGS;28636;RUE;19
MAZARIN;28637;AV;36
DE LA REPUBLIQUE;28638;RUE;99
DE LA ROCHE BENOTTE;28639;RUE;4
DE L HOTEL DE VILLE;28640;RUE;7
DES CAPETTES;28641;RUE;2
DE CORBEIL;28642;RTE;224
GALILEE;28643;RUE;1
VOLTAIRE;28644;RUE;3
JEAN JAURES;28645;BD;2
DE PARIS;28646;RUE;15
DE COLOMBES;28647;RUE;1
JULES FERRY;28648;RUE;8
JEAN BAPTISTE CHARCOT;28649;RUE;115
VOLTAIRE;28650;BD;22
DU PUITS;28651;ALL;16
GALLIENI;28652;BD;78
SYLVINE CANDAS;28653;RUE;7
DELABORDERE;28654;RUE;8
DELABORDERE;28655;RUE;8
CHARTRAN;28656;RUE;20
SAINTE FOY;28657;AV;23
EDOUARD HERRIOT;28658;AV;119
GERHARD;28659;RUE;2
LOUIS POUEY;28660;RUE;23
DE L OASIS;28661;RUE;5
ROUGET DE LISLE;28662;RUE;21
DE L ABEILLE;28663;RUE;7
CHARLES FLOQUET;28664;BD;72
GIOT;28665;VLA;11
JEAN MOULIN;28666;RUE;20
EDOUARD VAILLANT;28667;RUE;42
GEORGES CLEMENCEAU;28668;AV;50
DU GAL LECLERC;28669;AV;22
DE PARIS;28670;RUE;193
FREDERIC JOLIOT CURIE;28671;RUE;26
DU GENERAL LECLERC;28672;RUE;60
DU GENERAL LECLERC;28673;RUE;11
DU MALI;28674;ALL;5
NOUVELLE;28675;RUE;8
MARECHAL LYAUTEY;28676;AV;1
GAMBETTA;28677;BD;48
DU GENERAL DE GAULLE;28678;AV;229
GONZALVE;28679;AV;38
DE L EDEN;28680;AV;4
SEBASTOPOL;28681;RUE;5
EDME VERNIQUET;28682;RUE;8
MAHIEU;28683;AV;118
BAIGNADE;28684;RUE;7
DE L AISSELETTE;28685;RUE;26
DU HAZAY;28686;AV;42
DES TROIS EPIS;28687;AV;10
ABEL FAUVEAU;28688;RUE;7
SAINT JOHN PERSE;28689;ALL;3
DE BRETAGNE;28690;RUE;19
MARCELIN BERTHELOT;28691;RUE;3
DES JACINTHES;28692;RUE;6
EUDOXIE NONGE;28693;AV;72
EDOUARD BRANLY;28694;BD;2
HUBERT COLOMBIER;28695;RUE;4
DES EYGUIERES;28696;RUE;9007
DOCTEUR DAUTHEVILLE;28697;AV;7
ANFOSSI;28698;RUE;5
JEAN BEHRA;28699;BD;97
DE GAIRAUT;28700;AV;23
DE LA REPUBLIQUE;28701;AV;21
FODERE;28702;RUE;3
RAIMBALDI;28703;BD;19
DE PESSICART;28704;AV;186
DE FABRON;28705;AV;188
DROITE;28706;RUE;5
DE LA LIBERTE;28707;AV;135
DE GAROUMIOU;28708;CHE;281
DES GOELANDS;28709;AV;2
TERRASSES MEDITERRANEE 1;28710;RES;268
VINCENT VAN GOGH;28711;AV;44
DE CHATEAU GOMBERT;28712;CHE;153
MONT CANISY;28713;;5522
CIRCULAIRE;28714;RUE;22
RES LE FRANCE;28715;VC;9005
DU COMMANDANT CHARCOT;28716;BD;4
DES AJONCS D OR;28717;RUE;2
DU BOCAGE;28718;RUE;4
DU PRE D'AHAUT;28719;RUE;9
PLACE DES RENCONTRES;28720;PL;5
DES URSULINES;28721;ALL;9
DES VIOLETTES;28722;RUE;23
DU VERCORS;28723;AV;15
DE LA NATION;28724;RUE;8
ALEXIS DE TOCQUEVILLE;28725;RUE;11
ALEXIS DE TOCQUEVILLE;28726;RUE;11
DE LA PAIX;28727;AV;8
DES DEUX FRERES GUEZENEC;28728;RUE;2
DU DOCTEUR POULIQUEN;28729;RUE;2
HTS JARDINS PORTICCIO;28730;RES;5810
DE TERRA BELLA;28731;VGE;5400
JOSIAS PAUT;28732;RUE;15
DE VACARESSE;28733;CHE;18
DU FAUBOURG BONNEFOY;28734;RUE;160
DU VERT GALANT;28735;RUE;5906
DES TERRES NEUVES;28736;ALL;8
MONADEY;28737;RUE;8
SAINTE CATHERINE;28738;RUE;145
DE L ECOLE NORMALE CAUD;28739;RUE;208
DE VERDUN;28740;CRS;60
DE GUIRAUTON;28741;RUE;18
DE GUIRAUTON;28742;RUE;18
DES TULIPES;28743;ALL;11
LES CABROLS;28744;RES;9045
GRANDE RUE;28745;GR;29
DE CHATEAUBRIANT;28746;BD;36
ARISTIDE BRIAND;28747;AV;24
NERICAULT DESTOUCHES;28748;RUE;70
DE LA MAIRIE;28749;PL;190
VOLTAIRE;28750;RUE;5
ERNEST RENAN;28751;RUE;1
MARCELIN BERTHELOT;28752;AV;21
PERCE NEIGE;28753;IMP;88
REGARD;28754;RUE;160
SIMONE WEIL;28755;RUE;77
PAUL DUTHIL;28756;RUE;11
GABRIELE  D ANNUNZIO;28757;AV;185
DE LA CROIX BLANCHE;28758;RUE;33
RENEE DARRIET;28759;RUE;257
DENIS PAPIN;28760;RUE;63
BARON DU MARAIS;28761;BD;10
VISITATION;28762;RUE;26
DOCTEUR RENE DUBOIS;28763;BD;44
GAMBETTA;28764;RUE;6
CHANOINE LAROSE;28765;RUE;25
COMMANDANT CHARCOT;28766;RUE;23
PIERRE BROSSOLETTE;28767;RUE;12
DES CLOCHES ST PAUL;28768;RUE;3
DE LA COMMUNE;28769;PL;13
DE ST MESMIN;28770;RTE;56
HOLGATE;28771;RUE;11
DU GENERAL EDMOND BUAT;28772;RUE;9
DE FAGNIERES;28773;RUE;43
DE L ILE BELON;28774;QUAI;2
DU BASTION;28775;RUE;4
D ALSACE;28776;RUE;9
GABRIEL PERI;28777;RUE;123
LE MAEVA;28778;RES;7484
F FERRER BAT CHENE;28779;RUE;1
DU PEUPLE BELGE;28780;AV;32
DU PLAT;28781;RUE;19
DU DOCTEUR CALMETTE;28782;RUE;4
SAINT GERMAIN;28783;RUE;45
GAMBETTA;28784;RUE;2
POISSONNIERE;28785;RUE;3
D AMIENS;28786;RUE;31
FEDERICO GARCIA LORCA;28787;AV;32
DE LA MEDITERRANEE;28788;AV;11
DU CHATEAU;28789;AV;5
JEAN MOULIN;28790;RUE;11
DE PLAIN VALLON;28791;CHE;9
DES FONDS;28792;CHE;27
D OSCHATZ;28793;AV;12
JEAN BAPTISTE MARTINI;28794;RUE;787
DU QUATRE AOUT;28795;RUE;111
DE LYON;28796;RTE;39
JEAN-LOUIS BARRAULT;28797;RUE;17
DES CEDRES;28798;ALL;7
TABLES CLAUDIENNES;28799;RUE;34
VILLEROY;28800;RUE;45
PFR RENE GUILLET;28801;RUE;17
HENRI GORJUS;28802;RUE;69
DE LA CORNICHE;28803;RUE;6
DES BROTTEAUX;28804;BD;34
BOSSUET;28805;RUE;74
JEAN VINGT TROIS;28806;BD;66
PIERRE SCIZE;28807;QUAI;40
JEANNE D ARC;28808;RES;31
DES NOISETIERS;28809;RUE;2
PERRIERE;28810;COTE;23
DU CEDRE BLEU;28811;CLOS;5
DE LA GARE;28812;AV;32
FLAINE;28813;;9002
DU CENTRE;28814;RUE;785
DE LA CAPIEU;28815;RTE;138
DE TURENNE;28816;RUE;76
PIERRE LEROUX;28817;RUE;29
DE LONDRES;28818;RUE;58
JEAN BAPTISTE PIGALLE;28819;RUE;44
DU FBG ST MARTIN;28820;RUE;75
BICHAT;28821;RUE;57
DE SAMBRE ET MEUSE;28822;RUE;33
AUGUSTE BARBIER;28823;RUE;4
DE LA ROQUETTE;28824;RUE;53
PHILIPPE AUGUSTE;28825;AV;84
DU GAL MICHEL BIZOT;28826;AV;97
MONTGALLET;28827;RUE;40
DE REUILLY;28828;RUE;31
DE CRONSTADT;28829;RUE;25
DE VAUGIRARD;28830;RUE;192
FELIX FAURE;28831;AV;13
NARCISSE DIAZ;28832;RUE;3
MICHEL ANGE;28833;RUE;88
DE CIVRY;28834;RUE;10
MIGNOT;28835;SQ;5
LEON COGNIET;28836;RUE;11
BARON;28837;RUE;4
DES SAULES;28838;RUE;21
DU POTEAU;28839;RUE;62
ST FRANCOIS;28840;IMP;1
CHAMPIONNET;28841;RUE;74
ORNANO;28842;BD;41
HERMEL;28843;RUE;51
RAMEY;28844;RUE;58
JULES JOUY;28845;RUE;2
MARX DORMOY;28846;RUE;50
DE CRIMEE;28847;RUE;232
EUGENE JUMIN;28848;RUE;21
MANIN;28849;RUE;85
MANIN;28850;RUE;43
SORBIER;28851;RUE;36
LABEDOYERE;28852;RUE;21
LE CAM;28853;IMP;4
DE CAMPULLEY;28854;RUE;24
HECTOR BERLIOZ;28855;RUE;7
CHARLOTTE PERRIAND;28856;RUE;3
DE LA RESISTANCE;28857;AV;65
D ARIANE;28858;RUE;6
DE L EGLISE;28859;PL;1
SOMMEVILLE;28860;RUE;14
EUGENE DORLET;28861;RUE;21
YVETTE TROISPOUX;28862;RUE;19
DE LA GRANDE ILE;28863;RUE;30
GEORGES POMPIDOU;28864;AV;35
DE LA ROCHETTE;28865;RUE;19
DE L'EGALITE;28866;RUE;7
DE LA MARNE;28867;RUE;29
DES MAROTTES;28868;CHE;23
LAGUILLERMIE;28869;RUE;19
RES ELYSEE 2;28870;;102
DES HALLES;28871;PL;12
TRISTAN BERNARD;28872;RUE;3
DES PINSONS;28873;RUE;3
DESIRE CLEMENT;28874;RUE;53
LES NOUVEAUX HORIZONS;28875;VC;24
LES NOUVEAUX HORIZONS;28876;VC;25
DE SAINT NOM;28877;RTE;12
DU QUATORZE JUILLET;28878;RUE;1
MASSON;28879;RUE;24
DES COTES;28880;RUE;28
DE LA BRASSERIE ST ROCH;28881;RUE;3
DE MORAINVILLIERS;28882;RUE;1
DE VILLIERS;28883;RUE;96
DES CARDINAUX DE ROHAN;28884;RUE;1
D OURCHES;28885;RUE;11
CHESNEAU;28886;RUE;21
EDISON;28887;RUE;4
GEORGE SAND;28888;SQ;6
DE LA PAROISSE;28889;RUE;46
BASSE;28890;RUE;30
