voie;id_bien;type_de_voie;id_no_voie
VICTOR HUGO;2016;AV;94
VICTOR HUGO;2017;ALL;3
PASTEUR;2018;AV;51
DU CONSUL GEN NORDLING;2019;AV;29
AUGUSTE DURU;2020;AV;11
DE L UNION;2021;RUE;21
DE PARIS;2022;AV;15
EMILE ZOLA;2023;RUE;68
PAUL HOCHART;2024;RUE;39
BALZAC;2025;AV;15
DU MARECHAL LECLERC;2026;RUE;67
DE BOISSY;2027;RUE;15
DE PARIS;2028;AV;87
DAUPHIN;2029;RUE;9
DU HAUT D AULNY;2030;RUE;8
HENRI DUNANT;2031;RUE;6
ARISTIDE MAILLOL;2032;AV;13
AUGUSTE RENOIR;2033;ALL;35
DU PROFESSEUR DUBOS;2034;ALL;41
GAMBETTA;2035;BD;40
RESIDENCE;2036;AV;13
DES BAUVES;2037;RUE;32
LES TERRASSES DE LA MARINA;2038;RES;5973
TURENNE;2039;RUE;3
CONDORCET;2040;RUE;1
DE LA SELLERIE;2041;RUE;2
DE LA FRATERNITE;2042;RUE;22
GRANDE;2043;RUE;6
DE BEAUVERT;2044;CHE;175
EDMOND D ESCLEVIN;2045;AV;19
SAINT HONORAT;2046;RUE;19
DE LA MERLETTE;2047;CHE;12
DES BREGUIERES;2048;RTE;14
GEN DE GAULLE;2049;AV;18
PARTOUNEAUX;2050;RUE;1
CASSINI;2051;RUE;14
DE LA BUFFA;2052;RUE;34
SAINTE MARGUERITE;2053;AV;266
ROUBION;2054;IMP;26
DES MOULINS;2055;AV;11
SAINT PIERRE;2056;RUE;14
DE LA LIBERTE;2057;AV;108
CLEMENT BEL;2058;RUE;29
DES POTIERS;2059;RUE;110
DES COURTILS VAUGRENIER;2060;ALL;2
VICTOR TASSINI;2061;AV;14
DE L ILE;2062;RUE;7
THIERS;2063;RUE;43
LAMARTINE;2064;RUE;31
DU 4 SEPTEMBRE;2065;PAS;7
DE PREIZE;2066;RUE;56
DU LOCH;2067;RUE;118
MARCELLIN ALBERT;2068;RUE;26
DES GORGUES;2069;RUE;8
ANDRE MALRAUX;2070;BD;9412
FRANCOIS MASSABO;2071;RUE;2
DE MONTOLIVET;2072;AV;64
GOYA;2073;ALL;21
BORDE;2074;RUE;39
DU PRADO;2075;AV;327
DE MAZARGUES;2076;AV;88
ANDRE AUDOLI;2077;RUE;36
DE LA TIMONE;2078;AV;43
DE ST LOUIS;2079;AV;48
RES LA CORNICHE DU MONT;2080;VC;5753
DU SIX JUIN;2081;AV;2
DU RECTEUR PIERRE MOISY;2082;AV;20
MOLIERE;2083;RUE;4
DE ROHAN;2084;RUE;15
DE FONTAINE ECU;2085;RUE;61
MONTRIEUX;2086;RUE;15
DU 11 NOVEMBRE;2087;RUE;1
DU QUATRE SEPTEMBRE;2088;RUE;1
DE LA CORROIERIE;2089;RUE;33
MASSILLON;2090;RUE;32
DE LA PLEIADE;2091;ALL;5
EMPIRE FINOSELLO;2092;RES;9001
COLLINES DU SALARIO;2093;RES;9001
BONNE BRISE;2094;CHE;145
DE LA THURROYE;2095;IMP;7
CRAMPEL;2096;AV;100
DE LA GARONNETTE;2097;AV;15
DE LIMAYRAC;2098;CHE;3
PIERRE PAUILHAC;2099;RUE;12
PAUL ELUARD;2100;RES;9001
PILET;2101;RUE;5
DE BEL ORME;2102;RUE;75
DE LA MORANDIERE;2103;RUE;33
DE GUIRAUTON;2104;RUE;18
PIERRE MENDES FRANCE;2105;MAIL;2
DES FONTAINES;2106;RUE;9
DE LA PTE DE GRAVE;2107;AV;21
DE LA LIBERATION;2108;CRS;334
LES BAINS;2109;RES;9001
DE BEZIERS;2110;AV;18
ALPHONSE LEGAULT;2111;AV;74
DE RENNES;2112;RUE;11
DE LA MEZIERE;2113;RUE;8
LA ROCHE;2114;;9001
DE LA GREVE;2115;RUE;1
D HOEDIC;2116;RUE;22
GUSTAVE EIFFEL;2117;AV;2
JEAN JAURES;2118;CRS;105
DE L OBIOU;2119;AV;19
VILLARD LE HAUT;2120;;5821
DU BORN;2121;AV;524
BREMONTIER;2122;RUE;356
DE LA CONCORDE;2123;AV;18
DE BEYRES;2124;RTE;537
ARISTIDE BRIAND;2125;PL;16
BASSE;2126;RUE;4
GAMBETTA;2127;RUE;2
DU CENTRE;2128;PL;5220
DE LA CHAPELLE;2129;RUE;6
HONORE DE BALZAC;2130;PL;6554
DU DOCTEUR RICHELOT;2131;RUE;9
PROFESSEUR THIROLOIX;2132;AV;8
DE LA PLAGE;2133;RUE;14
RASPAIL;2134;RUE;4
DU PONT DE BARROY;2135;RTE;5010
BICHAT;2136;RUE;10
LOUIS MORON;2137;RUE;14
JEAN YOLE;2138;RUE;6
BELLE ETOILE;2139;RUE;2
DU DAUPHINE;2140;RUE;6
HANNEQUIN;2141;RUE;2
JEAN JAURES;2142;AV;8
EMILE BINDA;2143;RUE;2
HAMEAUX DU CROUESTY;2144;;6991
DE LA GARENNE;2145;CHE;8369
DU VOULLIEN;2146;RUE;353
VERTE;2147;RUE;315
BECQUART;2148;AV;124
BECQUART;2149;AV;124
LA HOUBLONNIERE;2150;RES;9001
ALEXANDRE DESROUSSEAUX LOM;2151;RUE;50
ROYALE;2152;RUE;133
NICOLAS LEBLANC;2153;RUE;24
ACHILLE PINTEAUX;2154;RUE;96
LOUIS BOILET;2155;RUE;84
DU CHATEAU;2156;RUE;96
DE ST LEONARD;2157;CHE;11
DE BIZALEIX;2158;RUE;316
LE PETIT BOIS;2159;RES;9001
GENERAL DE GAULLE;2160;AV;137
DE LA MAIRIE;2161;RUE;5
DU CHANCELIER;2162;CHE;23
DE LYON;2163;RTE;212
ROUTE D'IRIGNY;2164;;11
DES BASSES BAROLLES;2165;ALL;20
AMEDEE RONIN;2166;AV;35
BURDEAU;2167;RUE;39
MALESHERBES;2168;RUE;17
DU BEAL;2169;RUE;5
DES MAILLETS;2170;RUE;158
IMM LE SIKKIM;2171;;5587
DE THUET;2172;RTE;657
DE LA LIBERATION;2173;RUE;5
DES EDELWEISS;2174;IMP;55
THOREL;2175;RUE;5
DE SAINTONGE;2176;RUE;45
DES ARCHIVES;2177;RUE;39
DE LA MONTGN STE GENEVIEVE;2178;RUE;34
DAUPHINE;2179;RUE;45
BREA;2180;RUE;11
VISCONTI;2181;RUE;23
DE BUCI;2182;RUE;24
DES SAINTS PERES;2183;RUE;76
DU GENERAL FOY;2184;RUE;27
RENE BOULANGER;2185;RUE;82
DE MAGENTA;2186;BD;60
DE LA PIERRE LEVEE;2187;RUE;13
OBERKAMPF;2188;RUE;102
BEAUMARCHAIS;2189;BD;46
DAUMESNIL;2190;AV;252
DE BERCY;2191;RUE;235
VINCENT AURIOL;2192;BD;18
D ALLERAY;2193;RUE;71
DE PRESLES;2194;IMP;12
OCTAVE FEUILLET;2195;RUE;3
DE MONTESPAN;2196;AV;4
DUFRENOY;2197;RUE;5
VICTOR HUGO;2198;AV;60
DES TERNES;2199;AV;91
BERTHIER;2200;BD;162
DES MOINES;2201;RUE;45
BESSIERES;2202;BD;49
GANNERON;2203;RUE;10
CAVALLOTTI;2204;RUE;3
DU RUISSEAU;2205;RUE;40
DE L EVANGILE;2206;RUE;11
DE ROMAINVILLE;2207;RUE;23
DES PYRENEES;2208;RUE;348
DU CLOS;2209;RUE;27
HUGUES LE ROUX;2210;RUE;15
D ESTIMAUVILLE;2211;RUE;7
FRANCOIS 1ER;2212;BD;178
DU VIADUC;2213;RUE;40
DE L ILETTE;2214;RUE;6
DU CHATEAU D EAU;2215;RUE;18
GROUARD;2216;AV;19
RENE CASSIN;2217;AV;67
DES COLIBRIS;2218;ALL;50
DES COLIBRIS;2219;ALL;50
DU PEINTRE SISLEY MORET;2220;RUE;71
GUSTAVE PEREIRE;2221;AV;19
PLUME VERT;2222;RUE;37
DE CHANGIS;2223;RUE;20
CLAUDE MONET;2224;PL;18
DU PERRIER;2225;RUE;2
DES PEUPLIERS;2226;CLOS;8
JEAN DE LA FONTAINE;2227;RUE;3
DE LA POSTE;2228;RUE;3
ALBERT CAMUS;2229;RUE;8
DE LA MAIRIE;2230;PL;2
AUGUSTE RENOIR;2231;AV;12
LES QUATRE VENTS;2232;RES;6
JOSEPH KESSEL;2233;AV;47
DU PRINTEMPS;2234;RUE;1
DE VERDUN;2235;RUE;2
JURGEN HEYER;2236;ALL;4
DE PARIS;2237;AV;41
FRANCOIS COUPERIN;2238;RUE;4
DELPECH;2239;RUE;103
DE L ENCLOS;2240;RUE;8
DU BOURG;2241;RUE;13
DEPARTEMENTALE 559;2242;RTE;1541
DU LOT LA MIOLANE;2243;RUE;74
DE STRASBOURG;2244;BD;23
FRANCOISE SAGAN;2245;RUE;76
DU PORT FIDELE;2246;QUAI;27
DE LA PLAGE;2247;AV;760
DE L EUROPE;2248;RES;9001
DES JARDINIERS;2249;RUE;6
DU PETIT CHATEAU;2250;AV;60
GEORGE SAND;2251;RUE;2
LES BOIS DU CERF;2252;RES;3
JULES VALLES;2253;RUE;2
PASTEUR;2254;RUE;22
DE SUEDE;2255;ALL;13
DE L ABREUVOIR;2256;RUE;3
RABELAIS;2257;ALL;11
JACQUES DUCLOS;2258;RUE;35
DE MELUN;2259;RTE;107
DU 8 MAI 1945;2260;AV;21
DES BRUYERES;2261;RUE;4
JEAN DUSSOURD;2262;RUE;16
DE LA REDOUTE;2263;AV;37
VOLTAIRE;2264;BD;60
DES LONGS PRES;2265;RUE;31
DE L EST;2266;RUE;29
GAMBETTA;2267;RUE;23
CHANCE MILLY;2268;RUE;16
ANTONIN;2269;RUE;8
VOLTAIRE;2270;RUE;56
DE LA FORET;2271;ALL;42
SADI CARNOT;2272;RUE;10
PIERRE BROSSOLETTE;2273;AV;79
SADI CARNOT;2274;RUE;67
DU MONT VALERIEN;2275;AV;44
EDMOND ROSTAND;2276;BD;40
JEAN MASCRE;2277;RUE;15
D HONNEUR;2278;ALL;11
ANNE AMIEUX;2279;RUE;5
DE LA MONESSE;2280;RUE;32
DE LA FOUILLEUSE;2281;RUE;94
EMILE DUCLAUX;2282;RUE;27
ARTHUR CHEVALIER;2283;RUE;5
DE GASCOGNE;2284;ALL;8
DE LA REPUBLIQUE;2285;AV;103
JULES FERRY;2286;AV;13
VVE LINDET GIRARD;2287;ALL;21
BEAUSEJOUR;2288;AV;22
DE MONTFERMEIL;2289;ALL;214
GEORGES POMPIDOU;2290;RUE;10
DES ORMES;2291;RUE;13
DES PLUMERAIES;2292;ALL;8
DU CLOS SAINT VINCENT;2293;MAIL;4
DE ROSNY;2294;AV;80
THIERS;2295;AV;39
DES BOSQUETS;2296;ALL;23
CARNOT;2297;RUE;6
DU GAL JOINVILLE;2298;RUE;3
PASTEUR;2299;AV;4
ROGER MORDREL;2300;RUE;5
PRESIDENT KENNEDY;2301;RUE;3
GUERIN;2302;RUE;1
DE LA REPUBLIQUE;2303;AV;42
DU NOUVEAU MONDE;2304;AV;12
LENINE;2305;RUE;51
QUATORZE JUILLET;2306;RUE;18
DES CIGOGNES;2307;ALL;5
DE L ORAGE;2308;RUE;3
DU GEN DE GAULLE;2309;AV;94
DE CRETEIL;2310;BD;1
JEAN JAURES;2311;RUE;73
LE FOLL;2312;AV;57
DES LINANDES VERTES;2313;RUE;4
JULES CESAR;2314;CHS;63
CHARLES GOUNOD;2315;RUE;16
JEAN BAPTISTE LEGENDRE;2316;RUE;5
ANSE CARITAN;2317;;5973
DE LA MAIRIE;2318;RUE;4
JEAN DE GINGINS;2319;RUE;1403
EDOUARD HERRIOT;2320;RUE;768
DE POUGNY;2321;RTE;276
DES CARPIERES;2322;RUE;329
LUCIEN QUITTELIER;2323;RUE;12
CHARLES PEGUY;2324;RUE;14
LE VILLAGE;2325;;7042
DE L ARCHEVECHE;2326;PROM;2
BARBA;2327;;5141
LES SEMBOULES;2328;;9001
DES CHENES;2329;AV;9
YVES KLEIN;2330;RUE;56
FRONT DE NEIGE;2331;;5695
DE FRANCE;2332;PTE;51
DES ARCADES;2333;PL;4
STALINGRAD;2334;BD;43
CROS DE CAPEU;2335;RUE;27
DE LA PINEDE;2336;AV;2
DES PLANTIERS;2337;AV;44
DU SOLEIL GR HORTENSIAS;2338;HAM;9001
DE LA COLLE;2339;RTE;377
DE LA MUETTE;2340;CHE;58
LES MELEZES;2341;;8
ANTOINE FUET;2342;RUE;117
CASSIS LE VALLAT;2343;RES;9101
JEAN OLIVIER;2344;IMP;34
GINIEZ;2345;BD;22
DES DOMINICAINES;2346;RUE;14
GAVAUDAN;2347;RUE;20
MAL FOCH;2348;AV;33
HORACE BERTIN;2349;RUE;46
SAINT PIERRE;2350;RUE;119
DE FRIEDLAND;2351;RUE;19
DU LAVOIR;2352;RUE;2
DE LA MALVINA;2353;TSSE;27
GAY LUSSAC;2354;BD;23
RSE NORD;2355;;17
HENRI DOBERT;2356;RUE;21
ARISTIDE BRIAND;2357;AV;38
RES DE LA CROIX BLANCHE;2358;;19
LES JONQUILLES;2359;;279
DU FOUR;2360;RUE;10
GEORGES CLEMENCEAU;2361;RUE;25
CHANTAULT;2362;RUE;2
OLIVIER DE SERRES;2363;PL;2
DES PROFESSEURS CURIE;2364;RUE;48
COTRONE;2365;;5109
D AIGUES VIVES;2366;RTE;6408
DE LA SALICORNE;2367;PL;62
PETITE CAROLINE;2368;AV;79
DE BOULOGNE;2369;RUE;6840
DE VERDUN;2370;RUE;18
DE LA CONDAMINE;2371;AV;616
EDMOND ROSTAND;2372;RUE;2
DU CHANT DU MERLE;2373;RUE;47
BOULBONNE;2374;RUE;36
SIMONE DE BEAUVOIR;2375;IMP;17
DE LA SOMME;2376;CRS;212
JEAN ARTUS;2377;RUE;2
EUGENE DELACROIX;2378;RUE;5
CARNOT;2379;RUE;2
DES ARTS;2380;RUE;4
DU 11 NOVEMBRE;2381;IMP;18
GEORGES LECHARTIER;2382;RUE;4
POULLAIN DUPARC;2383;RUE;11
VILLE PEPIN;2384;RUE;10
BOUVET;2385;PL;11
CHARLES MICHELS;2386;SQ;1
BEAUVERT;2387;AV;6
BERRIAT;2388;CRS;95
CLOS DES FONDS;2389;;5463
LA VIE NEUVE;2390;;5006
DE NAVARROSSE;2391;CHE;247
DE LATRILLETTE;2392;CHE;190
ALEXANDRE VIRO;2393;PL;3
DE SAINT GALMIER;2394;RUE;35
DE LA GARE;2395;RUE;1
DU SEXTANT;2396;AV;7
DE L ENFER;2397;RUE;320
DES DEPORTES;2398;RUE;2
FERDINAND BUISSON;2399;RUE;12
OLYMPE DE GOUGES;2400;RUE;8
DU GENERAL FERY;2401;RUE;22
DU CLOS DE LA BRUNNE;2402;RUE;1
LANDOUZY;2403;RUE;10
FRANCOIS MITTERRAND;2404;RUE;7
MARECHAL NEY;2405;RUE;35
CHANZY;2406;RUE;13
DE STRASBOURG;2407;AV;93
ALBERT 1ER;2408;BD;32
VICTOR HUGO;2409;BD;27
ANDRE MALRAUX;2410;RUE;4
ALBERT 1ER;2411;BD;64
COURMONT;2412;RUE;3
GUY DE MAUPASSANT;2413;RUE;11
DE L ABBE FERRY;2414;RUE;24
DE LA REPUBLIQUE;2415;RUE;18
DES LOMBARDS;2416;RUE;24
DES QUINZES;2417;CHE;16
LE CATALUNYA;2418;RES;9001
DE SAINT JULIEN;2419;RTE;50
DES ARONDIERES;2420;AV;34
DE LA PILLOTTE;2421;CHE;7
DU HUIT MAI 1945;2422;AV;42
MARIE COUTURIER;2423;RUE;3
MICHELET;2424;RUE;4
DE CHASSAGNE;2425;RUE;51
MARIE HENRIETTE;2426;RUE;14
DU BOEUF;2427;RUE;10
DU GENERAL DE GAULLE;2428;RUE;20
CARNOT;2429;RUE;12
DE LA REPUBLIQUE;2430;RUE;38
VAUGELAS;2431;RUE;35
MARIE PARADIS;2432;PROM;187
DE LA SARDAGNE;2433;AV;16
DES MERISES;2434;IMP;71
DE CHATEAUBLANC;2435;RTE;895
DES FRAMBOISIERS;2436;RUE;56
SAINT HONORE;2437;RUE;97
SAINT SAUVEUR;2438;RUE;13
DU TEMPLE;2439;BD;13
ELZEVIR;2440;RUE;11
VIEILLE DU TEMPLE;2441;RUE;83
DES GRAVILLIERS;2442;RUE;23
SAINT PAUL;2443;RUE;38
DE RENNES;2444;RUE;56
DE MOSCOU;2445;RUE;21
RODIER;2446;RUE;40
ST VINCENT DE PAUL;2447;RUE;7
LUCIEN SAMPAIX;2448;RUE;42
DE BELFORT;2449;RUE;14
PONIATOWSKI;2450;BD;65
ELISA LEMONNIER;2451;RUE;5
DAUMESNIL;2452;AV;191
AUGUSTE BLANQUI;2453;BD;66
DE LA TOMBE ISSOIRE;2454;RUE;62
DU GENERAL LECLERC;2455;AV;44
DE L ABBE GROULT;2456;RUE;90
FONDARY;2457;RUE;57
DE LA CONVENTION;2458;RUE;26
D AUTEUIL;2459;RUE;61
JEAN DE LA FONTAINE;2460;RUE;65
PERRICHONT;2461;AV;26
THEOPHILE GAUTIER;2462;AV;6
DES MARRONNIERS;2463;RUE;2
DE COURCELLES;2464;RUE;138
CLAIRAUT;2465;RUE;12
BELLIARD;2466;RUE;89
JEAN ROBERT;2467;RUE;8
MARX DORMOY;2468;RUE;12
DE BELLEVILLE;2469;RUE;97
MELINGUE;2470;RUE;10
HAXO;2471;RUE;29
DES PYRENEES;2472;RUE;226
LOUIS LESEIGNEUR;2473;RUE;33
GUERRIER;2474;RUE;38
D ALGER;2475;RUE;26
JULES LECESNE;2476;RUE;24
DU GENERAL DE GAULLE;2477;AV;40
DE LA GRIVE;2478;SQ;1
DE LA REPUBLIQUE;2479;AV;11
BERTRAND FLORNOY;2480;RUE;7
THIERS;2481;RUE;6
ARMAND DE LA ROCHETTE;2482;AV;15
DE L EGLISE MORET;2483;RUE;5
DU BUISSON;2484;CRS;24
DU GENERAL LECLERC;2485;AV;9
JEAN FRANCOIS MILLET;2486;AV;19
DE LA GARE;2487;AV;175
ALFRED DARROUX;2488;RUE;821
NEUVE;2489;RUE;46
DES ALLIES;2490;BD;36
DU GEN LECLERC;2491;RUE;44
JACQUES TATI;2492;RUE;1
LABELONYE;2493;RUE;22
DU CHEMIN VERT;2494;RES;10
LES NOUVEAUX HORIZONS;2495;VC;25
RAOUL DUFY;2496;IMP;3
DES BRUYERES;2497;SQ;2
MASSON;2498;RUE;3
CREBILLON;2499;AV;15
DE PARIS;2500;RUE;16
GENEVIEVE DE GALARD;2501;AV;2
CARNOT;2502;AV;2
POINTIN;2503;RUE;10
PLAINE DU ROYON;2504;;9007
DES FRERES PONCELET;2505;RUE;2
GUSTAVE GARRISSON;2506;BD;56
DE LONG;2507;CHE;980
DES ECUREUILS;2508;RUE;
VIEILLE HALLE;2509;RUE;11
L OLIVINE;2510;;
ROBERT SCHUMANN;2511;RUE;76
JEAN MACE;2512;RUE;85
FERNAND BONIFAY;2513;CHE;325
DU VERGER;2514;AV;706
DANTON;2515;RUE;6
DES ANC PRISONS;2516;RUE;9
DE GUINEFOLLE;2517;RUE;1
CHAUVINIERE;2518;RUE;8
DE LA POINTE;2519;RUE;7
DE LA LINIERE;2520;RUE;6
DU GENERAL CEREZ;2521;RUE;4
DE L ANCENSEMENT;2522;CHE;1
DE LORRAINE;2523;RUE;50
DE MONTBELIARD;2524;FG;70
CLAUDE LEVI-STRAUSS;2525;AV;20
DES VALLEES;2526;RUE;14
DU PONCEAU;2527;RUE;7
DES GRES;2528;RUE;20
DE LA PEUPLERAIE;2529;RUE;17
DARBLAY;2530;AV;16
DE PARIS;2531;RUE;99
DE PARIS;2532;RUE;137
DE ROCHEFORT;2533;RUE;1
DE CONCY;2534;RUE;47
ARMAND GUILLEBAUD;2535;AV;110
PIERRE JOIGNEAUX;2536;RUE;63
LORNE;2537;PAS;10
DE LA MAIRIE;2538;RUE;10
DE LA REINE;2539;RTE;115
VICTOR HUGO;2540;AV;59
DE MEUDON;2541;RUE;40
DE LA REPUBLIQUE;2542;BD;50
DE LA ROCHEFOUCAULD;2543;RUE;6
DE VERDUN;2544;BD;36
DES BENARDS;2545;RUE;7
DE SOTTEVILLE;2546;RUE;6
BOURGAIN;2547;AV;11
DE VERDUN;2548;AV;99
LOUIS ROLLAND;2549;RUE;27
RADIGUEY;2550;RUE;8
LAVOISIER;2551;RUE;19
AUGUSTE BLANCHE;2552;RUE;31
MARCEL PAGNOL;2553;RUE;4
FOURY;2554;RUE;8
DE LA MONESSE;2555;RUE;34
ERNEST LAVAL;2556;RUE;12
RAYMOND MARCHERON;2557;RUE;62
ALEXANDRA DAVID NEEL;2558;RUE;16
SAINT SIMON;2559;BD;22
XAVIER MONTENY;2560;SQ;3
COLBERT;2561;RUE;12
DU BEL AIR;2562;RUE;3
LUCY PARSONS;2563;PL;1
DES POMMIERS;2564;RUE;40
DENIS PAPIN;2565;RUE;9
DU DOC SEYER;2566;RUE;3
DU GAL DE GAULLE;2567;RUE;16
CARNOT;2568;VLA;3
ROBESPIERRE;2569;RUE;7
CLAUDE MONET;2570;RUE;3
MIRABEAU;2571;RUE;5
BARBES;2572;RUE;32
DES MARRONNIERS;2573;AV;4
DE CHAMPAGNE;2574;QUAI;21
D AVRON;2575;RUE;46
GEORGE SAND;2576;RUE;5
DU LIEUTENANT DAGORNO;2577;RUE;63
HENRI BARBUSSE;2578;RUE;61
CARNOT;2579;AV;30
DE CHOISY;2580;AV;41
ANTOINE DEMUSOIS;2581;RUE;26
DE LA BARRE;2582;RUE;3
GRANDE RUE;2583;GR;10
PIERRE BROSSOLETTE;2584;RUE;5
JEAN BAPTISTE POQUELIN;2585;MAIL;5
FANTIN LATOUR;2586;ALL;6
DU GENERAL DE GAULLE;2587;BD;58
DES CAPUCINES;2588;ALL;226
LE VILLAGE;2589;;7037
DU VAL CLARET;2590;BD;60
DU GENERAL DE GAULLE;2591;AV;6
GENERAL LECLERC;2592;AV;2
RICORD LATY;2593;RUE;11
DE BERRE;2594;RTE;436
DES BRUNETTES;2595;TRA;55
DU MONT BORON;2596;BD;57
DU MARECHAL JOFFRE;2597;RUE;84
FONCET;2598;RUE;18
GEORGE  5;2599;AV;65
DES BAUMETTES;2600;AV;29
LOUIS BLERIOT;2601;RUE;12
DE FRANCE;2602;AV;30
HENRI ISNARD;2603;AV;22
ERIC TABARLY;2604;BD;90
12E REGIMENT DE CHASSEURS;2605;RUE;9
PROFESSEUR LANGEVIN;2606;PL;5
VILLAS DE LA MEDITERRANEE;2607;RES;50
LA VOILE D'OC;2608;RES;3
LE CRES D L GINESTELLE;2609;RES;43
MAL DE LATTRE DE TASSIGNY;2610;AV;9
DES VERRIERS;2611;ALL;
DE VIREBELLE;2612;CHE;131
CITHARISTA;2613;AV;988
BERNARD DU BOIS;2614;RUE;48
FLEGIER;2615;RUE;57
GUY FABRE;2616;RUE;9
LOUIS BOTINELLY;2617;BD;89
BAPTISTIN CAYOL;2618;BD;23
EDOUARD HERRIOT;2619;BD;40
DU VAL DES BOIS;2620;CHE;58
MARITIME;2621;RES;5001
DE VARSOVIE;2622;RUE;21
HAUTE;2623;RUE;74
BREBAN;2624;RUE;15
DE LA PLAGE;2625;RUE;7
DE LA GRANDE COCAGNE;2626;RUE;23
DU MARECHAL LYAUTEY;2627;RUE;12
DE VITTEL;2628;RUE;20
DE VALENCE;2629;AV;2
DE L ARMEE BELGE;2630;RUE;38
PASTEUR;2631;RUE;12
ERNEST RENAN;2632;RUE;14
FAUTRAS;2633;RUE;3
VALLE DI VIGNOLA;2634;;
VIGNA MAJO;2635;;5000
DE BILINA;2636;QUAI;145
DE NIMES;2637;RTE;5
MONPLAISIR;2638;BD;15
FORAIN F VERDIER;2639;ALL;3
DOC FERNAND LALESQUE;2640;ALL;14
DU JARDIN DES HORTENSIAS;2641;RUE;17
DU PORTAIL;2642;RUE;7
DE LA MISERICORDE;2643;RUE;16
DU MARECHAL GALLIENI;2644;CRS;259
DU MARECHAL GALLIENI;2645;CRS;259
GASTON DEFERRE;2646;RUE;29
DE LA PLAGE;2647;BD;6
DE LA VIGNE CAP FERRET;2648;AV;106
DE BOURRANVILLE;2649;AV;9005
JEAN JAURES;2650;RUE;45
TROUCHE;2651;RUE;41
CHARLES DE GAULLE;2652;IMP;29
DES CHANDELLES;2653;RUE;4
DU BOUZANQUET;2654;RUE;426
SIMON DUCROS;2655;IMP;6
DU CHATEAU VERT;2656;CITE;9077
DE LA GOELETTE;2657;ALL;12
DE LA SOURCE;2658;CHEM;21
PAUL CARON;2659;IMP;2
DES HAUTES OURMES;2660;SQ;11
D IRLANDE;2661;AV;2
DE GRAND COUR;2662;RUE;71
DES SABLES;2663;RUE;16
HENRI LEBRUN;2664;RUE;16
CHARLES GILLE;2665;RUE;16
LAURENCE BERLUCHON;2666;ALL;27
PREUILLY;2667;BD;23
ROGER SALENGRO;2668;RUE;165
GRENETTE;2669;PL;7
TURENNE;2670;RUE;19
GALLICE;2671;RUE;2
AMEDEE MOREL;2672;RUE;4
93 EME RAM;2673;RUE;563
DES VIGNES;2674;CHE;283
AUX GLOVETTES;2675;;5815
PAS DE LES AMNES;2676;;116
DES SABLES;2677;RUE;372
NEUVE;2678;RUE;26
DU BORN;2679;AV;524
PARMENTIER;2680;RUE;2
DE LOUSTALOT;2681;CHE;74
DE L OCEAN;2682;AV;1003
MARIE CURIE;2683;RUE;141
DES MOUSSERONS;2684;RUE;52
MER ET GOLF-LE BOUCANIER;2685;RES;40
MOLIERE;2686;RUE;9004
DES SAPINS;2687;ALL;85
DESIRE CLAUDE;2688;RUE;78
DE LA SABLIERE;2689;RUE;2
DE NANTES;2690;RTE;40
DES CHAMPS RENAUDINS;2691;RUE;22
DE POLYMNIE;2692;RUE;3
DU MARECHAL LECLERC;2693;RUE;5
DES POILUS;2694;RUE;120
SAINT VINCENT;2695;FG;29
ESPADON;2696;RUE;36
DES VIKINGS;2697;RUE;5
HONORE DE BALZAC;2698;RUE;10
ALBERT LEBRUN;2699;RUE;3
DU HAUT BOURGEOIS;2700;RUE;27
DOCTEUR ROUX AULNES;2701;RUE;9001
D HEIDELBERG;2702;SQ;2
DU PONT NEUF;2703;CHE;3
DE LA GARENNE;2704;CHE;8369
DU STOLE;2705;RUE;2
DE LA TURLURETTE;2706;RUE;2
CLAUDE PARENT;2707;RUE;51
HOTEL DE VILLE;2708;CHS;21
VAUBAN;2709;ALL;34
LES JARDINS DE L'ABBAYE;2710;RES;9
LE FERON;2711;RUE;2
MARTYRS RESISTANCE;2712;RUE;68
VICTOR HUGO;2713;RUE;84
DU DR SCHWEITZER;2714;RUE;7
D ARRAS;2715;RUE;65
DE SAINT OMER;2716;RTE;179
DE L HOTEL DE VILLE;2717;RUE;35
GENERAL MAC CROSKEY;2718;AV;5
DE CHANTACO;2719;AV;24
DE L EGLISE;2720;RUE;187
MARTIN BASSE;2721;RUE;11
DE CREPIEUX;2722;CHE;26
AUGUSTE WISSEL;2723;AV;30
DU 11 NOVEMBRE;2724;AV;11
DES BASSES BAROLLES;2725;PL;54
FRANCOIS MERMET;2726;RUE;15
DE LA GRANDE COTE;2727;MTE;99
JEAN MOULIN;2728;QUAI;14
VAUBECOUR;2729;RUE;4
DE LATTRE DE TASSIGNY;2730;RUE;11
LA CONDEMAINE;2731;;5547
RENEE AUDUC;2732;RUE;65
JACQUES PORRAZ;2733;RUE;15
PRES DE L AUMONE;2734;;5307
CROIX DU SUD;2735;RES;5245
DE SEBASTOPOL;2736;BD;37
LEOPOLD BELLAN;2737;RUE;22
MONTORGUEIL;2738;RUE;62
GRENETA;2739;RUE;18
DU TEMPLE;2740;RUE;178
DE BIRAGUE;2741;RUE;16
D ANJOU;2742;QUAI;13
DE LA COLLEGIALE;2743;RUE;23
DE GRENELLE;2744;RUE;190
DE MONTTESSUY;2745;RUE;24
DE ROME;2746;RUE;70
DU GENERAL FOY;2747;RUE;50
DE DOUAI;2748;RUE;49
DU FG POISSONNIERE;2749;RUE;193
