id_bien;id_commune;type_local;surface_carrez;surface_reelle;nombre_pieces;surface_terrain
10718;94041;Appartement;59,86;57;3;
10719;94044;Appartement;106,17;93;5;
10720;94046;Appartement;74,34;74;4;
10721;94052;Appartement;55,1;56;3;
10722;94052;Appartement;49,33;50;2;
10723;94054;Appartement;45,17;45;2;
10724;94058;Appartement;24;23;1;
10725;94069;Appartement;49,27;49;2;
10726;94071;Maison;99,02;91;4;
10727;94079;Appartement;94,51;95;4;
10728;94080;Appartement;19,54;18;1;
10729;94081;Appartement;67,38;69;4;
10730;95063;Appartement;66,65;66;3;
10731;95219;Appartement;65,82;66;3;
10732;95268;Appartement;46,76;44;2;
10733;95306;Maison;73,16;72;4;
10734;95351;Appartement;79,3;78;3;
10735;95572;Maison;97;103;4;
10736;95572;Appartement;43,43;43;2;
10737;95580;Maison;114;114;6;
10738;95582;Appartement;63;62;3;
10739;95675;Appartement;63,23;62;3;
10740;972209;Appartement;17,8;18;1;
10741;972213;Appartement;65,41;66;3;
10742;974411;Appartement;25,78;29;2;
10743;04166;Appartement;38,97;60;2;
10744;04205;Appartement;22,91;27;1;
10745;05061;Appartement;25,61;29;2;
10746;06029;Appartement;66,84;71;2;
10747;11202;Appartement;21,01;24;1;
10748;13202;Appartement;56,14;60;3;
10749;14715;Appartement;45,81;46;2;
10750;38185;Appartement;22,36;22;1;
10751;40192;Appartement;25,57;27;1;
10752;50031;Appartement;39,78;47;1;
10753;56078;Appartement;19,69;19;1;
10754;62037;Appartement;46,15;45;2;
10755;74083;Appartement;23,85;24;1;
10756;76575;Appartement;63,32;60;4;
10757;85307;Appartement;62,24;60;3;
10758;91223;Appartement;33,1;33;2;
10759;95205;Appartement;84,57;84;4;
10760;95205;Appartement;27,1;31;2;
10761;75110;Appartement;27,78;28;1;
10762;01419;Appartement;43,42;43;2;
10763;02408;Appartement;37,3;40;2;
10764;04070;Appartement;82,11;81;4;
10765;05023;Appartement;45,08;38;2;
10766;05023;Appartement;35,18;35;2;
10767;06012;Appartement;23,2;23;1;
10768;06030;Appartement;53,77;55;2;
10769;06079;Appartement;20,77;28;1;
10770;06088;Appartement;31,61;31;1;
10771;06104;Appartement;42,61;42;3;
10772;06149;Appartement;48,02;52;2;
10773;06159;Appartement;57,01;40;1;
10774;06159;Appartement;58,36;50;4;
10775;06161;Maison;108,22;98;5;
10776;07010;Appartement;32,41;34;2;
10777;07102;Appartement;50,3;50;2;
10778;10333;Appartement;56;55;3;
10779;10387;Appartement;14,41;14;1;
10780;10387;Appartement;121,43;118;4;
10781;11202;Maison;85,35;88;4;
10782;11202;Maison;24;24;2;
10783;13028;Appartement;40,1;39;2;
10784;13028;Appartement;22,13;22;1;
10785;13031;Appartement;21,48;20;2;
10786;13201;Appartement;61,45;58;3;
10787;13201;Appartement;80,08;82;3;
10788;13201;Appartement;39,56;33;3;
10789;13204;Appartement;49,19;51;3;
10790;13206;Appartement;28,4;35;1;
10791;13207;Appartement;64,7;63;3;
10792;13213;Appartement;64,45;62;4;
10793;13213;Appartement;80,56;80;4;
10794;19031;Appartement;77,97;77;3;
10795;19031;Appartement;52,95;53;2;
10796;26058;Appartement;33,43;37;1;
10797;26362;Appartement;105,43;119;3;
10798;2A048;Appartement;34,67;40;2;
10799;2A269;Appartement;71,33;70;3;
10800;30133;Appartement;26,35;26;1;
10801;30133;Appartement;59,42;34;2;
10802;30133;Appartement;20,12;21;1;
10803;30189;Appartement;33,91;25;1;
10804;31113;Appartement;103,66;103;4;
10805;31555;Appartement;66,84;66;2;
10806;33009;Appartement;26,26;29;1;
10807;33056;Appartement;60,53;62;3;
10808;33063;Appartement;49,4;53;2;
10809;33063;Appartement;49,66;53;3;
10810;33281;Appartement;62,2;62;3;
10811;33281;Appartement;26,02;26;1;
10812;33318;Appartement;86,04;86;4;
10813;33318;Maison;75,72;68;4;
10814;34108;Maison;33,01;25;1;
10815;34150;Appartement;39,13;42;3;
10816;34301;Appartement;65,82;65;3;
10817;35040;Appartement;108,5;109;5;
10818;35228;Appartement;36,26;40;2;
10819;35238;Appartement;93;93;5;
10820;35238;Appartement;88,5;89;5;
10821;37203;Appartement;24,7;42;2;
10822;38185;Appartement;66,69;66;3;
10823;38185;Appartement;73,08;73;4;
10824;38229;Appartement;40,16;40;2;
10825;38423;Appartement;69,16;69;3;
10826;40043;Maison;46,09;64;3;
10827;40088;Appartement;39;40;1;
10828;40088;Appartement;46,57;46;2;
10829;40088;Appartement;66,51;66;3;
10830;40284;Appartement;90,92;95;3;
10831;42011;Appartement;35,13;30;1;
10832;42147;Maison;91,48;96;4;
10833;42187;Appartement;50;52;2;
10834;42189;Appartement;75,87;59;2;
10835;42207;Appartement;51,15;51;2;
10836;42218;Appartement;62;61;3;
10837;42223;Appartement;57,74;66;3;
10838;44026;Appartement;18,24;23;1;
10839;44026;Appartement;48,21;57;2;
10840;44109;Appartement;19,18;19;1;
10841;44135;Appartement;85,21;85;4;
10842;44154;Appartement;77,26;78;4;
10843;44184;Appartement;15,39;18;1;
10844;45232;Maison;104,57;86;4;496
10845;49015;Appartement;55,86;52;2;
10846;49267;Appartement;49,16;50;2;
10847;49328;Appartement;51,13;54;3;
10848;50147;Appartement;44,81;46;2;
10849;54273;Appartement;46;45;2;
10850;54322;Appartement;67,8;72;4;
10851;54482;Appartement;77,9;78;4;
10852;56177;Maison;91,03;89;3;
10853;59636;Appartement;79,53;78;2;
10854;60175;Appartement;45,73;45;2;
10855;60175;Appartement;75,32;82;4;
10856;60338;Appartement;79,68;81;4;
10857;64348;Appartement;55,74;55;3;
10858;66003;Appartement;23,15;23;1;
10859;69034;Maison;109,46;90;5;428
10860;69034;Appartement;55,63;61;3;
10861;69171;Appartement;197;150;5;
10862;69264;Appartement;51,94;60;3;
10863;69266;Appartement;21,01;39;1;
10864;70378;Appartement;59,25;60;3;
10865;70550;Appartement;75,57;83;4;
10866;75102;Appartement;52,87;53;2;
10867;75102;Appartement;23,21;20;1;
10868;75105;Appartement;57,55;54;3;
10869;75105;Appartement;38,15;27;2;
10870;75108;Appartement;90,96;79;2;
10871;75108;Appartement;205,2;100;4;
10872;75108;Appartement;33,68;34;2;
10873;75108;Appartement;183,06;173;8;
10874;75109;Appartement;120,78;110;5;
10875;75109;Appartement;72,4;69;2;
10876;75110;Appartement;67,65;65;4;
10877;75110;Appartement;47,95;50;2;
10878;75111;Appartement;86,15;86;4;
10879;75113;Appartement;57,29;42;3;
10880;75113;Appartement;19,11;19;1;
10881;75114;Appartement;44;41;3;
10882;75114;Appartement;20,53;30;1;
10883;75114;Appartement;41,04;40;2;
10884;75114;Appartement;17,02;13;1;
10885;75114;Appartement;26,36;28;2;
10886;75114;Appartement;44,72;42;1;
10887;75115;Appartement;55,03;69;2;
10888;75115;Appartement;42,27;43;2;
10889;75115;Appartement;47,82;45;3;
10890;75115;Appartement;27,8;28;2;
10891;75116;Appartement;47,57;48;2;
10892;75116;Appartement;21,87;22;1;
10893;75116;Appartement;194,8;146;4;
10894;75118;Appartement;42,6;42;3;
10895;75119;Appartement;12,21;12;1;
10896;75119;Appartement;9,24;11;1;
10897;75120;Appartement;16,02;17;1;
10898;75120;Appartement;11,3;11;1;
10899;75120;Appartement;16,21;18;1;
10900;77018;Appartement;50,4;51;3;
10901;77053;Appartement;65,62;65;3;
10902;77083;Appartement;92,82;90;5;
10903;77186;Appartement;50,38;115;5;
10904;77243;Appartement;57,9;37;2;
10905;77305;Appartement;84,04;84;4;
10906;77372;Appartement;52,33;52;2;
10907;77464;Appartement;44,7;45;2;
10908;78165;Appartement;56,19;57;1;
10909;78190;Appartement;67,12;66;3;
10910;78269;Appartement;28,1;33;2;
10911;78291;Appartement;67,61;70;2;
10912;78356;Appartement;58,2;58;3;
10913;78442;Appartement;68,86;72;4;
10914;78466;Appartement;76,81;77;3;
10915;78466;Appartement;88,75;88;4;
10916;78490;Appartement;92,8;102;5;
10917;78586;Appartement;55,39;58;3;
10918;78640;Appartement;74;73;3;
10919;78646;Appartement;48,79;51;2;
10920;80212;Appartement;51,67;53;2;
10921;80649;Appartement;55,21;52;3;
10922;81004;Appartement;78,77;78;3;
10923;81065;Appartement;61,28;61;3;
10924;83047;Maison;106,02;105;5;
10925;83048;Appartement;62;61;3;
10926;83061;Appartement;43,84;43;2;
10927;83069;Appartement;37,71;36;1;
10928;83119;Appartement;64,54;60;3;
10929;83123;Appartement;28,69;28;2;
10930;83126;Maison;101,6;102;4;
10931;83144;Appartement;77,05;73;4;
10932;84007;Appartement;18,09;17;1;
10933;84137;Appartement;72,82;74;3;
10934;85191;Appartement;78,49;81;4;
10935;87085;Appartement;43,76;35;1;
10936;87085;Appartement;14,31;14;1;
10937;88383;Appartement;42,07;48;2;
10938;88424;Appartement;138,9;138;6;
10939;91027;Appartement;84,68;87;4;
10940;91215;Appartement;58,24;59;3;
10941;91228;Appartement;65,52;66;3;
10942;91274;Maison;57,63;57;2;
10943;91312;Appartement;72,57;72;4;
10944;91405;Maison;111,92;107;5;
10945;91421;Appartement;69,2;68;3;
10946;91432;Appartement;16,04;14;1;
10947;91477;Appartement;60,37;60;3;
10948;91617;Appartement;68,7;68;4;
10949;91645;Maison;90,22;73;3;
10950;91657;Appartement;22,58;23;1;
10951;91691;Appartement;102,36;104;4;
10952;92020;Appartement;44,83;44;2;
10953;92026;Appartement;37,19;35;1;
10954;92026;Appartement;67,05;70;2;
10955;92026;Appartement;28,51;28;1;
10956;92032;Appartement;56,17;65;3;
10957;92044;Appartement;33,95;32;2;
10958;92046;Appartement;37,6;37;3;
10959;92049;Appartement;47,93;48;2;
10960;92050;Appartement;37,28;38;2;
10961;92073;Appartement;42,7;43;2;
10962;93001;Appartement;12,59;12;0;
10963;93001;Appartement;36,42;36;1;
10964;93006;Appartement;39,44;39;2;
10965;93007;Appartement;33,07;15;1;
10966;93045;Appartement;25,47;26;1;
10967;93048;Appartement;70,22;70;3;
10968;93048;Appartement;98,11;101;3;
10969;93048;Appartement;30,07;30;2;
10970;93050;Appartement;67,82;67;4;
10971;93071;Appartement;85,78;80;4;
10972;93078;Appartement;71,19;70;4;
10973;94022;Appartement;50,31;45;3;70
10974;94038;Appartement;78,85;76;4;
10975;94041;Appartement;55,53;55;3;
10976;94046;Appartement;60,9;65;3;
10977;94067;Appartement;70,1;86;4;
10978;94068;Appartement;16,75;12;1;
10979;94068;Appartement;49,68;49;3;
10980;94076;Appartement;25,09;26;1;
10981;94077;Appartement;83,5;73;4;
10982;94080;Appartement;32,75;33;3;
10983;95019;Appartement;89,04;85;4;
10984;95063;Appartement;77,55;76;4;
10985;95091;Appartement;59,5;60;2;
10986;95127;Appartement;36,93;38;2;
10987;95127;Appartement;61,87;62;3;
10988;95210;Appartement;69,01;69;4;
10989;95218;Appartement;52,6;52;2;
10990;95370;Appartement;18,07;18;1;
10991;95388;Maison;97,68;100;6;
10992;95539;Appartement;49,43;56;2;
10993;95563;Appartement;53,41;53;2;
10994;95585;Appartement;50;49;3;
10995;974415;Maison;84,48;70;4;
10996;974415;Appartement;35,94;27;2;
10997;01103;Maison;123,16;118;5;
10998;01143;Appartement;135,68;133;4;
10999;01192;Maison;83,6;83;4;
11000;01281;Maison;90,33;90;4;
11001;04039;Appartement;18;18;1;
11002;04094;Appartement;25,32;27;1;
11003;04112;Appartement;63,73;68;3;
11004;05139;Appartement;32;32;2;
11005;06004;Appartement;33,22;36;2;
11006;06011;Appartement;49,23;50;2;
11007;06027;Appartement;78,21;75;3;
11008;06035;Appartement;27,5;24;1;
11009;06083;Appartement;32,73;31;1;
11010;06088;Appartement;34,51;34;2;
11011;06088;Appartement;37,1;34;2;
11012;07042;Appartement;64,12;63;3;
11013;08105;Appartement;31,27;27;1;
11014;11170;Maison;25,88;29;1;
11015;11202;Maison;33,24;33;4;
11016;13005;Appartement;58,03;63;3;
11017;13005;Appartement;71,1;73;4;
11018;13201;Appartement;22,99;23;1;
11019;13202;Appartement;46,54;47;2;
11020;13203;Appartement;65,92;70;4;
11021;13205;Appartement;42,33;50;3;
11022;13208;Appartement;117,64;95;3;
11023;13210;Appartement;42;28;2;
11024;13211;Appartement;62,43;63;3;
11025;13211;Appartement;27,1;33;1;
11026;13212;Appartement;61,8;54;3;
11027;13214;Appartement;17,76;18;1;
11028;13214;Maison;86,46;88;4;
11029;13214;Appartement;64,28;59;3;
11030;13215;Appartement;36,18;35;2;
11031;13216;Appartement;19,04;19;1;
11032;13216;Appartement;73,87;74;4;
11033;14312;Appartement;50,38;51;2;
11034;18279;Appartement;47,62;48;2;
11035;22282;Appartement;77,12;78;4;
11036;24322;Appartement;87,73;90;4;
11037;25204;Appartement;55,23;55;2;
11038;26058;Appartement;62,64;62;3;
11039;26058;Appartement;63,65;63;4;
11040;26058;Appartement;62,36;62;4;
11041;26362;Appartement;52,98;58;3;
11042;27229;Appartement;26,23;24;2;
11043;2A004;Appartement;42,58;44;2;
11044;2A008;Appartement;68,1;72;3;
11045;30062;Appartement;39,23;40;3;
11046;30123;Appartement;74,24;75;4;
11047;30253;Appartement;53,94;52;3;
11048;31032;Appartement;78;73;4;
11049;31555;Appartement;39,83;39;2;
11050;31555;Appartement;85,61;86;4;
11051;33019;Appartement;45,23;42;2;
11052;33039;Appartement;64,47;63;3;
11053;33063;Appartement;28,77;25;1;
11054;33063;Appartement;40,41;38;2;
11055;33167;Appartement;84,52;82;4;
11056;33214;Maison;64,09;68;3;
11057;33249;Appartement;71,69;74;4;
11058;33273;Maison;79;78;4;
11059;33318;Appartement;73,92;74;3;
11060;33527;Maison;82,6;84;4;
11061;33550;Appartement;67,78;67;3;
11062;34108;Maison;30,08;34;3;
11063;34108;Appartement;67,03;68;3;
11064;34120;Appartement;45,35;45;2;
11065;35023;Appartement;65,2;75;3;
11066;35055;Appartement;65,9;65;3;
11067;35179;Appartement;54,78;54;2;
11068;35238;Appartement;26,55;26;2;
11069;38185;Appartement;24,42;24;1;
11070;38185;Appartement;70,1;71;4;
11071;38229;Appartement;27,63;28;1;
11072;40088;Appartement;51,64;52;2;
11073;41018;Appartement;84,52;88;4;
11074;42059;Appartement;65,46;65;3;
11075;42071;Appartement;29,69;29;1;
11076;44009;Appartement;41,81;48;1;
11077;44010;Appartement;30,29;29;1;
11078;44055;Appartement;27,83;25;1;
11079;44130;Maison;35;35;2;
11080;44184;Appartement;48,03;48;2;
11081;44190;Appartement;46,92;47;2;
11082;45234;Appartement;86,1;84;5;
11083;45234;Appartement;94,56;91;5;
11084;45234;Maison;122,5;127;5;
11085;47001;Appartement;17,18;17;1;
11086;49007;Appartement;110,58;110;6;
11087;49223;Appartement;63,79;64;3;
11088;50031;Appartement;40,5;38;2;
11089;50129;Appartement;81,5;81;3;
11090;54090;Appartement;71,62;57;2;
11091;54115;Appartement;67,5;68;3;
11092;56178;Appartement;55,15;58;2;
11093;59009;Appartement;21,9;11;1;
11094;59017;Appartement;94,33;95;4;
11095;59286;Appartement;64,31;64;3;
11096;59350;Appartement;52,9;50;3;
11097;59569;Appartement;40,65;40;2;
11098;65440;Appartement;53,47;67;3;
11099;69204;Appartement;76,89;76;3;
11100;69264;Appartement;64,04;66;4;
11101;70207;Appartement;66,3;60;3;
11102;72056;Appartement;34,24;42;2;
11103;72181;Appartement;66,92;59;2;
11104;75101;Appartement;40,2;32;2;
11105;75102;Appartement;33,49;25;1;
11106;75104;Appartement;16,67;13;1;
11107;75104;Appartement;34,43;36;1;
11108;75105;Appartement;82,5;80;4;
11109;75106;Appartement;15,3;18;1;
11110;75106;Appartement;24,17;23;1;
11111;75106;Appartement;134,5;133;4;
11112;75107;Appartement;27,08;28;2;
11113;75108;Appartement;32,06;32;2;
11114;75109;Appartement;16,81;16;1;
11115;75109;Appartement;124,95;131;5;
11116;75110;Appartement;50,1;50;2;
11117;75110;Appartement;34,88;34;1;
11118;75110;Appartement;87,3;85;1;
11119;75111;Appartement;21,56;21;1;
11120;75111;Appartement;9,44;16;1;
11121;75112;Appartement;18,19;19;1;
11122;75113;Appartement;44,3;44;2;
11123;75113;Appartement;35,81;37;2;
11124;75114;Appartement;59,16;65;3;
11125;75115;Appartement;95,1;65;3;
11126;75115;Appartement;62,39;78;2;
11127;75115;Appartement;23,4;24;2;
11128;75115;Appartement;38,79;39;2;
11129;75116;Appartement;76,02;73;3;
11130;75116;Appartement;58,7;61;3;
11131;75117;Appartement;87,51;95;3;
11132;75117;Appartement;22,52;28;1;
11133;75117;Appartement;39,55;37;2;
11134;75117;Appartement;18,04;18;1;
11135;75118;Appartement;18,15;15;1;
11136;75118;Appartement;39,92;40;2;
11137;75118;Appartement;55,72;55;3;
11138;75119;Appartement;93,01;102;5;
11139;75119;Appartement;82,4;83;2;
11140;75120;Appartement;17,6;22;2;
11141;75120;Appartement;43,01;44;2;
11142;77014;Appartement;43,32;42;2;
11143;77067;Appartement;58,59;58;3;
11144;77249;Maison;151,17;107;5;
11145;77251;Appartement;37,28;45;2;
11146;77284;Appartement;83,8;83;5;
11147;77284;Appartement;31,65;29;2;
11148;77288;Appartement;92,87;92;4;
11149;77288;Appartement;66,64;56;2;
11150;77305;Maison;73,09;73;4;
11151;77307;Appartement;36,41;36;1;
11152;77350;Appartement;36,2;38;1;
11153;77373;Appartement;60,85;64;3;
11154;77468;Appartement;82,12;82;4;
11155;77487;Appartement;88,94;89;5;
11156;78172;Maison;138,49;87;4;
11157;78190;Appartement;88,13;90;3;
11158;78208;Appartement;34,62;34;1;
11159;78382;Appartement;21,14;21;1;
11160;78403;Appartement;49;67;3;
11161;78418;Appartement;14,19;64;3;
11162;78551;Appartement;92,61;95;3;
11163;78551;Appartement;24,26;25;1;
11164;78616;Maison;146,12;148;3;
11165;78642;Appartement;40,52;40;2;
11166;78646;Appartement;12,33;12;1;
11167;79191;Appartement;65,65;65;4;
11168;80021;Appartement;25;21;2;
11169;80021;Appartement;100,24;100;4;
11170;80182;Maison;114,73;105;5;
11171;82121;Appartement;41,78;42;2;
11172;83009;Appartement;22,66;23;2;
11173;83019;Appartement;21,05;20;1;
11174;83042;Appartement;49,96;49;2;
11175;83055;Appartement;18,73;59;3;
11176;83070;Appartement;25,44;27;1;
11177;83137;Appartement;59,79;63;4;
11178;83137;Appartement;49;50;3;
11179;83137;Appartement;69,44;69;3;
11180;85047;Appartement;60,76;60;3;
11181;85191;Maison;67,57;68;3;
11182;85194;Appartement;41,85;41;2;
11183;85194;Appartement;23,25;23;1;
11184;85234;Appartement;13,21;13;1;
11185;86194;Appartement;42,55;42;2;
11186;87085;Appartement;80,47;82;4;
11187;88075;Appartement;76,18;87;4;
11188;88383;Appartement;60,27;62;3;
11189;88408;Appartement;90,16;92;4;
11190;91021;Appartement;31,18;30;1;
11191;91099;Appartement;50,81;57;4;
11192;91198;Appartement;42,8;45;2;
11193;91201;Appartement;69,29;67;3;
11194;91215;Maison;54,6;60;3;130
11195;91223;Appartement;77,3;85;4;
11196;91293;Maison;78,05;80;4;
11197;91421;Maison;58,8;58;3;
11198;91477;Appartement;68,08;72;3;
11199;91685;Maison;95,51;95;5;
11200;91687;Appartement;62,07;65;3;
11201;92014;Appartement;25,46;26;1;
11202;92014;Appartement;109,15;110;5;
11203;92023;Appartement;37,33;35;2;
11204;92023;Appartement;33,66;40;2;
11205;92023;Appartement;39,26;38;2;
11206;92026;Appartement;83,83;83;4;
11207;92026;Appartement;98,16;96;4;
11208;92026;Appartement;130;161;5;
11209;92040;Appartement;33,14;32;1;
11210;92040;Appartement;24,13;24;1;
11211;92044;Appartement;49,3;41;2;
11212;92049;Appartement;51,66;54;3;
11213;92050;Appartement;55,13;54;3;
11214;92051;Appartement;161;136;4;
11215;93005;Appartement;18,75;18;1;
11216;93006;Appartement;63,8;62;3;
11217;93013;Appartement;31,45;32;2;
11218;93045;Appartement;27,84;21;1;
11219;93062;Appartement;71,75;72;3;
11220;93066;Appartement;61,78;63;3;
11221;94022;Appartement;67,5;68;3;
11222;94028;Appartement;75,25;75;4;
11223;94033;Appartement;49,9;50;2;
11224;94034;Appartement;67,15;73;4;
11225;94034;Appartement;46,79;51;2;
11226;94041;Appartement;46,25;45;3;
11227;94041;Appartement;66,84;66;3;
11228;94052;Appartement;27,86;28;1;
11229;94058;Appartement;51,44;55;3;
11230;95042;Maison;108,87;108;5;
11231;95063;Appartement;50,3;50;3;
11232;95088;Appartement;62,29;61;3;
11233;95210;Appartement;42,35;39;2;
11234;95210;Appartement;25,25;29;2;
11235;95277;Maison;82,4;81;4;
11236;95409;Appartement;64,74;65;3;
11237;95426;Maison;137,74;117;6;
11238;95607;Appartement;25,36;42;3;
11239;04094;Appartement;102,87;100;4;
11240;04126;Appartement;28,02;28;1;
11241;04143;Appartement;39,16;30;2;
11242;04226;Appartement;32,84;33;1;
11243;06018;Appartement;117,34;125;5;
11244;06027;Appartement;14,01;14;1;
11245;06027;Appartement;21,29;20;1;
11246;06029;Appartement;109,32;112;3;
11247;06030;Appartement;77,39;76;4;
11248;06030;Appartement;70,31;74;3;
11249;06032;Appartement;16,38;16;1;
11250;06083;Appartement;30,7;30;1;
11251;06088;Appartement;88,56;68;4;
11252;06088;Appartement;27;28;1;
11253;06088;Appartement;68,43;68;3;
11254;06123;Appartement;23,03;24;1;
11255;07042;Appartement;58,85;58;3;
11256;07102;Appartement;48,37;48;2;
11257;07324;Appartement;93,1;97;3;
11258;11069;Appartement;71,94;70;3;
11259;11170;Appartement;27,37;27;1;
11260;11202;Appartement;25,75;31;2;
11261;11262;Appartement;17,37;20;1;
11262;13005;Appartement;49,95;50;3;
11263;13028;Maison;125,78;110;5;
11264;13028;Appartement;22,04;22;1;
11265;13202;Appartement;54;56;3;
11266;13203;Appartement;37,49;23;1;
11267;13204;Appartement;53,77;56;3;
11268;13205;Appartement;56,62;49;3;
11269;13205;Appartement;58,15;45;3;
11270;13206;Appartement;75,92;35;2;
11271;13207;Appartement;45,51;49;2;
11272;13208;Appartement;93,12;92;4;
11273;13208;Appartement;56,1;55;3;
11274;13208;Appartement;29;29;1;
11275;13209;Appartement;74,1;74;3;
11276;13209;Appartement;51,29;51;3;
11277;13210;Appartement;111,38;107;6;
11278;13214;Appartement;44,01;44;3;
11279;14754;Appartement;24,28;24;2;
11280;17207;Appartement;48,7;48;3;
11281;17300;Appartement;55,29;50;3;
11282;17300;Appartement;49,3;46;2;
11283;22186;Maison;67;67;4;
11284;24520;Appartement;36,9;40;2;
11285;26042;Maison;107,8;101;5;
11286;26362;Appartement;59,42;63;3;
11287;26362;Appartement;84,3;84;4;
11288;27230;Appartement;87,5;87;3;
11289;2A004;Appartement;34,62;36;2;
11290;2A004;Appartement;40,79;40;2;
11291;2A008;Appartement;20,58;20;1;
11292;2A139;Appartement;80,74;80;3;
11293;2A362;Appartement;68,19;71;3;
11294;30037;Appartement;14;46;2;
11295;30133;Appartement;20,46;20;1;
11296;30189;Appartement;93,78;90;3;
11297;30189;Appartement;61,06;66;4;
11298;33063;Appartement;90;93;4;
11299;33063;Appartement;41,34;41;1;
11300;33075;Appartement;66,74;61;3;
11301;33080;Appartement;41,04;44;2;
11302;33167;Appartement;100,03;91;4;
11303;33201;Appartement;63,81;35;1;
11304;33243;Appartement;17,46;18;1;
11305;33249;Appartement;78,54;91;4;
11306;33249;Appartement;29,9;30;1;
11307;33318;Appartement;81,6;81;5;
11308;33550;Maison;91,25;90;4;
11309;33550;Maison;140,82;136;7;
11310;34023;Appartement;19,31;20;1;
11311;34108;Appartement;23,28;24;2;
11312;34301;Maison;77,74;67;4;
11313;35238;Appartement;36,3;36;1;
11314;38185;Appartement;68,09;74;3;
11315;38421;Appartement;61,83;69;3;
11316;38474;Appartement;20,31;15;1;
11317;39198;Appartement;69,2;75;3;
11318;39198;Appartement;52,58;56;2;
11319;42005;Appartement;75,38;90;4;
11320;42103;Appartement;72,36;71;3;
11321;42187;Appartement;56,95;59;2;
11322;44109;Appartement;19,7;19;1;
11323;44190;Appartement;38,33;38;2;
11324;45232;Maison;143,16;124;5;
11325;45234;Appartement;67,08;65;4;
11326;49007;Appartement;36,35;36;1;
11327;50218;Appartement;75;72;4;
11328;51536;Appartement;65,4;65;3;
11329;54090;Appartement;49,38;50;2;
11330;54323;Appartement;80,63;90;3;
11331;54395;Appartement;18,41;18;1;
11332;58117;Maison;76,24;75;3;
11333;59009;Appartement;68,23;69;4;
11334;59328;Appartement;47,95;48;2;
11335;59328;Appartement;77;76;3;
11336;59350;Appartement;37;37;1;
11337;59350;Appartement;44,17;44;2;
11338;59368;Appartement;61,87;92;3;
11339;59378;Appartement;59,99;57;3;
11340;59512;Appartement;65,36;67;0;
11341;59646;Appartement;85,61;90;4;
11342;60157;Maison;65,3;64;3;
11343;60513;Appartement;47,6;52;2;
11344;62041;Appartement;61,5;61;3;
11345;62119;Appartement;35,47;37;2;
11346;65138;Appartement;35,84;38;3;
11347;69063;Appartement;15,2;23;1;
11348;69089;Appartement;61,04;61;3;
11349;69259;Appartement;62,85;62;3;
11350;69266;Appartement;60,62;60;2;
11351;69266;Appartement;67,02;67;4;
11352;69266;Appartement;40,48;41;2;
11353;69286;Appartement;36,52;36;1;
11354;69381;Appartement;43,85;48;2;
11355;69386;Appartement;116,4;112;6;
11356;72003;Appartement;40,37;39;2;
11357;74208;Appartement;76,3;71;3;
11358;75101;Appartement;111,1;112;3;
11359;75103;Appartement;30,93;38;3;
11360;75103;Appartement;71,4;64;4;
11361;75103;Appartement;78,46;100;4;
11362;75103;Appartement;11,07;11;1;
11363;75104;Appartement;35,6;38;2;
11364;75105;Appartement;52,68;54;3;
11365;75105;Appartement;6,75;6;1;
11366;75105;Appartement;26;26;1;
11367;75106;Appartement;71,15;71;4;
11368;75107;Appartement;52,3;51;4;
11369;75107;Appartement;29,44;22;2;
11370;75108;Appartement;9,81;12;1;
11371;75108;Appartement;88,84;71;2;
11372;75109;Appartement;122,48;120;3;
11373;75109;Appartement;44,2;42;3;
11374;75109;Appartement;41,2;20;1;
11375;75109;Appartement;4,7;8;1;
11376;75109;Appartement;4,55;90;4;
11377;75110;Appartement;46,31;42;2;
11378;75110;Appartement;170,66;119;3;
11379;75110;Appartement;100,94;110;3;
11380;75111;Appartement;61,4;58;4;
11381;75111;Appartement;23,1;23;2;
11382;75111;Appartement;11,09;12;1;
11383;75111;Appartement;157,57;140;4;
11384;75111;Appartement;42,79;45;2;
11385;75112;Appartement;100;29;1;
11386;75112;Appartement;49,59;49;2;
11387;75113;Appartement;34,31;32;2;
11388;75113;Appartement;69,87;71;3;
11389;75113;Appartement;15,1;11;1;
11390;75114;Appartement;65,85;63;3;
11391;75115;Appartement;57,74;60;2;
11392;75115;Appartement;105,03;110;4;
11393;75115;Appartement;68,77;68;3;
11394;75115;Appartement;68,15;67;3;
11395;75115;Appartement;33,29;33;2;
11396;75116;Appartement;52,77;65;3;
11397;75116;Appartement;22,7;25;1;
11398;75117;Appartement;29,01;27;1;
11399;75117;Appartement;54,58;54;3;
11400;75117;Appartement;18,92;15;1;
11401;75117;Appartement;28,27;31;2;
11402;75118;Appartement;56,9;55;3;
11403;75118;Appartement;54,01;54;4;
11404;75118;Appartement;6,75;8;1;
11405;75118;Appartement;143,05;150;5;
11406;75118;Appartement;114,53;117;4;
11407;75119;Appartement;59,1;59;3;
11408;75119;Appartement;47,71;48;2;
11409;75119;Appartement;77,86;74;3;
11410;75119;Appartement;54;48;2;
11411;76351;Appartement;74,95;75;3;
11412;76351;Appartement;65,33;63;3;
11413;77067;Maison;75,85;87;4;
11414;77067;Maison;117,04;128;6;
11415;77100;Appartement;41,92;44;2;
11416;77111;Appartement;43,34;42;2;
11417;77192;Appartement;68,28;68;3;
11418;77284;Appartement;24,88;25;1;
11419;77373;Appartement;46,07;44;2;
11420;77431;Maison;91,77;92;5;
11421;77475;Maison;95,53;99;5;
