id_bien;id_commune;type_local;surface_carrez;surface_reelle;nombre_pieces;surface_terrain
0;01103;Appartement;48,22;48;3;
1;06004;Appartement;39,11;40;1;
2;06088;Appartement;80,25;82;3;
3;06123;Appartement;27,51;27;1;
4;13005;Appartement;47,33;47;2;
5;13028;Appartement;25,31;24;1;
6;13208;Appartement;70,84;70;3;
7;13212;Appartement;67,19;66;3;
8;14338;Appartement;18,89;19;1;
9;14366;Maison;105,37;99;4;
10;17300;Appartement;31,99;34;2;
11;25056;Maison;96,21;100;5;
12;29232;Appartement;30,86;31;1;
13;29260;Appartement;66,21;67;3;
14;31555;Appartement;45,58;46;2;
15;33063;Appartement;23,2;27;1;
16;33063;Appartement;13,1;12;1;
17;33097;Appartement;29;29;2;
18;33449;Appartement;51,4;51;2;
19;34145;Appartement;16,79;18;1;
20;34150;Appartement;51,4;51;2;
21;34199;Appartement;68,22;85;3;
22;37156;Maison;88,45;89;4;
23;37261;Appartement;42,94;46;2;
24;38185;Appartement;76,48;77;4;
25;40266;Maison;48,23;53;3;
26;40328;Appartement;49,91;48;2;
27;44143;Appartement;46,3;45;2;
28;44184;Appartement;47,24;48;2;
29;51230;Appartement;81,09;79;4;
30;54395;Appartement;39,69;39;2;
31;56161;Appartement;43,85;44;3;
32;58194;Appartement;108,78;124;4;
33;59512;Appartement;89,84;71;3;
34;60057;Appartement;48,35;48;2;
35;60155;Appartement;19,11;18;1;
36;60159;Appartement;97,39;97;5;
37;60524;Appartement;31,73;32;1;
38;69149;Appartement;49,89;51;2;
39;69384;Appartement;20,02;20;1;
40;74119;Appartement;34,86;33;2;
41;74236;Appartement;39,05;39;2;
42;74238;Appartement;18,93;20;1;
43;74278;Appartement;88,59;88;4;
44;75105;Appartement;30,05;41;2;
45;75110;Appartement;32,3;32;2;
46;75111;Appartement;120,28;120;4;
47;75111;Appartement;17,94;28;2;
48;75111;Appartement;28,39;28;2;
49;75112;Appartement;18;41;2;
50;75112;Appartement;51,44;51;3;
51;75112;Appartement;10,06;10;1;
52;75115;Appartement;88,3;88;4;
53;75118;Appartement;23,98;18;1;
54;75118;Appartement;53,59;39;2;
55;75118;Appartement;24,3;25;2;
56;76217;Appartement;61,52;59;4;
57;76451;Appartement;57,27;58;3;
58;76655;Appartement;23,98;25;1;
59;77118;Appartement;35,32;40;2;
60;78350;Appartement;89,41;89;4;
61;78423;Appartement;106,19;107;5;
62;78545;Appartement;67,76;70;4;
63;78545;Appartement;40,55;40;2;
64;78551;Appartement;84,31;142;5;
65;78586;Appartement;74;74;3;
66;78640;Appartement;49,16;48;2;
67;83062;Appartement;50,74;50;2;
68;83069;Appartement;20,15;20;1;
69;83112;Appartement;47,52;38;2;
70;83123;Maison;86,92;91;5;
71;84007;Appartement;37,24;40;2;
72;85047;Appartement;43,12;45;2;
73;86062;Appartement;30,42;30;1;
74;86194;Appartement;71,03;75;4;
75;87075;Appartement;62,95;62;2;
76;87085;Appartement;43,54;43;2;
77;91249;Appartement;128,34;128;5;
78;91689;Appartement;43,42;43;2;
79;92025;Appartement;49,45;55;3;
80;92026;Appartement;62,1;65;3;
81;92036;Appartement;59,35;59;3;
82;92044;Appartement;52,85;55;2;
83;93032;Maison;106,31;90;4;115
84;93051;Appartement;77,93;77;4;
85;93057;Appartement;46;46;2;
86;93071;Appartement;24,63;24;2;
87;94044;Appartement;67,1;67;3;
88;94060;Maison;80;66;4;
89;94060;Appartement;48,02;49;2;
90;94080;Appartement;16,37;17;1;
91;95252;Appartement;72,53;69;4;
92;95388;Maison;90,07;93;5;
93;95607;Appartement;57,1;56;3;
94;01262;Appartement;41,82;47;1;
95;02408;Appartement;165,11;156;6;
96;03190;Appartement;124,01;77;3;
97;04073;Appartement;24,32;25;1;
98;04166;Appartement;106,43;133;4;
99;04209;Appartement;32,89;33;1;
100;06004;Appartement;37,66;41;2;
101;06027;Appartement;58,42;58;3;
102;06088;Appartement;99,04;98;4;
103;06088;Appartement;30,2;95;3;
104;06088;Appartement;68,75;68;3;
105;06159;Appartement;56,05;58;2;
106;10323;Appartement;55,5;52;3;
107;13119;Appartement;53,09;51;3;
108;13201;Appartement;48,24;50;2;
109;13204;Appartement;28,4;30;1;
110;13206;Appartement;51,01;51;3;
111;13209;Appartement;51,54;52;3;
112;14118;Appartement;34,83;59;2;
113;14333;Appartement;12,44;13;1;
114;14715;Appartement;53,76;53;2;
115;14754;Maison;52,82;32;2;792
116;17300;Appartement;32,18;33;1;
117;17414;Maison;49,9;50;3;
118;22113;Appartement;68,3;67;4;
119;22168;Appartement;54,42;57;2;
120;22278;Appartement;64;64;4;
121;24322;Appartement;31,05;33;1;
122;25527;Appartement;127,96;147;5;
123;28085;Maison;106,03;105;5;
124;30003;Appartement;32,29;50;2;
125;30007;Appartement;39,5;39;2;
126;30133;Appartement;20;19;1;
127;30189;Appartement;60,07;60;3;
128;32013;Appartement;54;57;2;
129;33005;Appartement;44,12;44;2;
130;33063;Appartement;61,16;60;4;
131;33075;Maison;86,3;86;4;
132;33550;Appartement;39,23;45;2;
133;34023;Appartement;24,6;24;1;
134;37261;Appartement;42,2;42;2;
135;37261;Appartement;63,1;70;3;
136;38169;Appartement;21;20;1;
137;38185;Appartement;95,74;95;3;
138;38253;Appartement;60,55;62;3;
139;40046;Maison;29,78;25;1;
140;40088;Appartement;18,63;19;1;
141;40304;Maison;82,35;47;3;
142;42256;Maison;94,39;93;4;396
143;44109;Appartement;62,14;64;3;
144;44190;Appartement;47,34;47;2;
145;44204;Appartement;42,25;42;2;
146;45234;Appartement;65,71;65;3;
147;45286;Appartement;72,37;69;1;
148;50002;Appartement;57,88;47;2;
149;51454;Appartement;119,95;121;4;
150;54395;Appartement;36,6;38;2;
151;56062;Appartement;97,51;105;3;
152;59368;Appartement;80,09;80;3;
153;59378;Maison;29,73;30;2;
154;59491;Maison;153,25;139;5;
155;60159;Appartement;41;37;1;
156;60159;Maison;220,72;210;8;
157;60382;Appartement;30,38;30;2;
158;60395;Appartement;72,91;74;4;
159;60524;Appartement;67,47;68;3;
160;62041;Appartement;45,5;45;2;
161;63300;Appartement;62,72;47;2;
162;69003;Appartement;108,84;109;4;
163;69204;Appartement;43,25;43;2;
164;69264;Appartement;78,72;71;3;
165;69389;Appartement;32,82;38;1;
166;69389;Appartement;75,31;75;3;
167;70550;Appartement;75,87;76;4;
168;70550;Appartement;168,38;106;4;
169;74014;Appartement;21,29;21;1;
170;74249;Appartement;76,14;76;3;
171;75102;Appartement;36,91;37;3;
172;75103;Appartement;66;12;1;
173;75104;Appartement;25,34;25;2;
174;75105;Appartement;21,34;20;1;
175;75106;Appartement;28,55;28;1;
176;75107;Appartement;82,62;83;3;
177;75110;Appartement;30,18;31;2;
178;75111;Appartement;58,45;56;3;
179;75111;Appartement;31,12;30;2;
180;75112;Appartement;44,95;50;2;
181;75114;Appartement;25,06;26;1;
182;75115;Appartement;37,38;37;2;
183;75115;Appartement;99,96;97;6;
184;75117;Appartement;63,16;75;3;
185;75117;Appartement;47,12;47;2;
186;75118;Appartement;53,01;50;3;
187;75118;Appartement;52,46;51;3;
188;75118;Appartement;52,24;50;2;
189;75118;Appartement;29,13;30;2;
190;75118;Appartement;67,8;68;3;
191;75120;Appartement;21,01;25;1;
192;76351;Appartement;19,9;20;1;
193;76447;Appartement;45,84;30;1;
194;76451;Appartement;39,3;39;2;
195;77005;Appartement;32,99;29;2;
196;77014;Appartement;24,06;25;1;
197;77058;Appartement;53,6;53;2;
198;77058;Appartement;31,42;31;1;
199;77059;Maison;111,15;102;5;
200;77192;Appartement;60,25;60;3;
201;77259;Maison;75,06;76;4;
202;77288;Appartement;33,49;33;2;
203;77288;Appartement;44,94;45;2;
204;77379;Appartement;66,54;76;3;
205;78005;Appartement;42,2;42;2;
206;78372;Appartement;67,6;66;4;
207;78372;Appartement;53,05;55;3;
208;78383;Appartement;27,81;28;1;
209;78550;Maison;101,85;107;6;
210;78621;Appartement;55,06;51;3;
211;78646;Appartement;80,38;82;4;
212;82096;Maison;71,05;71;3;
213;83009;Appartement;37,6;51;2;
214;83009;Appartement;15,2;15;1;
215;83034;Appartement;29,85;30;2;
216;83070;Appartement;64,84;64;3;
217;85035;Appartement;37,82;37;2;
218;85127;Appartement;64,41;64;3;
219;85194;Appartement;63,63;64;3;
220;85262;Maison;88,5;88;4;
221;88372;Appartement;81,24;82;3;
222;90010;Appartement;42,25;44;2;
223;90010;Appartement;56;56;3;
224;91114;Appartement;69,17;63;4;
225;91225;Maison;146,94;168;6;
226;91326;Appartement;49;49;3;
227;91377;Appartement;93,02;96;5;
228;91425;Appartement;40;44;2;
229;91570;Maison;115,97;118;5;
230;91589;Maison;90;45;2;
231;92004;Appartement;67,23;66;4;
232;92004;Appartement;40,69;40;3;
233;92004;Appartement;54,2;54;2;
234;92009;Appartement;52,47;52;3;
235;92012;Appartement;65,62;56;1;
236;92012;Appartement;87,15;88;4;
237;92012;Appartement;23,8;23;1;
238;92012;Appartement;31,2;29;2;
239;92012;Appartement;78,02;119;4;
240;92014;Appartement;76,85;77;1;
241;92022;Appartement;59,73;50;3;
242;92023;Appartement;40,8;74;3;
243;92025;Appartement;61,06;62;3;
244;92025;Appartement;38,05;35;2;
245;92025;Appartement;32,02;32;2;
246;92026;Appartement;94,32;92;4;
247;92048;Appartement;61,97;63;3;
248;92050;Appartement;61,93;61;3;
249;92063;Appartement;25,16;25;1;
250;92063;Appartement;46,75;46;2;
251;92063;Appartement;48,5;47;2;
252;92075;Appartement;44,17;43;2;
253;93001;Appartement;35;35;2;
254;93006;Appartement;30,45;30;2;
255;93010;Appartement;70,56;71;3;
256;93048;Appartement;102,46;147;6;
257;94016;Appartement;21,13;21;1;
258;94022;Appartement;41,57;42;2;
259;94033;Appartement;29,07;15;1;
260;94041;Appartement;68,02;67;3;
261;94042;Appartement;73,81;76;3;
262;94052;Appartement;50,08;50;2;
263;94068;Appartement;61,93;62;3;
264;94071;Appartement;34,2;34;2;
265;94076;Appartement;39,39;39;2;
266;94079;Appartement;84,23;82;4;
267;94080;Appartement;50,6;50;3;
268;94080;Appartement;25,14;20;1;
269;95203;Appartement;64;63;3;
270;95218;Appartement;45,04;46;2;
271;95218;Appartement;56,86;57;3;
272;95500;Appartement;77,71;77;4;
273;95572;Appartement;61,05;61;3;
274;04209;Appartement;105,71;119;4;
275;14079;Appartement;30,09;30;2;
276;14754;Appartement;30,38;30;2;
277;54395;Appartement;47,04;46;2;
278;74256;Appartement;63,14;62;3;
279;77014;Appartement;45,61;49;2;
280;80021;Appartement;34,99;35;1;
281;82112;Appartement;67,19;67;4;
282;91223;Appartement;31,49;36;1;
283;01160;Appartement;82,59;75;3;
284;01288;Maison;109,22;109;5;
285;04070;Appartement;144,6;120;4;
286;06029;Appartement;31,21;32;2;
287;06032;Appartement;24,58;24;1;
288;06079;Appartement;36,6;36;2;
289;06083;Appartement;29;29;1;
290;06083;Appartement;54,34;57;2;
291;06088;Appartement;32,83;33;2;
292;06088;Appartement;133,44;144;4;
293;10325;Appartement;63,58;63;3;
294;10343;Appartement;50,75;50;3;
295;10362;Appartement;47,88;48;2;
296;10362;Appartement;68,03;66;3;
297;11170;Appartement;23,89;25;3;
298;11170;Appartement;22,15;28;2;
299;13005;Appartement;82,72;84;5;
300;13022;Appartement;36,8;37;3;
301;13028;Appartement;29,29;30;1;
302;13028;Appartement;115,53;114;4;
303;13101;Maison;92,99;61;3;
304;13205;Appartement;64,45;63;3;
305;13207;Appartement;24,89;40;3;
306;13207;Appartement;22,71;22;1;
307;13208;Appartement;85,37;86;4;
308;13209;Appartement;31,28;32;1;
309;13210;Appartement;112,09;111;5;
310;14220;Appartement;41,78;43;2;
311;14754;Appartement;47,05;46;2;
312;18033;Appartement;77,87;78;3;
313;19031;Appartement;70,19;71;3;
314;22278;Appartement;168,7;123;4;
315;2A362;Maison;32,16;32;2;
316;30106;Maison;82,11;84;4;
317;30189;Appartement;36,29;40;1;
318;30189;Appartement;65,24;65;3;
319;31203;Appartement;36,46;38;2;
320;31555;Appartement;60,16;65;3;
321;33039;Appartement;56,67;59;3;
322;33039;Appartement;50,16;50;2;
323;33063;Appartement;26,39;26;1;
324;33514;Appartement;35,8;35;2;
325;33522;Appartement;20,15;19;1;
326;33533;Appartement;62,55;65;2;
327;34003;Appartement;23,7;23;1;
328;34079;Appartement;44,14;43;2;
329;34157;Appartement;59,19;72;3;
330;34301;Appartement;62,66;71;3;
331;35210;Appartement;56,15;61;3;
332;35238;Appartement;16,54;17;1;
333;37261;Appartement;65,52;66;3;
334;38185;Appartement;31;31;2;
335;38185;Appartement;61,23;62;3;
336;38185;Appartement;76,75;73;3;
337;38191;Appartement;16,3;17;1;
338;38421;Appartement;60,73;61;4;
339;38421;Appartement;81,25;81;4;
340;39526;Maison;97,41;101;5;
341;40088;Appartement;85,32;78;4;
342;40281;Appartement;45,94;46;2;
343;40284;Maison;53,22;50;3;
344;40312;Appartement;65,26;65;3;
345;40312;Appartement;91,43;90;4;
346;40317;Maison;74,39;74;4;
347;42005;Appartement;90,2;66;3;
348;42187;Appartement;76,75;77;3;
349;42187;Appartement;41,31;42;2;
350;42187;Appartement;61,37;59;2;
351;42332;Appartement;75,95;70;4;
352;43157;Appartement;36,98;50;2;
353;44035;Maison;51,77;51;3;
354;44109;Maison;62,88;50;1;
355;44132;Appartement;67,98;68;2;
356;44198;Appartement;53,25;52;2;
357;45075;Appartement;60,7;60;3;
358;45232;Appartement;70,03;68;4;
359;45234;Appartement;44,39;45;2;
360;45284;Appartement;26,25;26;1;
361;49007;Appartement;71,08;75;3;
362;49007;Appartement;21,62;20;1;
363;49099;Appartement;39,78;40;2;
364;50147;Appartement;59,19;59;2;
365;51108;Appartement;31,79;30;1;
366;51230;Appartement;43,85;44;2;
367;54263;Appartement;58,53;56;3;
368;56023;Appartement;38,01;38;2;
369;60342;Appartement;43,84;44;2;
370;60513;Appartement;64,45;80;4;
371;62893;Maison;87,68;82;4;
372;64102;Appartement;54,68;54;2;
373;69089;Appartement;60,77;61;3;
374;69176;Maison;104,11;102;4;
375;69264;Appartement;56,02;57;3;
376;69381;Appartement;28,17;54;3;
377;69383;Appartement;49,13;52;1;
378;69384;Appartement;51,01;52;2;
379;72181;Appartement;20,92;21;1;
380;73257;Appartement;30,84;27;2;
381;74236;Appartement;16,7;25;2;
382;74311;Appartement;47,17;47;2;
383;75103;Appartement;27,37;26;2;
384;75103;Appartement;26,43;11;1;
385;75104;Appartement;34,6;27;2;
386;75105;Appartement;27,01;26;1;
387;75106;Appartement;29,5;29;1;
388;75106;Appartement;110,09;109;5;
389;75106;Appartement;165,15;163;5;
390;75106;Appartement;78,83;79;3;
391;75106;Appartement;48,96;52;2;
392;75110;Appartement;36,47;29;2;
393;75110;Appartement;49,6;50;2;
394;75110;Appartement;69,08;71;3;
395;75110;Appartement;50,78;48;3;
396;75111;Appartement;18,21;23;1;
397;75111;Appartement;130,65;135;5;
398;75111;Appartement;53,8;53;3;
399;75111;Appartement;31,48;32;2;
400;75111;Appartement;26,98;23;2;
401;75112;Appartement;64,38;57;3;
402;75112;Appartement;48,65;50;2;
403;75113;Appartement;47,03;51;2;
404;75114;Appartement;52,28;31;3;
405;75114;Appartement;77,97;75;4;
406;75114;Appartement;54,56;50;3;
407;75115;Appartement;10,8;12;1;
408;75115;Appartement;55,63;62;3;
409;75116;Appartement;360,95;357;8;
410;75116;Appartement;30,02;27;1;
411;75117;Appartement;50,22;55;2;
412;75117;Appartement;28,35;14;1;
413;75117;Appartement;48,88;50;3;
414;75117;Appartement;131,25;135;7;
415;75117;Appartement;39,34;42;3;
416;75117;Appartement;22,84;22;1;
417;75117;Appartement;83,25;80;4;
418;75118;Appartement;13,15;11;1;
419;75120;Appartement;46,01;48;2;
420;77061;Appartement;39,6;52;2;
421;77079;Appartement;45,45;46;2;
422;77118;Appartement;60,7;60;3;
423;77284;Appartement;55,2;55;3;
424;77285;Appartement;100,8;100;5;
425;77288;Appartement;25,45;25;1;
426;77307;Appartement;40,35;40;1;
427;77419;Appartement;99,42;99;4;
428;77450;Maison;118,56;107;5;
429;77487;Appartement;66,42;67;3;
430;78146;Appartement;75,16;75;3;
431;78165;Appartement;56,83;54;3;
432;78358;Appartement;27,01;25;1;
433;78358;Appartement;111;112;5;
434;78372;Appartement;52,53;53;2;
435;78382;Appartement;55,03;65;4;
436;78481;Appartement;88,78;91;5;
437;78586;Appartement;17,78;20;1;
438;78646;Maison;98,99;110;5;
439;80021;Appartement;19,97;20;1;
440;80228;Maison;87,02;85;4;
441;82121;Appartement;48,4;52;2;
442;83009;Appartement;25,29;26;1;
443;83112;Appartement;68,46;70;3;
444;83137;Appartement;57,68;51;3;
445;84031;Appartement;63,17;79;3;
446;85164;Appartement;52,9;52;3;
447;87085;Appartement;44,4;44;2;
448;87161;Appartement;65,74;56;3;
449;88160;Appartement;61,74;64;3;
450;88181;Appartement;70,19;49;3;
451;91086;Appartement;66,05;66;3;
452;91156;Maison;89,43;89;5;
453;91174;Appartement;71,64;69;3;
454;91326;Maison;107,15;109;5;
455;92002;Appartement;87,01;96;4;
456;92004;Appartement;52,9;53;3;
457;92004;Appartement;63,2;60;3;
458;92004;Maison;122,8;75;5;
459;92004;Appartement;53,39;52;2;
460;92004;Appartement;25,5;27;1;
461;92009;Appartement;27,73;22;2;
462;92009;Appartement;56,21;50;3;
463;92012;Appartement;96,33;93;4;
464;92012;Appartement;49,42;50;2;
465;92012;Appartement;51,34;50;2;
466;92012;Appartement;149,71;148;5;
467;92024;Appartement;44,5;44;2;
468;92032;Appartement;23,95;20;1;
469;92036;Maison;76,07;75;3;
470;92040;Maison;70;55;3;
471;92044;Appartement;66,05;65;3;
472;92044;Appartement;85,07;84;4;
473;92048;Appartement;58,94;59;3;
474;92050;Appartement;30,52;45;3;
475;92050;Appartement;71,62;68;3;
476;92051;Appartement;48,65;40;3;
477;92051;Appartement;122,79;130;4;
478;92060;Appartement;68,51;67;3;
479;92062;Appartement;23,28;22;1;
480;92063;Appartement;22,51;22;1;
481;92072;Appartement;53,68;53;2;
482;92073;Maison;88,9;87;4;
483;93006;Appartement;64,41;60;4;
484;93045;Appartement;21,28;21;1;
485;93045;Appartement;49,28;48;3;
486;93048;Appartement;64,41;48;3;
487;93048;Appartement;82,56;83;4;
488;93072;Appartement;73,6;73;4;
489;93073;Appartement;93,49;93;5;
490;94002;Maison;72,52;75;4;
491;94002;Appartement;59,69;57;3;
492;94004;Appartement;85,22;84;4;
493;94018;Appartement;34,92;34;2;
494;94022;Maison;49,45;31;1;
495;94028;Appartement;81,95;82;4;
496;94037;Appartement;68,12;68;3;
497;94041;Appartement;20,5;25;1;
498;94043;Appartement;26,72;28;1;
499;94044;Appartement;41,7;39;2;
500;94044;Appartement;63,77;63;3;
501;94052;Appartement;44,04;52;3;
502;94052;Appartement;28,5;28;1;
503;94060;Maison;94,35;81;5;
504;94060;Appartement;77,15;77;4;
505;94060;Appartement;72,75;72;4;
506;94068;Maison;304,8;300;9;
507;94074;Maison;82,21;86;4;192
508;94078;Appartement;40,04;39;2;
509;94080;Appartement;77,41;82;4;
510;94080;Appartement;146,82;150;5;
511;95039;Appartement;41,75;45;3;
512;95199;Appartement;56,91;61;3;
513;95219;Appartement;69,31;70;3;
514;95306;Appartement;80,28;94;4;
515;95527;Maison;77,7;78;4;
516;01033;Appartement;108,65;91;4;
517;01258;Appartement;86,8;90;3;
518;01354;Appartement;52,58;52;2;
519;03190;Appartement;34,9;38;1;
520;06004;Appartement;22,47;23;2;
521;06012;Appartement;47,42;47;2;
522;06029;Appartement;66,12;67;1;
523;06029;Appartement;67,99;70;2;
524;06033;Appartement;59,74;62;3;
525;06083;Appartement;46,66;46;2;
526;06083;Appartement;42,84;42;2;
527;06092;Appartement;22,71;25;1;
528;07019;Appartement;59,05;62;3;
529;07042;Appartement;85,93;86;5;
530;07042;Appartement;69,46;71;4;
531;07304;Appartement;28,52;29;2;
532;11262;Appartement;27,76;48;1;
533;11266;Appartement;21,51;22;2;
534;13022;Appartement;50,43;35;2;
535;13119;Appartement;64,3;65;3;
536;13201;Appartement;53,66;54;3;
537;13201;Appartement;20,37;24;1;
538;13202;Appartement;35,27;35;1;
539;13204;Appartement;55,7;53;3;
540;13204;Appartement;33,46;27;0;
541;13207;Appartement;22,8;21;2;
542;13208;Appartement;51,43;51;1;
543;13208;Appartement;20,45;20;1;
544;13208;Appartement;17,1;18;1;
545;13208;Appartement;103,14;96;4;
546;13209;Appartement;68,81;68;3;
547;13209;Appartement;76,15;77;5;
548;13210;Appartement;48,14;50;2;
549;13210;Appartement;27,3;30;1;
550;13213;Appartement;67,2;68;4;
551;14754;Appartement;36,23;36;2;
552;19031;Appartement;27;25;1;
553;22278;Appartement;36,08;35;2;
554;25265;Appartement;32;32;1;
555;26058;Appartement;66,81;80;4;
556;26281;Appartement;73,65;75;4;
557;27299;Appartement;40,43;43;2;
558;28085;Appartement;32,2;34;2;
559;28085;Appartement;65,63;65;3;
560;28134;Appartement;58,87;58;3;
561;30189;Appartement;42,47;43;2;
562;31066;Maison;104,56;104;5;
563;31113;Appartement;78,83;80;3;
564;31555;Appartement;68,06;85;3;
565;33051;Maison;42;42;2;
566;33063;Appartement;51,43;47;2;
567;33081;Appartement;58,22;60;3;
568;33249;Maison;86,01;80;4;
569;33281;Appartement;59,74;60;3;
570;33522;Appartement;21,55;22;1;
571;33550;Appartement;52,66;52;3;
572;34108;Appartement;36,69;31;2;
573;34301;Appartement;44,09;44;2;
574;34301;Appartement;22,13;21;1;
575;37261;Appartement;51,26;53;2;
576;38185;Appartement;18;19;0;
577;38185;Appartement;73,12;68;3;
578;38186;Appartement;35,6;35;2;
579;38229;Appartement;132,05;141;4;
580;38249;Appartement;74,5;75;3;
581;38249;Appartement;42,06;42;2;
582;39470;Appartement;23,57;23;2;
583;40133;Appartement;23,53;24;1;
584;40281;Appartement;42;42;2;
585;40312;Appartement;88,35;89;4;
586;42218;Appartement;74,57;74;3;
587;42218;Appartement;47,9;48;2;
588;44109;Appartement;69,11;67;4;
589;44132;Appartement;24,04;24;1;
590;44162;Appartement;103,79;94;5;
591;44162;Appartement;61,06;60;3;
592;45075;Appartement;69,81;69;4;
593;45258;Appartement;140;110;3;
594;49007;Appartement;77,18;76;3;
595;49007;Appartement;82,6;77;4;
596;49099;Appartement;53,6;50;2;
597;49347;Appartement;57;56;3;
598;51454;Appartement;74,15;75;3;
599;51454;Appartement;92,5;95;4;
600;53062;Appartement;67,77;65;3;
601;53073;Appartement;52,26;52;3;
602;59220;Appartement;58,27;57;3;
603;59350;Appartement;133,89;134;5;
604;59410;Appartement;32,69;33;1;
605;60057;Appartement;21,92;32;1;
606;62604;Appartement;71,74;70;4;
607;66004;Appartement;30,62;31;2;
608;69078;Appartement;64,3;64;3;
609;69081;Appartement;102,76;102;6;
610;69143;Appartement;53,05;52;2;
611;69149;Appartement;38,12;37;2;
612;69149;Appartement;46,65;46;2;
613;69149;Appartement;72;71;3;
614;69382;Appartement;29,02;31;1;
615;69385;Appartement;143,12;139;3;
616;73235;Appartement;17,94;21;1;
617;73306;Appartement;42,3;39;2;
618;74019;Appartement;46,28;46;2;
619;74056;Appartement;33,66;37;2;
620;75106;Appartement;85,61;90;4;
621;75107;Appartement;50,04;48;3;
622;75109;Appartement;39,86;35;2;
623;75110;Appartement;31,65;37;1;
624;75111;Appartement;62,72;50;3;
625;75113;Appartement;30,81;32;2;
626;75116;Appartement;40,8;41;1;
627;75120;Appartement;55,23;85;3;
628;77053;Appartement;71,59;71;4;
629;77259;Appartement;60,22;60;3;
630;78190;Appartement;23,62;23;1;
631;78362;Appartement;79,74;75;4;
632;78401;Maison;156,5;156;6;
633;83009;Appartement;84,28;90;2;
634;83019;Appartement;15,86;15;1;
635;83034;Appartement;87,49;64;3;
636;83062;Appartement;35,55;38;2;
637;83069;Appartement;121,99;118;4;
638;83130;Appartement;56,15;61;3;
639;83137;Appartement;81,5;84;4;
640;83137;Appartement;97,04;50;2;
641;83137;Appartement;65,4;69;3;
642;88225;Appartement;73,78;74;4;
643;90010;Appartement;34,48;34;2;
644;91201;Appartement;63,54;59;3;
645;91425;Appartement;25,35;29;1;
646;92004;Appartement;19,5;24;1;
647;92012;Appartement;61,23;63;3;
648;92024;Appartement;16,98;17;1;
649;92026;Appartement;59,72;59;3;
650;92026;Appartement;33,58;34;2;
651;93007;Appartement;53,1;54;3;
652;93063;Appartement;67;67;3;
653;94033;Appartement;52,05;50;3;
654;94068;Appartement;46,6;35;2;
655;94068;Appartement;41,64;41;3;
656;94069;Appartement;35,76;28;2;
657;94080;Appartement;36,15;37;2;
658;95277;Appartement;37,23;36;2;
659;95428;Appartement;115,26;98;4;
660;01143;Appartement;130,8;130;6;
661;01354;Appartement;58,71;60;2;
662;06027;Appartement;76,16;77;3;
663;06029;Appartement;83,21;96;4;
664;06030;Appartement;29,07;25;1;
665;06030;Appartement;90,45;105;4;
666;06044;Appartement;103,92;120;5;
667;06088;Appartement;69;36;3;
668;06088;Appartement;47,5;62;3;
669;06088;Appartement;52,8;42;1;
670;06094;Appartement;63,15;75;3;
671;06123;Appartement;66,02;65;3;
672;06155;Appartement;35,76;33;3;
673;06161;Appartement;26,71;27;1;
674;10362;Appartement;35,63;39;2;
675;10387;Appartement;32,34;33;2;
676;11144;Appartement;37,12;36;2;
677;11170;Appartement;32,53;45;3;
678;11202;Maison;24,61;30;2;
679;11262;Appartement;111,96;109;4;
680;11262;Appartement;34,34;34;1;
681;11379;Appartement;33,08;44;2;
682;13028;Appartement;28,34;28;2;
683;13201;Appartement;38,54;40;2;
684;13202;Appartement;20,2;21;1;
685;13204;Appartement;29,86;30;2;
686;13205;Appartement;27,65;30;1;
687;13208;Appartement;50,32;50;2;
688;13208;Appartement;69,32;69;3;
689;13210;Appartement;68,45;68;3;
690;13210;Appartement;68,89;70;3;
691;13212;Appartement;65,72;65;4;
692;13215;Appartement;125,85;106;2;
693;14715;Appartement;41,07;39;2;
694;18279;Appartement;30,84;30;1;
695;29019;Appartement;53,11;53;3;
696;29232;Appartement;84,69;81;5;
697;2A041;Appartement;87,16;89;4;
698;2A070;Appartement;37,78;38;2;
699;30034;Appartement;45,23;47;3;
700;30133;Appartement;26,4;27;2;
701;33009;Appartement;31,12;31;1;
702;33009;Appartement;52;64;3;
703;33063;Appartement;18,52;39;1;
704;33080;Appartement;47,34;46;2;
705;33096;Maison;103,36;81;4;
706;33167;Maison;66,02;66;3;
707;33312;Appartement;43,69;44;2;
708;33522;Appartement;62,84;63;3;
709;34333;Maison;29,6;35;3;
710;35032;Appartement;62,91;62;3;
711;37122;Appartement;57,03;58;3;
712;38185;Appartement;88,21;87;4;
713;38421;Appartement;83,63;83;4;
714;38421;Appartement;47,67;47;2;
715;40046;Appartement;70,21;81;4;
716;40192;Appartement;94;120;4;
717;40326;Appartement;60,65;63;3;
718;44069;Appartement;51,17;52;3;
719;44074;Appartement;29,94;35;1;
720;44201;Maison;45,95;45;2;
721;45232;Appartement;23,84;24;1;
722;45232;Maison;116,72;109;4;1112
723;45234;Appartement;16,24;83;4;
724;45285;Maison;73,01;86;3;
725;49007;Appartement;28,65;29;1;
726;49015;Appartement;69,08;70;3;
727;51108;Appartement;25,53;26;1;
728;51573;Appartement;38,35;39;2;
729;54329;Appartement;47,6;157;4;
730;56083;Appartement;36,13;32;2;
731;56107;Appartement;39,56;39;2;
732;56121;Appartement;61,47;62;3;
733;59009;Appartement;76,09;78;3;
734;59271;Appartement;65,48;67;3;
735;59367;Appartement;68,77;68;4;
736;60157;Appartement;60,09;69;4;
737;60509;Appartement;36,96;63;3;
738;60684;Appartement;58,5;58;3;
739;62041;Appartement;22,98;25;1;
